,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
2541,2015_16,Binghamton University,Vestal,NY,Bachelor's,NO,42.49,1305.0,640.0,667.0,29.0,13465.0,55.84,4.89,10.31,14.28,23482.0,9053.0,22173.0,0.81
2542,2015_16,University at Buffalo,Buffalo,NY,Bachelor's,NO,59.99,1173.0,560.0,600.0,27.0,19692.0,47.7,7.33,6.4,14.27,23249.0,9381.0,24461.0,0.74
2543,2015_16,Stony Brook University,Stony Brook,NY,Bachelor's,NO,40.99,1271.0,605.0,660.0,29.0,16583.0,36.21,6.63,11.11,23.71,22000.0,8855.0,23935.0,0.68
2544,2015_16,SUNY College of Environmental Science and Forestry,Syracuse,NY,Bachelor's,NO,51.95,1215.0,600.0,610.0,27.0,1746.0,81.84,1.49,4.98,3.32,24366.0,7848.0,17698.0,0.75
2545,2015_16,SUNY Polytechnic Institute,Utica,NY,Bachelor's,NO,60.46,1141.0,555.0,580.0,26.0,1950.0,78.92,6.41,6.82,4.15,21439.0,7759.0,17609.0,0.49
2546,2015_16,SUNY Brockport,Brockport,NY,Bachelor's,NO,52.67,1032.0,505.0,520.0,23.0,6997.0,71.64,10.2,5.63,1.74,20867.0,7904.0,17254.0,0.69
2547,2015_16,SUNY Buffalo State,Buffalo,NY,Bachelor's,NO,62.31,901.0,450.0,450.0,19.0,9018.0,51.38,28.14,12.18,2.72,18907.0,7669.0,17519.0,0.49
2548,2015_16,SUNY Cortland,Cortland,NY,Bachelor's,NO,50.84,,,,,6276.0,73.53,5.51,11.36,1.31,23273.0,8050.0,17900.0,0.73
2549,2015_16,SUNY at Fredonia,Fredonia,NY,Bachelor's,NO,59.25,1050.0,520.0,520.0,24.0,4542.0,78.05,5.97,6.87,1.54,22066.0,8074.0,17924.0,0.65
2550,2015_16,SUNY College at Geneseo,Geneseo,NY,Bachelor's,NO,72.74,1206.0,595.0,600.0,27.0,5548.0,74.35,2.99,7.32,6.45,22716.0,8113.0,17963.0,0.82
2551,2015_16,State University of New York at New Paltz,New Paltz,NY,Bachelor's,NO,41.51,1124.0,560.0,558.0,25.0,6498.0,63.47,5.71,16.85,5.74,21716.0,7737.0,17587.0,0.73
2552,2015_16,SUNY Oneonta,Oneonta,NY,Bachelor's,NO,48.72,1087.0,535.0,550.0,24.0,5825.0,78.47,3.4,10.87,2.08,22414.0,7870.0,17720.0,0.72
2553,2015_16,SUNY College at Oswego,Oswego,NY,Bachelor's,NO,51.01,1103.0,545.0,555.0,24.0,7046.0,75.39,7.22,10.37,2.75,22061.0,7934.0,17784.0,0.66
2554,2015_16,SUNY College at Potsdam,Potsdam,NY,Bachelor's,NO,73.91,,,,,3595.0,65.03,10.13,12.55,1.78,21315.0,7923.0,17773.0,0.55
2555,2015_16,SUNY at Purchase College,Purchase,NY,Bachelor's,NO,40.8,1082.0,550.0,520.0,25.0,3914.0,54.73,9.89,17.83,3.53,24561.0,8267.0,18117.0,0.58
2557,2015_16,SUNY College at Old Westbury,Old Westbury,NY,Bachelor's,NO,50.09,995.0,495.0,500.0,,3998.0,30.44,30.19,21.89,10.36,18532.0,7643.0,17493.0,0.4
2558,2015_16,SUNY College at Plattsburgh,Plattsburgh,NY,Bachelor's,NO,49.69,1086.0,540.0,550.0,23.0,5272.0,68.02,7.17,10.41,2.52,21479.0,7850.0,17700.0,0.65
2559,2015_16,SUNY Downstate Health Sciences University,Brooklyn,NY,Bachelor's,NO,,,,,,347.0,45.24,21.33,10.09,15.56,,,,
2560,2015_16,SUNY Empire State College,Saratoga Springs,NY,Bachelor's,NO,,,,,,9825.0,60.14,15.91,11.69,1.82,20898.0,6985.0,16835.0,0.24
2561,2015_16,SUNY Maritime College,Throggs Neck,NY,Bachelor's,NO,68.33,1113.0,545.0,570.0,24.0,1667.0,71.33,3.6,10.8,4.62,22648.0,7809.0,17659.0,0.56
2562,2015_16,Upstate Medical University,Syracuse,NY,Bachelor's,NO,,,,,,217.0,77.42,7.83,4.61,5.53,,,,
2564,2015_16,Syracuse University,Syracuse,NY,Bachelor's,NO,48.33,1195.0,580.0,610.0,27.0,14620.0,55.46,8.36,10.6,7.78,59047.0,43318.0,43318.0,0.81
2565,2015_16,Talmudical Seminary Oholei Torah,Brooklyn,NY,Bachelor's,NO,100.0,,,,,349.0,100.0,0.0,0.0,0.0,20159.0,9300.0,9300.0,0.26
2566,2015_16,Talmudical Institute of Upstate New York,Rochester,NY,Bachelor's,NO,,,,,,9.0,88.89,0.0,0.0,0.0,13000.0,5100.0,5100.0,0.67
2570,2015_16,Torah Temimah Talmudical Seminary,Staten Island,NY,Bachelor's,NO,100.0,,,,,89.0,100.0,0.0,0.0,0.0,16628.0,10750.0,10750.0,0.12
2571,2015_16,Touro College,New York,NY,Bachelor's,NO,34.12,,,,,5965.0,62.58,16.23,8.67,3.5,24148.0,16700.0,16700.0,0.41
2573,2015_16,Excelsior College,Albany,NY,Bachelor's,NO,,,,,,39735.0,58.42,21.82,9.65,2.97,,,,
2576,2015_16,Union College,Schenectady,NY,Bachelor's,NO,38.31,,,,,2206.0,72.98,4.31,6.84,6.21,62038.0,50013.0,50013.0,0.88
2578,2015_16,United Talmudical Seminary,Brooklyn,NY,Bachelor's,NO,,,,,,2096.0,94.85,0.0,1.1,0.0,18495.0,13575.0,13575.0,0.44
2579,2015_16,United States Merchant Marine Academy,Kings Point,NY,Bachelor's,NO,21.72,1220.0,590.0,630.0,,904.0,74.78,2.77,10.07,7.41,9103.0,1107.0,1107.0,0.68
2580,2015_16,United States Military Academy,West  Point,NY,Bachelor's,NO,10.15,1287.0,630.0,660.0,29.0,4348.0,66.01,9.64,11.57,5.77,,,,0.83
2581,2015_16,Utica College,Utica,NY,Bachelor's,NO,82.9,,,,,3041.0,66.85,11.38,8.39,3.49,46704.0,34466.0,34466.0,0.42
2583,2015_16,Vassar College,Poughkeepsie,NY,Bachelor's,NO,25.73,1405.0,710.0,700.0,32.0,2414.0,59.28,4.93,11.1,11.23,63390.0,51250.0,51250.0,0.91
2584,2015_16,Villa Maria College,Buffalo,NY,Bachelor's,NO,84.76,,,,,541.0,59.33,26.06,6.65,1.48,24305.0,20260.0,20260.0,0.33
2585,2015_16,School of Visual Arts,New York,NY,Bachelor's,NO,75.33,1065.0,525.0,535.0,24.0,3581.0,34.04,6.09,5.47,14.16,52435.0,35000.0,35000.0,0.69
2586,2015_16,Wagner College,Staten Island,NY,Bachelor's,NO,68.5,,,,,1748.0,66.36,7.04,11.16,3.26,52742.0,42480.0,42480.0,0.64
2587,2015_16,Webb Institute,Glen Cove,NY,Bachelor's,NO,36.19,1442.0,700.0,760.0,32.0,91.0,76.92,0.0,0.0,10.99,62905.0,46000.0,46000.0,0.74
2588,2015_16,Wells College,Aurora,NY,Bachelor's,NO,62.7,1011.0,500.0,495.0,23.0,548.0,62.41,15.15,11.5,1.64,51038.0,37500.0,37500.0,0.46
2594,2015_16,Yeshiva Karlin Stolin,Brooklyn,NY,Bachelor's,NO,100.0,,,,,136.0,100.0,0.0,0.0,0.0,14252.0,9650.0,9650.0,0.45
2595,2015_16,Yeshivat Mikdash Melech,Brooklyn,NY,Bachelor's,NO,100.0,,,,,16.0,93.75,0.0,0.0,0.0,,8100.0,8100.0,0.13
2596,2015_16,Yeshiva Derech Chaim,Brooklyn,NY,Bachelor's,NO,62.07,,,,,95.0,92.63,0.0,0.0,0.0,17800.0,11300.0,11300.0,0.12
2597,2015_16,Yeshiva of Nitra Rabbinical College,Mount Kisco,NY,Bachelor's,NO,,,,,,220.0,98.64,0.0,0.0,0.0,15661.0,8200.0,8200.0,0.19
2598,2015_16,Yeshiva Shaar Hatorah,Kew Gardens,NY,Bachelor's,NO,80.49,,,,,66.0,100.0,0.0,0.0,0.0,17480.0,14960.0,14960.0,0.55
2599,2015_16,Yeshiva University,New York,NY,Bachelor's,NO,80.49,1229.0,630.0,620.0,27.0,2740.0,94.56,0.0,0.29,0.0,56555.0,39530.0,39530.0,0.88
2600,2015_16,Yeshivath Viznitz,Monsey,NY,Bachelor's,NO,100.0,,,,,510.0,98.04,0.0,0.0,0.0,17259.0,8600.0,8600.0,0.84
2601,2015_16,Yeshivath Zichron Moshe,South Fallsburg,NY,Bachelor's,NO,100.0,,,,,147.0,92.52,0.0,0.0,0.0,19100.0,11600.0,11600.0,0.25
2605,2015_16,Appalachian State University,Boone,NC,Bachelor's,NO,66.38,1157.0,575.0,575.0,26.0,16126.0,84.71,3.49,4.42,1.87,19359.0,6852.0,20677.0,0.71
2607,2015_16,Barton College,Wilson,NC,Bachelor's,NO,41.78,959.0,465.0,485.0,21.0,975.0,55.69,21.33,6.26,0.92,39695.0,27941.0,27941.0,0.4
2609,2015_16,Belmont Abbey College,Belmont,NC,Bachelor's,NO,67.87,1021.0,510.0,505.0,22.0,1482.0,45.07,21.79,1.35,1.15,31581.0,18500.0,18500.0,0.43
2610,2015_16,Bennett College,Greensboro,NC,Bachelor's,NO,94.86,,,,,508.0,0.2,83.07,2.95,0.0,30150.0,18150.0,18150.0,0.44
2613,2015_16,Brevard College,Brevard,NC,Bachelor's,NO,41.06,,,,,725.0,70.34,12.97,2.9,0.83,37190.0,26980.0,26980.0,0.38
2617,2015_16,Campbell University,Buies Creek,NC,Bachelor's,NO,73.5,1007.0,495.0,510.0,22.0,4401.0,61.62,17.84,7.93,2.11,45424.0,28820.0,28820.0,0.53
2621,2015_16,Catawba College,Salisbury,NC,Bachelor's,NO,31.79,990.0,490.0,500.0,21.0,1254.0,68.98,18.66,5.42,0.8,40475.0,28730.0,28730.0,0.47
2626,2015_16,Chowan University,Murfreesboro,NC,Bachelor's,NO,61.75,773.0,390.0,390.0,16.0,1514.0,16.84,71.33,3.7,0.13,33753.0,23400.0,23400.0,0.24
2631,2015_16,Davidson College,Davidson,NC,Bachelor's,NO,22.13,1355.0,675.0,675.0,31.0,1779.0,67.96,6.86,7.64,5.4,60921.0,46966.0,46966.0,0.93
2632,2015_16,Duke University,Durham,NC,Bachelor's,NO,11.42,1450.0,715.0,740.0,33.0,6501.0,46.3,9.77,7.37,21.57,63999.0,49241.0,49241.0,0.95
2634,2015_16,East Carolina University,Greenville,NC,Bachelor's,NO,69.04,1053.0,520.0,535.0,23.0,21697.0,68.68,16.0,6.31,2.83,21040.0,6580.0,22154.0,0.62
2636,2015_16,Elizabeth City State University,Elizabeth City,NC,Bachelor's,NO,69.95,844.0,415.0,425.0,18.0,1505.0,14.49,74.02,2.39,0.27,12959.0,4657.0,17010.0,0.39
2637,2015_16,Elon University,Elon,NC,Bachelor's,NO,57.2,1211.0,595.0,605.0,27.0,5903.0,81.59,5.62,5.42,2.24,45186.0,32172.0,32172.0,0.83
2639,2015_16,Fayetteville State University,Fayetteville,NC,Bachelor's,NO,60.39,870.0,425.0,435.0,19.0,5087.0,18.66,64.46,6.17,1.22,13171.0,4885.0,16493.0,0.32
2641,2015_16,Gardner-Webb University,Boiling Springs,NC,Bachelor's,NO,52.69,977.0,475.0,490.0,21.0,2626.0,66.64,17.1,3.08,1.33,39390.0,28280.0,28280.0,0.52
2643,2015_16,Greensboro College,Greensboro,NC,Bachelor's,NO,75.25,892.0,455.0,455.0,18.0,758.0,52.9,33.77,2.64,0.4,38942.0,26900.0,26900.0,0.39
2644,2015_16,Guilford College,Greensboro,NC,Bachelor's,NO,62.9,,,,,1768.0,62.5,21.95,6.56,2.55,47175.0,34090.0,34090.0,0.56
2648,2015_16,Heritage Bible College,Dunn,NC,Bachelor's,NO,,,,,,65.0,58.46,29.23,4.62,4.62,15619.0,9168.0,9168.0,0.75
2649,2015_16,High Point University,High Point,NC,Bachelor's,NO,72.49,1113.0,547.0,557.0,25.0,4362.0,79.41,5.36,4.2,1.51,46710.0,32430.0,32430.0,0.65
2652,2015_16,John Wesley University,High Point,NC,Bachelor's,NO,76.92,894.0,430.0,440.0,21.0,125.0,40.8,32.8,8.8,0.8,19621.0,10570.0,10570.0,0.29
2653,2015_16,Johnson C Smith University,Charlotte,NC,Bachelor's,NO,45.63,796.0,395.0,395.0,17.0,1371.0,0.36,78.92,4.81,0.07,32021.0,18236.0,18236.0,0.46
2655,2015_16,Lees-McRae College,Banner Elk,NC,Bachelor's,NO,66.5,,,,,1032.0,66.57,7.07,3.59,1.16,39684.0,25404.0,25404.0,0.36
2657,2015_16,Lenoir-Rhyne University,Hickory,NC,Bachelor's,NO,84.35,990.0,495.0,495.0,,1412.0,68.56,15.3,4.82,1.42,43723.0,32140.0,32140.0,0.48
2659,2015_16,Livingstone College,Salisbury,NC,Bachelor's,NO,71.27,708.0,360.0,365.0,14.0,1261.0,0.32,81.05,0.71,0.08,26721.0,17244.0,17244.0,0.24
2661,2015_16,Mars Hill University,Mars Hill,NC,Bachelor's,NO,60.96,912.0,445.0,455.0,20.0,1353.0,68.07,22.17,3.33,0.96,39413.0,29382.0,29382.0,0.34
2666,2015_16,Meredith College,Raleigh,NC,Bachelor's,NO,60.02,1036.0,510.0,515.0,23.0,1651.0,70.75,10.48,3.45,3.03,42962.0,33730.0,33730.0,0.62
2667,2015_16,Methodist University,Fayetteville,NC,Bachelor's,NO,55.94,955.0,470.0,490.0,20.0,2173.0,47.58,19.47,7.41,1.06,48331.0,30530.0,30530.0,0.36
2673,2015_16,Montreat College,Montreat,NC,Bachelor's,NO,54.38,960.0,485.0,470.0,21.0,724.0,63.54,15.75,3.31,1.52,34863.0,24220.0,24220.0,0.46
2674,2015_16,University of Mount Olive,Mount Olive,NC,Bachelor's,NO,50.53,909.0,448.0,460.0,19.0,3152.0,50.35,28.97,3.36,0.57,27143.0,18400.0,18400.0,0.39
2677,2015_16,North Carolina A & T State University,Greensboro,NC,Bachelor's,NO,60.48,910.0,450.0,460.0,19.0,9036.0,4.67,83.96,2.81,0.76,16566.0,5972.0,18732.0,0.44
2678,2015_16,University of North Carolina at Asheville,Asheville,NC,Bachelor's,NO,78.51,1159.0,590.0,565.0,26.0,3505.0,80.43,4.19,5.02,1.57,19760.0,6605.0,22219.0,0.6
2679,2015_16,University of North Carolina at Chapel Hill,Chapel Hill,NC,Bachelor's,NO,30.54,1343.0,655.0,670.0,31.0,17951.0,63.7,7.84,7.57,10.04,23940.0,8591.0,33673.0,0.9
2680,2015_16,University of North Carolina at Charlotte,Charlotte,NC,Bachelor's,NO,63.31,1093.0,540.0,555.0,24.0,22686.0,59.77,16.66,8.75,5.76,18372.0,6532.0,19703.0,0.53
2681,2015_16,University of North Carolina at Greensboro,Greensboro,NC,Bachelor's,NO,58.6,1035.0,515.0,510.0,23.0,15158.0,52.38,27.79,7.71,4.86,18357.0,6745.0,21607.0,0.56
2682,2015_16,North Carolina Central University,Durham,NC,Bachelor's,NO,65.87,879.0,435.0,440.0,19.0,5797.0,6.47,81.34,3.52,1.12,18608.0,5755.0,17793.0,0.42
2683,2015_16,University of North Carolina School of the Arts,Winston Salem,NC,Bachelor's,NO,34.39,1108.0,570.0,540.0,24.0,850.0,71.88,8.59,7.76,1.76,22072.0,8983.0,24403.0,0.65
2684,2015_16,North Carolina State University at Raleigh,Raleigh,NC,Bachelor's,NO,50.43,1264.0,610.0,635.0,29.0,22458.0,73.82,6.26,4.65,5.13,22767.0,8581.0,24932.0,0.75
2685,2015_16,North Carolina Wesleyan College,Rocky Mount,NC,Bachelor's,NO,55.45,878.0,430.0,435.0,19.0,2112.0,31.77,46.4,2.37,0.76,38340.0,28150.0,28150.0,0.23
2686,2015_16,University of North Carolina Wilmington,Wilmington,NC,Bachelor's,NO,60.96,1162.0,595.0,595.0,25.0,12971.0,78.12,4.89,6.71,2.21,21050.0,6691.0,20557.0,0.71
2688,2015_16,William Peace University,Raleigh,NC,Bachelor's,NO,50.19,868.0,435.0,435.0,18.0,1038.0,45.09,35.65,5.2,1.54,39657.0,25850.0,25850.0,0.42
2689,2015_16,University of North Carolina at Pembroke,Pembroke,NC,Bachelor's,NO,74.37,926.0,450.0,460.0,20.0,5508.0,36.56,35.75,5.54,1.6,17403.0,5564.0,16012.0,0.38
2690,2015_16,Pfeiffer University,Misenheimer,NC,Bachelor's,NO,46.53,931.0,468.0,465.0,20.0,909.0,51.93,21.34,3.08,0.66,37589.0,27125.0,27125.0,0.43
2691,2015_16,Piedmont International University,Winston-Salem,NC,Bachelor's,NO,24.2,898.0,460.0,430.0,19.0,342.0,76.9,16.08,0.88,0.0,21902.0,9580.0,9580.0,0.41
2694,2015_16,Queens University of Charlotte,Charlotte,NC,Bachelor's,NO,67.12,1064.0,525.0,520.0,24.0,1551.0,54.87,17.47,7.61,2.77,46333.0,32560.0,32560.0,0.53
2697,2015_16,Mid-Atlantic Christian University,Elizabeth City,NC,Bachelor's,NO,41.96,947.0,485.0,475.0,20.0,203.0,68.47,22.17,2.46,1.48,25796.0,13440.0,13440.0,0.38
2702,2015_16,Saint Augustine's University,Raleigh,NC,Bachelor's,NO,57.65,741.0,370.0,375.0,15.0,810.0,1.11,94.69,0.62,0.12,32030.0,17890.0,17890.0,0.34
2703,2015_16,Salem College,Winston-Salem,NC,Bachelor's,NO,62.24,1119.0,555.0,535.0,25.0,922.0,54.56,22.23,12.04,3.36,41356.0,26236.0,26236.0,0.6
2706,2015_16,Shaw University,Raleigh,NC,Bachelor's,NO,60.48,,,,,1505.0,0.53,57.94,0.27,0.07,29359.0,16580.0,16580.0,0.3
2709,2015_16,St. Andrews University,Laurinburg,NC,Bachelor's,NO,57.32,918.0,445.0,465.0,20.0,620.0,48.39,12.74,1.13,1.29,40766.0,24390.0,24390.0,0.25
2714,2015_16,Southeastern Baptist Theological Seminary,Wake Forest,NC,Bachelor's,NO,98.41,,,,,417.0,86.57,4.56,3.12,2.88,,8124.0,8124.0,0.25
2719,2015_16,Wake Forest University,Winston-Salem,NC,Bachelor's,NO,29.39,,,,,4866.0,72.11,6.37,6.58,4.52,62502.0,47682.0,47682.0,0.88
2721,2015_16,Warren Wilson College,Swannanoa,NC,Bachelor's,NO,83.81,1120.0,584.0,530.0,25.0,749.0,75.83,4.27,8.54,1.07,44717.0,32560.0,32560.0,0.52
2727,2015_16,Wingate University,Wingate,NC,Bachelor's,NO,69.81,1040.0,510.0,520.0,23.0,2015.0,65.11,15.09,3.62,1.54,39071.0,27930.0,27930.0,0.54
2728,2015_16,Carolina Christian College,Winston Salem,NC,Bachelor's,NO,,,,,,31.0,0.0,87.1,0.0,0.0,,4025.0,4025.0,0.75
2730,2015_16,Winston-Salem State University,Winston-Salem,NC,Bachelor's,NO,58.53,870.0,430.0,440.0,18.0,4647.0,15.54,72.46,3.27,0.67,17369.0,5707.0,15523.0,0.46
2731,2015_16,Western Carolina University,Cullowhee,NC,Bachelor's,NO,40.27,1032.0,515.0,520.0,22.0,8601.0,79.36,6.34,5.8,1.48,18923.0,6623.0,17016.0,0.57
2734,2015_16,Dickinson State University,Dickinson,ND,Bachelor's,NO,93.08,951.0,470.0,485.0,20.0,1134.0,76.01,4.76,6.08,0.88,14650.0,6172.0,8679.0,0.32
2738,2015_16,University of Jamestown,Jamestown,ND,Bachelor's,NO,64.99,1044.0,475.0,483.0,23.0,861.0,77.93,5.92,7.08,1.39,29844.0,19870.0,19870.0,0.45
2742,2015_16,University of Mary,Bismarck,ND,Bachelor's,NO,95.67,1066.0,525.0,520.0,23.0,1875.0,84.0,1.92,3.73,0.69,24857.0,16685.0,16685.0,0.6
2743,2015_16,Mayville State University,Mayville,ND,Bachelor's,NO,,,,,,819.0,74.6,9.52,6.59,0.12,16724.0,6380.0,8845.0,0.25
2744,2015_16,Minot State University,Minot,ND,Bachelor's,NO,56.79,999.0,468.0,480.0,22.0,2559.0,66.47,5.43,5.98,1.6,15139.0,6390.0,6390.0,0.43
2746,2015_16,University of North Dakota,Grand Forks,ND,Bachelor's,NO,81.89,1088.0,525.0,530.0,24.0,10809.0,82.54,2.41,3.05,1.57,20657.0,7965.0,18899.0,0.54
2749,2015_16,North Dakota State University-Main Campus,Fargo,ND,Bachelor's,NO,93.64,1091.0,555.0,565.0,24.0,11719.0,86.47,2.61,1.79,1.34,19198.0,8098.0,19392.0,0.54
2753,2015_16,Trinity Bible College and Graduate School,Ellendale,ND,Bachelor's,NO,42.41,926.0,425.0,450.0,20.0,186.0,74.19,8.6,6.45,0.0,25154.0,15506.0,15506.0,0.46
2756,2015_16,Valley City State University,Valley City,ND,Bachelor's,NO,86.35,961.0,426.0,419.0,21.0,974.0,81.31,4.41,5.54,0.41,16940.0,6800.0,15406.0,0.41
2758,2015_16,The Art Institute of Cincinnati-AIC College of Design,Cincinnati,OH,Bachelor's,NO,68.33,,,,,35.0,71.43,22.86,2.86,2.86,30941.0,23341.0,23341.0,0.7
2762,2015_16,University of Akron Main Campus,Akron,OH,Bachelor's,NO,96.6,1049.0,510.0,530.0,23.0,17240.0,74.23,12.23,2.43,2.27,22378.0,10509.0,19040.0,0.41
2765,2015_16,Allegheny Wesleyan College,Salem,OH,Bachelor's,NO,,,,,,63.0,98.41,0.0,0.0,0.0,11889.0,5000.0,5000.0,0.22
2768,2015_16,Art Academy of Cincinnati,Cincinnati,OH,Bachelor's,NO,22.97,963.0,475.0,455.0,21.0,198.0,79.29,9.6,4.04,2.53,36184.0,27788.0,27788.0,0.54
2770,2015_16,Ashland University,Ashland,OH,Bachelor's,NO,76.74,1045.0,500.0,500.0,23.0,3218.0,76.79,11.68,2.92,0.59,31547.0,20242.0,20242.0,0.58
2775,2015_16,Baldwin Wallace University,Berea,OH,Bachelor's,NO,60.19,,,,,3300.0,78.0,9.42,5.18,1.48,40715.0,29908.0,29908.0,0.67
2777,2015_16,Bluffton University,Bluffton,OH,Bachelor's,NO,53.57,972.0,495.0,495.0,21.0,833.0,84.63,6.36,4.08,0.12,42219.0,30168.0,30168.0,0.46
2780,2015_16,Bowling Green State University-Main Campus,Bowling Green,OH,Bachelor's,NO,72.68,1012.0,510.0,515.0,22.0,13900.0,77.53,9.83,4.12,0.69,23723.0,10796.0,18332.0,0.57
2785,2015_16,Capital University,Columbus,OH,Bachelor's,NO,71.93,1133.0,540.0,530.0,25.0,2654.0,74.68,10.14,4.14,1.09,44099.0,32830.0,32830.0,0.63
2789,2015_16,Case Western Reserve University,Cleveland,OH,Bachelor's,NO,36.27,1398.0,670.0,725.0,32.0,5039.0,51.64,4.7,5.99,20.08,59467.0,44560.0,44560.0,0.81
2790,2015_16,Cedarville University,Cedarville,OH,Bachelor's,NO,74.2,1169.0,595.0,580.0,26.0,3061.0,86.8,1.63,2.94,2.09,35309.0,27206.0,27206.0,0.72
2793,2015_16,Central State University,Wilberforce,OH,Bachelor's,NO,39.5,777.0,370.0,380.0,16.0,1785.0,1.4,94.96,0.73,0.11,17907.0,6246.0,13928.0,0.19
2797,2015_16,Cincinnati Christian University,Cincinnati,OH,Bachelor's,NO,95.15,1005.0,528.0,508.0,21.0,565.0,74.51,16.46,1.95,1.42,27707.0,15966.0,15966.0,0.31
2799,2015_16,University of Cincinnati-Main Campus,Cincinnati,OH,Bachelor's,NO,75.88,1165.0,570.0,595.0,26.0,24066.0,74.76,7.35,2.93,3.15,26370.0,11000.0,26334.0,0.62
2803,2015_16,Ohio Christian University,Circleville,OH,Bachelor's,NO,,,,,,3485.0,47.4,29.81,2.18,0.43,22274.0,18840.0,18840.0,0.33
2806,2015_16,Cleveland Institute of Art,Cleveland,OH,Bachelor's,NO,64.91,1083.0,550.0,530.0,24.0,600.0,68.67,8.5,4.67,3.67,53431.0,38487.0,38487.0,0.68
2808,2015_16,Cleveland Institute of Music,Cleveland,OH,Bachelor's,NO,46.83,,,,,239.0,8.79,0.42,0.42,1.26,62786.0,47565.0,47565.0,0.8
2809,2015_16,Cleveland State University,Cleveland,OH,Bachelor's,NO,88.04,1028.0,505.0,515.0,22.0,11658.0,63.76,17.39,5.16,3.11,21932.0,9696.0,12938.0,0.39
2812,2015_16,Columbus College of Art and Design,Columbus,OH,Bachelor's,NO,76.62,,,,,1107.0,66.21,9.67,5.06,3.61,41230.0,32710.0,32710.0,0.6
2817,2015_16,University of Dayton,Dayton,OH,Bachelor's,NO,57.52,1187.0,565.0,575.0,27.0,8556.0,78.25,2.93,3.27,1.27,51320.0,39090.0,39090.0,0.79
2818,2015_16,Defiance College,Defiance,OH,Bachelor's,NO,65.21,984.0,428.0,448.0,22.0,658.0,79.94,7.9,6.38,0.61,42239.0,31082.0,31082.0,0.41
2819,2015_16,Denison University,Granville,OH,Bachelor's,NO,47.89,,,,,2254.0,66.15,6.65,10.03,3.9,58620.0,47290.0,47290.0,0.8
2824,2015_16,The University of Findlay,Findlay,OH,Bachelor's,NO,75.89,1047.0,515.0,475.0,23.0,2882.0,79.88,3.99,2.08,1.01,41312.0,31508.0,31508.0,0.56
2825,2015_16,Franklin University,Columbus,OH,Bachelor's,NO,,,,,,4049.0,67.7,19.07,2.89,2.17,30773.0,11641.0,11641.0,0.06
2827,2015_16,Gods Bible School and College,Cincinnati,OH,Bachelor's,NO,,,,,,244.0,81.97,3.69,3.28,0.82,15171.0,7040.0,7040.0,0.46
2833,2015_16,Heidelberg University,Tiffin,OH,Bachelor's,NO,78.9,1033.0,520.0,535.0,22.0,1011.0,76.36,7.02,1.98,1.09,38917.0,28500.0,28500.0,0.39
2834,2015_16,Hiram College,Hiram,OH,Bachelor's,NO,57.62,1071.0,520.0,504.0,24.0,1063.0,68.11,17.5,3.95,1.13,42723.0,31530.0,31530.0,0.6
2842,2015_16,John Carroll University,University Heights,OH,Bachelor's,NO,82.02,1127.0,540.0,550.0,25.0,3064.0,85.67,4.5,3.2,1.63,48728.0,37180.0,37180.0,0.73
2851,2015_16,Kent State University at Kent,Kent,OH,Bachelor's,NO,84.76,1067.0,530.0,525.0,23.0,22779.0,74.78,8.8,3.18,1.37,24602.0,10012.0,18212.0,0.56
2853,2015_16,Kenyon College,Gambier,OH,Bachelor's,NO,25.63,1335.0,680.0,650.0,30.0,1698.0,73.03,4.0,6.71,4.24,62160.0,49140.0,49140.0,0.87
2854,2015_16,Kettering College,Kettering,OH,Bachelor's,NO,100.0,,,,,632.0,85.76,4.43,2.85,3.48,21750.0,10944.0,10944.0,0.43
2855,2015_16,Lake Erie College,Painesville,OH,Bachelor's,NO,56.31,989.0,490.0,495.0,21.0,788.0,77.41,10.03,2.41,0.38,40902.0,29162.0,29162.0,0.5
2862,2015_16,Lourdes University,Sylvania,OH,Bachelor's,NO,69.22,983.0,440.0,480.0,21.0,1171.0,73.78,12.98,7.09,0.26,30085.0,19370.0,19370.0,0.27
2863,2015_16,Malone University,Canton,OH,Bachelor's,NO,68.84,1029.0,521.0,504.0,22.0,1293.0,84.15,8.58,2.47,0.77,37581.0,27960.0,27960.0,0.57
2864,2015_16,Marietta College,Marietta,OH,Bachelor's,NO,72.02,1100.0,540.0,545.0,24.0,1215.0,70.12,5.51,2.47,1.07,45066.0,34300.0,34300.0,0.66
2869,2015_16,Miami University-Hamilton,Hamilton,OH,Bachelor's,NO,,,,,,2834.0,78.44,9.6,3.49,1.94,14042.0,5173.0,14737.0,0.27
2870,2015_16,Miami University-Middletown,Middletown,OH,Bachelor's,NO,,,,,,1489.0,79.05,6.11,2.28,1.34,14849.0,5173.0,14737.0,0.22
2871,2015_16,Miami University-Oxford,Oxford,OH,Bachelor's,NO,65.49,1259.0,600.0,640.0,28.0,15975.0,77.45,3.02,3.93,2.12,29423.0,14287.0,30987.0,0.8
