,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
43,2019_20,Samford University,Birmingham,AL,Bachelor's,NO,83.31,1223.0,595.0,565.0,26.0,3585.0,85.02,6.67,3.26,1.03,47863.0,32850.0,32850.0,0.76
44,2019_20,Selma University,Selma,AL,Bachelor's,NO,,,,,,310.0,1.61,97.42,0.97,0.0,12510.0,7280.0,7280.0,0.02
47,2019_20,University of South Alabama,Mobile,AL,Bachelor's,NO,78.69,1166.0,570.0,555.0,24.0,9380.0,61.09,22.13,4.13,3.17,20792.0,8396.0,16292.0,0.46
48,2019_20,Spring Hill College,Mobile,AL,Bachelor's,NO,49.78,1131.0,560.0,553.0,23.0,1156.0,67.91,14.1,3.63,1.3,55695.0,40648.0,40648.0,0.56
49,2019_20,Stillman College,Tuscaloosa,AL,Bachelor's,NO,32.96,,,,,830.0,4.22,85.78,0.0,0.12,25413.0,11292.0,11292.0,0.27
50,2019_20,Talladega College,Talladega,AL,Bachelor's,NO,,,,,,1169.0,2.4,88.37,3.59,0.0,23745.0,13846.0,13846.0,0.34
52,2019_20,Troy University,Troy,AL,Bachelor's,NO,87.57,1079.0,510.0,500.0,21.0,12595.0,52.6,30.86,3.98,0.76,19545.0,8908.0,16708.0,0.47
53,2019_20,Tuskegee University,Tuskegee,AL,Bachelor's,NO,51.73,1029.0,509.0,480.0,21.0,2394.0,0.42,88.85,1.21,0.79,39383.0,22614.0,22614.0,0.52
54,2019_20,United States Sports Academy,Daphne,AL,Bachelor's,NO,,,,,,211.0,61.61,16.11,10.9,0.95,,,,
56,2019_20,University of Alaska Anchorage,Anchorage,AK,Bachelor's,NO,82.96,,,,,9257.0,52.49,3.26,9.45,8.08,20010.0,8103.0,28084.0,0.29
57,2019_20,Alaska Bible College,Palmer,AK,Bachelor's,NO,,,,,,30.0,80.0,3.33,3.33,3.33,19851.0,9700.0,9700.0,0.4
58,2019_20,University of Alaska Fairbanks,Fairbanks,AK,Bachelor's,NO,75.99,1121.0,585.0,570.0,21.0,4410.0,49.93,3.61,8.64,1.88,18558.0,7080.0,21216.0,0.35
60,2019_20,Alaska Pacific University,Anchorage,AK,Bachelor's,NO,89.24,,,,,318.0,37.11,3.14,7.55,2.2,34315.0,20760.0,20760.0,0.45
70,2019_20,Arizona State University Campus Immersion,Tempe,AZ,Bachelor's,NO,86.47,1230.0,615.0,625.0,25.0,44038.0,49.27,3.83,22.66,8.53,26296.0,11338.0,29428.0,0.63
72,2019_20,University of Arizona,Tucson,AZ,Bachelor's,NO,84.59,1228.0,615.0,620.0,25.0,33715.0,49.77,3.86,27.09,5.32,27417.0,12711.0,36718.0,0.65
73,2019_20,Southwest University of Visual Arts-Tucson,Tucson,AZ,Bachelor's,NO,,,,,,92.0,36.96,4.35,48.91,2.17,35177.0,23069.0,23069.0,0.17
81,2019_20,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,Bachelor's,NO,65.7,,,,,2885.0,62.22,1.49,13.59,5.65,53046.0,36708.0,36708.0,0.69
84,2019_20,Grand Canyon University,Phoenix,AZ,Bachelor's,NO,76.94,,,,,57629.0,47.91,16.04,21.65,3.13,31213.0,17800.0,17800.0,0.41
90,2019_20,Northern Arizona University,Flagstaff,AZ,Bachelor's,NO,84.89,,,,,26135.0,54.85,3.19,25.32,2.17,27129.0,11896.0,26516.0,0.57
92,2019_20,Ottawa University-Phoenix,Phoenix,AZ,Bachelor's,NO,,,,,,383.0,54.05,10.18,27.15,1.83,,,,
97,2019_20,Prescott College,Prescott,AZ,Bachelor's,NO,97.41,,,,,465.0,69.03,2.8,4.73,1.29,43039.0,32553.0,32553.0,0.32
103,2019_20,Arizona Christian University,Glendale,AZ,Bachelor's,NO,67.93,982.0,500.0,485.0,18.0,803.0,45.58,14.94,23.91,1.37,39360.0,27890.0,27890.0,0.5
107,2019_20,University of Arkansas at Little Rock,Little Rock,AR,Bachelor's,NO,65.82,1120.0,,,22.0,5900.0,48.64,27.19,4.39,2.2,21590.0,9544.0,21754.0,0.43
108,2019_20,University of Arkansas for Medical Sciences,Little Rock,AR,Bachelor's,NO,,,,,,649.0,69.03,10.32,7.24,3.08,,,,
109,2019_20,Arkansas Baptist College,Little Rock,AR,Bachelor's,NO,,,,,,531.0,13.94,78.53,1.51,0.19,21955.0,8760.0,8760.0,0.08
112,2019_20,Lyon College,Batesville,AR,Bachelor's,NO,44.4,1165.0,570.0,550.0,24.0,650.0,54.62,9.38,6.31,4.62,40422.0,29140.0,29140.0,0.54
115,2019_20,University of Arkansas,Fayetteville,AR,Bachelor's,NO,77.09,1253.0,610.0,600.0,27.0,22766.0,75.57,3.98,9.3,2.55,23390.0,9384.0,25872.0,0.66
116,2019_20,University of Arkansas at Pine Bluff,Pine Bluff,AR,Bachelor's,NO,43.94,978.0,485.0,485.0,18.0,2333.0,2.87,90.23,2.31,0.39,19108.0,8248.0,14908.0,0.33
118,2019_20,Arkansas State University,Jonesboro,AR,Bachelor's,NO,79.91,1188.0,560.0,557.0,24.0,8159.0,73.97,13.4,3.7,0.88,21756.0,8900.0,15860.0,0.53
119,2019_20,Arkansas Tech University,Russellville,AR,Bachelor's,NO,94.74,,,,,7930.0,74.38,7.86,7.87,1.34,18358.0,7668.0,13236.0,0.38
124,2019_20,University of Central Arkansas,Conway,AR,Bachelor's,NO,90.42,1187.0,535.0,525.0,24.0,8557.0,66.45,16.2,5.82,2.24,22041.0,9188.0,15998.0,0.43
125,2019_20,Central Baptist College,Conway,AR,Bachelor's,NO,40.0,1027.0,469.0,492.0,20.0,600.0,68.67,15.5,5.67,0.5,26290.0,16650.0,16650.0,0.26
127,2019_20,Crowley's Ridge College,Paragould,AR,Bachelor's,NO,,,,,,162.0,82.1,13.58,1.23,1.23,21793.0,14500.0,14500.0,0.22
133,2019_20,Harding University,Searcy,AR,Bachelor's,NO,61.34,1204.0,590.0,575.0,25.0,3749.0,80.9,4.72,3.84,0.88,30490.0,20735.0,20735.0,0.69
134,2019_20,Henderson State University,Arkadelphia,AR,Bachelor's,NO,75.64,1102.0,524.0,521.0,22.0,2965.0,64.05,19.97,5.9,1.11,20560.0,8902.0,10612.0,0.39
135,2019_20,Hendrix College,Conway,AR,Bachelor's,NO,69.96,1324.0,635.0,620.0,29.0,1104.0,60.78,6.97,6.61,3.17,62983.0,47600.0,47600.0,0.71
138,2019_20,John Brown University,Siloam Springs,AR,Bachelor's,NO,75.77,1237.0,590.0,570.0,26.0,1447.0,73.74,1.66,7.81,1.24,39802.0,27668.0,27668.0,0.72
146,2019_20,Ouachita Baptist University,Arkadelphia,AR,Bachelor's,NO,61.43,1194.0,580.0,575.0,25.0,1524.0,80.38,7.22,5.84,0.79,38590.0,27900.0,27900.0,0.63
149,2019_20,University of the Ozarks,Clarksville,AR,Bachelor's,NO,50.19,1046.0,480.0,480.0,21.0,812.0,43.84,6.77,11.45,0.86,33866.0,25950.0,25950.0,0.53
151,2019_20,Philander Smith College,Little Rock,AR,Bachelor's,NO,,,,,,996.0,0.3,92.17,1.0,0.1,26302.0,13014.0,13014.0,0.44
161,2019_20,Williams Baptist University,Walnut Ridge,AR,Bachelor's,NO,58.78,1062.0,450.0,520.0,21.0,512.0,72.85,13.09,4.1,0.0,28664.0,18060.0,18060.0,0.39
163,2019_20,Southern Arkansas University Main Campus,Magnolia,AR,Bachelor's,NO,65.06,1085.0,529.0,538.0,21.0,3164.0,65.96,24.05,4.58,0.66,22579.0,9080.0,13580.0,0.44
166,2019_20,University of Arkansas-Fort Smith,Fort Smith,AR,Bachelor's,NO,,,,,,4883.0,64.24,3.67,13.78,5.28,16391.0,5754.0,13026.0,0.35
167,2019_20,Academy of Art University,San Francisco,CA,Bachelor's,NO,,,,,,6570.0,15.11,6.32,10.82,5.28,41945.0,23412.0,23412.0,0.45
180,2019_20,Art Center College of Design,Pasadena,CA,Bachelor's,NO,70.84,,,,,2034.0,12.44,1.38,9.88,33.28,64316.0,44932.0,44932.0,0.69
183,2019_20,Azusa Pacific University,Azusa,CA,Bachelor's,NO,67.48,1146.0,575.0,570.0,23.0,5128.0,35.69,6.14,34.03,10.0,53117.0,40220.0,40220.0,0.68
187,2019_20,Bethesda University,Anaheim,CA,Bachelor's,NO,,,,,,258.0,6.59,12.02,13.18,13.95,22018.0,8095.0,8095.0,0.26
188,2019_20,Biola University,La Mirada,CA,Bachelor's,NO,69.85,1198.0,605.0,590.0,25.0,4031.0,45.42,2.75,20.74,15.06,55950.0,41976.0,41976.0,0.74
192,2019_20,California Institute of Integral Studies,San Francisco,CA,Bachelor's,NO,,,,,,69.0,59.42,8.7,17.39,4.35,,,,
194,2019_20,California Baptist University,Riverside,CA,Bachelor's,NO,78.28,1096.0,555.0,545.0,21.0,8170.0,38.53,6.38,36.38,5.96,46261.0,34882.0,34882.0,0.63
195,2019_20,California College of the Arts,San Francisco,CA,Bachelor's,NO,85.03,,,,,1455.0,19.31,4.05,14.02,14.36,66348.0,51092.0,51092.0,0.64
197,2019_20,California Institute of Technology,Pasadena,CA,Bachelor's,NO,6.42,1557.0,750.0,795.0,36.0,938.0,26.97,1.71,17.16,36.57,72084.0,54600.0,54600.0,0.94
198,2019_20,California Lutheran University,Thousand Oaks,CA,Bachelor's,NO,71.42,1168.0,585.0,575.0,24.0,3077.0,40.88,3.7,37.18,4.81,58375.0,44382.0,44382.0,0.68
199,2019_20,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,Bachelor's,NO,28.42,1342.0,660.0,680.0,29.0,20453.0,53.64,0.84,17.57,13.65,28302.0,9943.0,23833.0,0.82
201,2019_20,California State University-Bakersfield,Bakersfield,CA,Bachelor's,NO,80.71,,,,,9750.0,14.63,4.61,59.51,6.19,16660.0,7419.0,19299.0,0.43
202,2019_20,California State University-Stanislaus,Turlock,CA,Bachelor's,NO,89.29,,,,,9686.0,19.57,2.25,56.39,9.15,16549.0,7542.0,19422.0,0.59
203,2019_20,California State University-San Bernardino,San Bernardino,CA,Bachelor's,NO,68.56,985.0,505.0,495.0,17.0,17963.0,10.72,4.64,67.19,5.0,18313.0,6885.0,18765.0,0.55
204,2019_20,California State Polytechnic University-Pomona,Pomona,CA,Bachelor's,NO,54.59,1143.0,560.0,580.0,23.0,26373.0,14.97,3.35,47.25,21.52,21967.0,7396.0,19276.0,0.69
205,2019_20,California State University-Chico,Chico,CA,Bachelor's,NO,72.33,1089.0,550.0,540.0,21.0,16044.0,43.13,2.79,34.55,5.6,23888.0,7806.0,19686.0,0.67
206,2019_20,California State University-Dominguez Hills,Carson,CA,Bachelor's,NO,77.0,,,,,15328.0,5.41,10.51,66.07,7.45,14951.0,6946.0,18826.0,0.44
207,2019_20,California State University-Fresno,Fresno,CA,Bachelor's,NO,57.94,1030.0,520.0,515.0,19.0,21156.0,17.92,2.63,54.55,12.72,16494.0,6589.0,18469.0,0.56
208,2019_20,California State University-Fullerton,Fullerton,CA,Bachelor's,NO,52.69,1113.0,555.0,560.0,22.0,35087.0,17.99,1.88,45.81,20.98,17568.0,6924.0,18804.0,0.69
209,2019_20,California State University-East Bay,Hayward,CA,Bachelor's,NO,76.18,,,,,13104.0,14.8,9.95,36.49,22.66,21495.0,7000.0,18880.0,0.5
210,2019_20,California State University-Long Beach,Long Beach,CA,Bachelor's,NO,39.27,1146.0,570.0,575.0,23.0,32900.0,16.81,3.73,44.36,21.04,19239.0,6834.0,18714.0,0.74
211,2019_20,California State University-Los Angeles,Los Angeles,CA,Bachelor's,NO,47.81,979.0,495.0,490.0,18.0,22743.0,4.59,3.14,69.72,12.48,14728.0,6768.0,18648.0,0.52
212,2019_20,California State University-Northridge,Northridge,CA,Bachelor's,NO,59.34,1019.0,515.0,505.0,19.0,34713.0,20.36,4.81,51.5,9.44,19301.0,6977.0,18857.0,0.55
213,2019_20,California State University-Sacramento,Sacramento,CA,Bachelor's,NO,82.26,1035.0,520.0,520.0,19.0,28718.0,25.12,6.04,34.54,19.38,20173.0,7368.0,19248.0,0.55
214,2019_20,University of California-Berkeley,Berkeley,CA,Bachelor's,NO,16.25,1449.0,695.0,735.0,33.0,31345.0,23.96,1.91,16.09,35.53,37852.0,14253.0,44007.0,0.93
215,2019_20,University of California-Davis,Davis,CA,Bachelor's,NO,38.87,1298.0,630.0,660.0,28.0,30962.0,23.03,2.12,23.17,27.64,34752.0,14495.0,44249.0,0.87
216,2019_20,University of California-Irvine,Irvine,CA,Bachelor's,NO,26.54,1306.0,620.0,675.0,29.0,30367.0,13.3,1.99,25.72,36.06,33325.0,13727.0,43481.0,0.84
217,2019_20,University of California-Los Angeles,Los Angeles,CA,Bachelor's,NO,12.32,1429.0,695.0,720.0,32.0,31537.0,26.4,3.37,22.39,27.87,34366.0,13240.0,42994.0,0.92
218,2019_20,University of California-Riverside,Riverside,CA,Bachelor's,NO,56.52,1239.0,610.0,620.0,27.0,22015.0,11.49,3.67,41.29,34.17,33368.0,13853.0,43607.0,0.76
219,2019_20,University of California-San Diego,La Jolla,CA,Bachelor's,NO,31.48,1375.0,665.0,705.0,30.0,30789.0,19.36,1.69,21.81,33.0,32434.0,14415.0,44169.0,0.87
221,2019_20,University of California-Santa Barbara,Santa Barbara,CA,Bachelor's,NO,29.56,1370.0,665.0,690.0,31.0,23337.0,30.03,1.97,24.98,17.29,36319.0,14391.0,44145.0,0.83
222,2019_20,University of California-Santa Cruz,Santa Cruz,CA,Bachelor's,NO,51.31,1306.0,635.0,655.0,29.0,17517.0,31.07,1.75,26.29,21.89,36115.0,13991.0,43745.0,0.75
223,2019_20,Sofia University,Palo Alto,CA,Bachelor's,NO,,,,,,8.0,37.5,12.5,25.0,0.0,,,,
228,2019_20,California Institute of the Arts,Valencia,CA,Bachelor's,NO,25.28,,,,,1015.0,40.59,4.04,13.4,10.64,71382.0,51466.0,51466.0,0.61
229,2019_20,California State University Maritime Academy,Vallejo,CA,Bachelor's,NO,76.21,,,,,911.0,45.44,2.96,22.39,10.1,27259.0,7116.0,18996.0,0.67
245,2019_20,Chapman University,Orange,CA,Bachelor's,NO,55.65,1296.0,640.0,645.0,28.0,7294.0,51.51,1.69,16.12,14.29,72079.0,54924.0,54924.0,0.81
247,2019_20,Concordia University-Irvine,Irvine,CA,Bachelor's,NO,70.81,1100.0,545.0,555.0,22.0,1723.0,48.29,4.12,25.3,9.69,50332.0,36740.0,36740.0,0.63
248,2019_20,San Diego Christian College,Santee,CA,Bachelor's,NO,55.26,1050.0,535.0,515.0,20.0,469.0,40.09,10.87,33.05,2.77,47220.0,32346.0,32346.0,0.53
255,2019_20,Claremont McKenna College,Claremont,CA,Bachelor's,NO,10.3,1449.0,700.0,735.0,33.0,1335.0,41.2,4.42,15.36,11.54,73810.0,56475.0,56475.0,0.91
259,2019_20,Cogswell University of Silicon Valley,San Jose,CA,Bachelor's,NO,49.34,,,,,541.0,28.1,7.76,21.81,21.63,35151.0,20800.0,20800.0,0.55
263,2019_20,Columbia College Hollywood,Tarzana,CA,Bachelor's,NO,,,,,,870.0,37.36,17.82,23.45,4.48,36596.0,24495.0,24495.0,0.49
275,2019_20,Design Institute of San Diego,San Diego,CA,Bachelor's,NO,86.67,,,,,121.0,51.24,7.44,21.49,7.44,37413.0,25649.0,25649.0,0.56
277,2019_20,Dominican University of California,San Rafael,CA,Bachelor's,NO,91.34,1127.0,565.0,560.0,23.0,1444.0,28.95,4.92,25.55,27.35,64877.0,46940.0,46940.0,0.7
295,2019_20,Fresno Pacific University,Fresno,CA,Bachelor's,NO,66.08,1042.0,525.0,515.0,20.0,2872.0,25.49,5.22,56.34,4.21,43780.0,32950.0,32950.0,0.67
302,2019_20,Golden Gate University-San Francisco,San Francisco,CA,Bachelor's,NO,,,,,,487.0,28.54,12.94,22.18,12.73,,,,
308,2019_20,Harvey Mudd College,Claremont,CA,Bachelor's,NO,13.67,1526.0,740.0,790.0,34.0,893.0,30.68,4.03,19.6,19.71,76953.0,58660.0,58660.0,0.92
310,2019_20,Holy Names University,Oakland,CA,Bachelor's,NO,63.25,851.0,305.0,495.0,20.0,668.0,15.12,17.07,40.12,10.93,56509.0,40102.0,40102.0,0.48
312,2019_20,Humboldt State University,Arcata,CA,Bachelor's,NO,92.17,1085.0,550.0,535.0,21.0,6559.0,43.7,3.32,34.65,2.76,24497.0,7864.0,19744.0,0.49
313,2019_20,Humphreys University-Stockton and Modesto Campuses,Stockton,CA,Bachelor's,NO,,,,,,309.0,19.09,8.41,31.07,8.41,24673.0,14580.0,14580.0,0.44
320,2019_20,John F. Kennedy University,Pleasant Hill,CA,Bachelor's,NO,100.0,,,,,373.0,36.73,18.77,6.43,3.75,,8500.0,8500.0,
321,2019_20,American Jewish University,Los Angeles,CA,Bachelor's,NO,,,,,,33.0,57.58,0.0,0.0,0.0,,,,1.0
323,2019_20,Life Pacific University,San Dimas,CA,Bachelor's,NO,91.37,991.0,516.0,485.0,17.0,451.0,39.69,4.21,40.8,2.22,28917.0,16592.0,16592.0,0.45
324,2019_20,University of La Verne,La Verne,CA,Bachelor's,NO,54.82,1113.0,560.0,555.0,22.0,4516.0,20.33,5.69,55.65,4.65,58014.0,44550.0,44550.0,0.73
325,2019_20,Laguna College of Art and Design,Laguna Beach,CA,Bachelor's,NO,80.97,,,,,784.0,48.21,2.42,21.56,16.58,49066.0,31600.0,31600.0,0.57
331,2019_20,Lincoln University,Oakland,CA,Bachelor's,NO,,,,,,95.0,10.53,7.37,3.16,15.79,,11230.0,11230.0,0.78
332,2019_20,Southern California Seminary,El Cajon,CA,Bachelor's,NO,,,,,,43.0,55.81,13.95,18.6,2.33,36213.0,16884.0,16884.0,0.0
333,2019_20,La Sierra University,Riverside,CA,Bachelor's,NO,55.2,1034.0,520.0,510.0,20.0,1592.0,11.49,7.29,50.57,16.39,46672.0,33570.0,33570.0,0.47
334,2019_20,Loma Linda University,Loma Linda,CA,Bachelor's,NO,,,,,,1058.0,27.22,5.39,34.78,24.29,,,,
342,2019_20,The Master's University and Seminary,Santa Clarita,CA,Bachelor's,NO,67.12,,,,,1134.0,64.37,3.62,8.91,3.26,40402.0,25350.0,25350.0,0.7
347,2019_20,Loyola Marymount University,Los Angeles,CA,Bachelor's,NO,43.84,1331.0,660.0,660.0,29.0,6638.0,43.01,6.76,22.67,9.69,67017.0,50683.0,50683.0,0.8
354,2019_20,Marymount California University,Rancho Palos Verdes,CA,Bachelor's,NO,,,,,,602.0,21.1,6.98,43.85,4.82,53206.0,36134.0,36134.0,0.33
356,2019_20,Menlo College,Atherton,CA,Bachelor's,NO,62.72,,,,,833.0,21.01,7.32,26.41,7.32,59469.0,44305.0,44305.0,0.58
359,2019_20,Mills College,Oakland,CA,Bachelor's,NO,75.85,1162.0,590.0,558.0,24.0,699.0,36.62,9.87,32.9,8.44,46493.0,30877.0,30877.0,0.57
365,2019_20,Middlebury Institute of International Studies at Monterey,Monterey,CA,Bachelor's,NO,,,,,,8.0,50.0,0.0,12.5,0.0,,,,
369,2019_20,Mount Saint Mary's University,Los Angeles,CA,Bachelor's,NO,89.65,1044.0,530.0,515.0,20.0,2227.0,8.22,7.18,59.41,14.95,56275.0,42792.0,42792.0,0.65
374,2019_20,National University,La Jolla,CA,Bachelor's,NO,89.47,960.0,485.0,475.0,,6791.0,34.13,8.42,28.2,8.19,,13320.0,13320.0,0.29
376,2019_20,Newschool of Architecture and Design,San Diego,CA,Bachelor's,NO,98.36,,,,,394.0,25.13,2.54,34.01,8.88,48724.0,28386.0,28386.0,0.43
382,2019_20,Notre Dame de Namur University,Belmont,CA,Bachelor's,NO,99.94,989.0,500.0,485.0,19.0,795.0,17.61,5.41,46.79,10.44,55099.0,36596.0,36596.0,0.52
383,2019_20,Occidental College,Los Angeles,CA,Bachelor's,NO,36.69,1386.0,690.0,700.0,30.0,1970.0,48.83,4.16,14.26,15.53,74132.0,56576.0,56576.0,0.86
386,2019_20,Otis College of Art and Design,Los Angeles,CA,Bachelor's,NO,78.17,1250.0,,,26.0,1120.0,22.86,4.73,16.43,21.34,64291.0,48380.0,48380.0,0.66
388,2019_20,Hope International University,Fullerton,CA,Bachelor's,NO,36.79,1001.0,490.0,500.0,20.0,633.0,34.76,7.74,29.23,4.42,43853.0,33400.0,33400.0,0.54
390,2019_20,Palo Alto University,Palo Alto,CA,Bachelor's,NO,,,,,,68.0,19.12,7.35,17.65,25.0,,,,
391,2019_20,Pacific Oaks College,Pasadena,CA,Bachelor's,NO,5.11,,,,,494.0,19.23,11.74,55.67,4.45,,13688.0,13688.0,
393,2019_20,Pacific States University,Los Angeles,CA,Bachelor's,NO,,,,,,3.0,0.0,0.0,0.0,33.33,,17100.0,17100.0,0.5
394,2019_20,Pacific Union College,Angwin,CA,Bachelor's,NO,53.32,1067.0,535.0,525.0,21.0,889.0,22.16,5.06,27.11,22.72,43382.0,30813.0,30813.0,0.57
395,2019_20,University of the Pacific,Stockton,CA,Bachelor's,NO,65.61,1251.0,605.0,635.0,27.0,3585.0,22.79,3.21,21.2,38.41,63482.0,49588.0,49588.0,0.71
399,2019_20,Pepperdine University,Malibu,CA,Bachelor's,NO,31.72,1349.0,655.0,685.0,30.0,3581.0,48.81,4.64,13.68,11.2,73002.0,55892.0,55892.0,0.86
400,2019_20,Pitzer College,Claremont,CA,Bachelor's,NO,13.7,,,,,1086.0,48.99,5.89,14.36,9.58,73300.0,56018.0,56018.0,0.85
402,2019_20,Point Loma Nazarene University,San Diego,CA,Bachelor's,NO,73.66,1242.0,615.0,610.0,27.0,3195.0,53.02,1.6,26.17,7.23,50979.0,36950.0,36950.0,0.75
403,2019_20,Pomona College,Claremont,CA,Bachelor's,NO,7.4,1480.0,720.0,745.0,34.0,1610.0,33.98,9.88,17.52,16.27,71906.0,54762.0,54762.0,0.93
409,2019_20,University of Redlands,Redlands,CA,Bachelor's,NO,76.41,1186.0,590.0,580.0,26.0,2965.0,39.06,3.68,36.63,5.6,66962.0,50980.0,50980.0,0.76
419,2019_20,Samuel Merritt University,Oakland,CA,Bachelor's,NO,,,,,,708.0,30.37,7.49,20.9,29.1,,,,
423,2019_20,San Diego State University,San Diego,CA,Bachelor's,NO,34.13,1221.0,605.0,610.0,26.0,30347.0,34.15,4.09,32.1,13.22,23054.0,7510.0,19390.0,0.73
424,2019_20,University of San Diego,San Diego,CA,Bachelor's,NO,48.69,1299.0,640.0,640.0,29.0,5820.0,50.14,3.23,21.1,6.92,66818.0,51186.0,51186.0,0.81
425,2019_20,San Francisco Art Institute,San Francisco,CA,Bachelor's,NO,90.33,,,,,210.0,37.14,3.81,15.24,5.71,71486.0,46614.0,46614.0,0.46
426,2019_20,San Francisco Conservatory of Music,San Francisco,CA,Bachelor's,NO,47.58,,,,,233.0,40.34,3.86,3.0,11.16,66900.0,47560.0,47560.0,0.61
427,2019_20,San Francisco State University,San Francisco,CA,Bachelor's,NO,67.3,1046.0,525.0,520.0,20.0,25126.0,16.7,5.71,34.94,25.7,24839.0,7266.0,19146.0,0.57
429,2019_20,University of San Francisco,San Francisco,CA,Bachelor's,NO,64.42,1236.0,615.0,615.0,26.0,6510.0,25.22,4.78,21.58,24.38,67416.0,50282.0,50282.0,0.75
433,2019_20,William Jessup University,Rocklin,CA,Bachelor's,NO,65.03,1085.0,545.0,535.0,22.0,1246.0,52.09,5.54,20.39,4.9,48426.0,34950.0,34950.0,0.64
