,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
1248,2019_20,University of Kentucky,Lexington,KY,Bachelor's,NO,95.85,1227.0,595.0,600.0,26.0,21864.0,75.36,7.19,5.2,2.84,29289.0,12360.0,30680.0,0.66
1249,2019_20,Kentucky Christian University,Grayson,KY,Bachelor's,NO,40.35,1004.0,455.0,461.0,19.0,539.0,66.6,17.63,5.75,0.19,32896.0,20596.0,20596.0,0.35
1251,2019_20,Lindsey Wilson College,Columbia,KY,Bachelor's,NO,,,,,,1914.0,64.94,9.35,0.68,0.47,38168.0,25350.0,25350.0,0.38
1252,2019_20,University of Louisville,Louisville,KY,Bachelor's,NO,69.28,1226.0,590.0,590.0,26.0,14303.0,70.33,12.07,5.55,4.24,27604.0,11928.0,27954.0,0.59
1256,2019_20,Midway University,Midway,KY,Bachelor's,NO,59.64,1078.0,535.0,510.0,21.0,1117.0,74.49,8.42,6.98,0.63,40606.0,24850.0,24850.0,0.44
1257,2019_20,Morehead State University,Morehead,KY,Bachelor's,NO,77.6,1147.0,542.0,544.0,23.0,5877.0,89.03,3.62,1.89,0.41,21987.0,9290.0,13876.0,0.46
1258,2019_20,Murray State University,Murray,KY,Bachelor's,NO,82.39,1195.0,580.0,563.0,25.0,6796.0,81.75,6.25,2.27,0.69,20742.0,9168.0,24792.0,0.55
1260,2019_20,Northern Kentucky University,Highland Heights,KY,Bachelor's,NO,90.18,1148.0,555.0,575.0,23.0,9882.0,80.36,7.36,3.7,1.39,17888.0,10296.0,20256.0,0.46
1262,2019_20,University of Pikeville,Pikeville,KY,Bachelor's,NO,,,,,,1104.0,82.88,12.5,1.27,0.54,36311.0,21550.0,21550.0,0.28
1270,2019_20,The Southern Baptist Theological Seminary,Louisville,KY,Bachelor's,NO,68.0,1136.0,589.0,550.0,23.0,799.0,86.98,1.88,1.38,2.13,,20796.0,20796.0,0.34
1271,2019_20,Spalding University,Louisville,KY,Bachelor's,NO,79.32,1035.0,505.0,535.0,20.0,874.0,66.59,17.51,6.06,1.6,37193.0,25200.0,25200.0,0.4
1273,2019_20,Thomas More University,Crestview Hills,KY,Bachelor's,NO,90.58,1116.0,540.0,535.0,22.0,1539.0,78.04,8.06,3.18,0.84,40650.0,32090.0,32090.0,0.54
1274,2019_20,Transylvania University,Lexington,KY,Bachelor's,NO,89.67,1259.0,615.0,600.0,27.0,946.0,79.07,5.5,3.81,2.33,52078.0,40210.0,40210.0,0.7
1275,2019_20,Union College,Barbourville,KY,Bachelor's,NO,54.68,1035.0,,,20.0,930.0,69.46,13.87,2.15,0.22,38488.0,27950.0,27950.0,0.39
1276,2019_20,Western Kentucky University,Bowling Green,KY,Bachelor's,NO,97.26,1150.0,560.0,545.0,23.0,13139.0,78.54,9.13,3.88,1.85,20497.0,10802.0,26496.0,0.48
1282,2019_20,Centenary College of Louisiana,Shreveport,LA,Bachelor's,NO,59.78,1207.0,580.0,575.0,25.0,543.0,63.72,16.94,11.23,2.58,54202.0,37310.0,37310.0,0.59
1289,2019_20,Dillard University,New Orleans,LA,Bachelor's,NO,38.81,1075.0,540.0,510.0,21.0,1215.0,0.33,70.95,2.14,0.0,31625.0,19281.0,19281.0,0.51
1291,2019_20,Grambling State University,Grambling,LA,Bachelor's,NO,97.23,981.0,500.0,485.0,18.0,4153.0,0.89,92.54,0.89,0.17,25754.0,7683.0,16706.0,0.35
1295,2019_20,Louisiana State University Health Sciences Center-New Orleans,New Orleans,LA,Bachelor's,NO,,,,,,921.0,74.92,11.29,6.51,4.78,,,,
1296,2019_20,Louisiana State University-Alexandria,Alexandria,LA,Bachelor's,NO,56.28,1032.0,495.0,500.0,20.0,2893.0,64.05,19.81,1.83,1.11,14608.0,6668.0,14024.0,0.28
1297,2019_20,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,Bachelor's,NO,74.58,1242.0,600.0,595.0,26.0,23706.0,69.0,13.25,7.18,4.7,30234.0,11962.0,28639.0,0.68
1299,2019_20,Louisiana State University-Shreveport,Shreveport,LA,Bachelor's,NO,83.88,1119.0,538.0,552.0,22.0,2293.0,51.94,20.72,5.32,1.66,18612.0,7327.0,20481.0,0.31
1303,2019_20,Louisiana College,Pineville,LA,Bachelor's,NO,69.35,1060.0,500.0,485.0,21.0,934.0,66.7,25.27,2.68,0.75,26813.0,17500.0,17500.0,0.37
1305,2019_20,Louisiana Tech University,Ruston,LA,Bachelor's,NO,64.09,1218.0,565.0,598.0,25.0,8141.0,71.48,12.42,4.15,1.45,22727.0,10185.0,19098.0,0.6
1306,2019_20,Loyola University New Orleans,New Orleans,LA,Bachelor's,NO,75.02,1194.0,595.0,560.0,25.0,3043.0,46.11,17.38,19.29,3.15,53278.0,40842.0,40842.0,0.62
1307,2019_20,McNeese State University,Lake Charles,LA,Bachelor's,NO,80.74,1121.0,560.0,565.0,22.0,5774.0,67.7,16.09,3.84,1.52,19917.0,8102.0,16140.0,0.47
1308,2019_20,University of New Orleans,New Orleans,LA,Bachelor's,NO,55.54,1134.0,573.0,555.0,23.0,5798.0,48.48,19.28,13.97,8.61,20778.0,8772.0,13608.0,0.42
1309,2019_20,New Orleans Baptist Theological Seminary,New Orleans,LA,Bachelor's,NO,,,,,,1090.0,48.17,15.05,5.41,1.38,,9100.0,9100.0,0.26
1310,2019_20,Nicholls State University,Thibodaux,LA,Bachelor's,NO,87.99,1134.0,526.0,560.0,23.0,5615.0,68.64,18.91,3.94,1.07,20462.0,7898.0,8991.0,0.49
1311,2019_20,University of Louisiana at Monroe,Monroe,LA,Bachelor's,NO,80.04,1105.0,,,22.0,5723.0,60.74,23.97,2.8,1.75,20649.0,8974.0,21074.0,0.47
1313,2019_20,Northwestern State University of Louisiana,Natchitoches,LA,Bachelor's,NO,81.98,1105.0,555.0,555.0,22.0,8191.0,51.89,31.88,6.78,0.77,22342.0,8768.0,19556.0,0.44
1314,2019_20,University of Holy Cross,New Orleans,LA,Bachelor's,NO,32.45,,,,,700.0,45.71,30.0,12.14,3.14,23327.0,14720.0,14720.0,0.4
1315,2019_20,Franciscan Missionaries of Our Lady University,Baton Rouge,LA,Bachelor's,NO,56.68,1120.0,,,22.0,967.0,70.11,14.99,7.86,3.62,26287.0,14145.0,14145.0,0.29
1320,2019_20,Saint Joseph Seminary College,St. Benedict,LA,Bachelor's,NO,,,,,,127.0,59.84,2.36,26.77,5.51,36347.0,19490.0,19490.0,0.64
1326,2019_20,Southeastern Louisiana University,Hammond,LA,Bachelor's,NO,90.21,1105.0,,,22.0,11061.0,63.47,21.89,6.84,0.8,20623.0,8329.0,20807.0,0.39
1327,2019_20,Southern University and A & M College,Baton Rouge,LA,Bachelor's,NO,34.9,999.0,500.0,490.0,19.0,5829.0,2.06,93.03,0.7,0.34,23123.0,9141.0,16491.0,0.41
1328,2019_20,Southern University at New Orleans,New Orleans,LA,Bachelor's,NO,60.33,925.0,,,17.0,1690.0,2.37,83.02,1.01,0.3,13201.0,7169.0,16070.0,0.21
1330,2019_20,University of Louisiana at Lafayette,Lafayette,LA,Bachelor's,NO,67.91,1169.0,564.0,580.0,24.0,13639.0,63.85,20.59,5.81,2.57,22107.0,10382.0,24110.0,0.51
1332,2019_20,Tulane University of Louisiana,New Orleans,LA,Bachelor's,NO,12.87,1444.0,705.0,735.0,32.0,7980.0,68.1,7.02,7.82,5.15,73112.0,56800.0,56800.0,0.86
1333,2019_20,Xavier University of Louisiana,New Orleans,LA,Bachelor's,NO,59.98,1120.0,545.0,530.0,23.0,2498.0,1.72,81.59,4.44,3.76,35636.0,25055.0,25055.0,0.51
1334,2019_20,College of the Atlantic,Bar Harbor,ME,Bachelor's,NO,72.06,,,,,350.0,61.14,1.43,5.71,1.71,54918.0,43542.0,43542.0,0.52
1335,2019_20,Bates College,Lewiston,ME,Bachelor's,NO,12.14,,,,,1820.0,67.14,5.55,7.64,5.0,71168.0,55683.0,55683.0,0.91
1337,2019_20,Bowdoin College,Brunswick,ME,Bachelor's,NO,9.05,,,,,1832.0,59.28,7.64,11.35,7.21,70710.0,56350.0,56350.0,0.95
1340,2019_20,Colby College,Waterville,ME,Bachelor's,NO,9.67,1456.0,710.0,740.0,33.0,2003.0,60.51,4.99,8.34,8.19,71202.0,57280.0,57280.0,0.89
1344,2019_20,University of Maine at Augusta,Augusta,ME,Bachelor's,NO,,,,,,3227.0,83.7,2.32,2.48,0.53,16722.0,8168.0,18338.0,0.13
1345,2019_20,University of Maine at Farmington,Farmington,ME,Bachelor's,NO,90.94,,,,,1567.0,87.62,2.74,2.94,0.89,22241.0,9344.0,19514.0,0.58
1346,2019_20,University of Maine at Fort Kent,Fort Kent,ME,Bachelor's,NO,99.33,976.0,490.0,485.0,18.0,885.0,75.82,4.97,3.28,0.79,18081.0,8295.0,12585.0,0.36
1347,2019_20,University of Maine at Machias,Machias,ME,Bachelor's,NO,,,,,,434.0,74.19,4.38,4.61,1.38,17601.0,8036.0,15116.0,0.3
1348,2019_20,University of Maine,Orono,ME,Bachelor's,NO,90.24,1159.0,580.0,575.0,24.0,8832.0,84.01,1.8,4.11,1.65,24335.0,11438.0,31748.0,0.57
1349,2019_20,Maine Maritime Academy,Castine,ME,Bachelor's,NO,45.32,1115.0,555.0,550.0,24.0,991.0,84.46,1.82,3.43,1.41,27487.0,13792.0,27820.0,0.71
1350,2019_20,University of Maine at Presque Isle,Presque Isle,ME,Bachelor's,NO,99.05,,,,,807.0,81.29,2.97,3.47,0.62,17394.0,8330.0,12620.0,0.38
1351,2019_20,University of New England,Biddeford,ME,Bachelor's,NO,84.39,1142.0,570.0,565.0,24.0,2449.0,88.44,1.51,0.33,3.35,55340.0,38750.0,38750.0,0.68
1354,2019_20,Maine College of Art,Portland,ME,Bachelor's,NO,62.36,,,,,427.0,75.18,4.22,6.79,3.75,49833.0,36424.0,36424.0,0.54
1355,2019_20,Saint Joseph's College of Maine,Standish,ME,Bachelor's,NO,87.16,1072.0,532.0,539.0,21.0,1276.0,37.23,0.86,1.33,0.63,51089.0,36720.0,36720.0,0.67
1358,2019_20,University of Southern Maine,Portland,ME,Bachelor's,NO,80.9,1058.0,535.0,520.0,23.0,5255.0,78.78,7.23,3.31,2.44,19913.0,9226.0,22050.0,0.4
1359,2019_20,Thomas College,Waterville,ME,Bachelor's,NO,83.81,,,,,750.0,72.67,3.87,1.73,0.67,39143.0,27720.0,27720.0,0.52
1360,2019_20,Unity College,Unity,ME,Bachelor's,NO,98.27,,,,,784.0,81.51,0.77,0.89,1.28,41246.0,30000.0,30000.0,0.58
1367,2019_20,University of Baltimore,Baltimore,MD,Bachelor's,YES,78.04,1052.0,543.0,510.0,20.0,2038.0,30.13,47.94,5.89,4.51,28916.0,9096.0,21456.0,0.41
1368,2019_20,Bowie State University,Bowie,MD,Bachelor's,NO,79.67,949.0,480.0,465.0,19.0,5085.0,1.97,81.95,4.52,1.4,22338.0,8444.0,19136.0,0.43
1369,2019_20,Capitol Technology University,Laurel,MD,Bachelor's,NO,83.38,1124.0,560.0,565.0,22.0,391.0,39.39,27.11,9.97,5.12,37079.0,26308.0,26308.0,0.52
1373,2019_20,Washington Adventist University,Takoma Park,MD,Bachelor's,NO,58.77,948.0,470.0,455.0,20.0,819.0,5.25,50.92,19.9,3.54,32262.0,24800.0,24800.0,0.41
1374,2019_20,Coppin State University,Baltimore,MD,Bachelor's,NO,27.98,903.0,455.0,440.0,18.0,2344.0,1.92,83.19,2.77,0.34,19577.0,8964.0,15361.0,0.26
1378,2019_20,Frostburg State University,Frostburg,MD,Bachelor's,NO,80.14,1033.0,525.0,505.0,20.0,4092.0,52.52,31.92,5.25,1.81,23810.0,9410.0,23510.0,0.49
1380,2019_20,Goucher College,Baltimore,MD,Bachelor's,NO,81.3,1166.0,590.0,555.0,26.0,1439.0,49.48,20.22,10.42,4.24,61294.0,45250.0,45250.0,0.66
1383,2019_20,Hood College,Frederick,MD,Bachelor's,NO,65.33,,,,,1106.0,57.69,17.63,12.03,3.62,55039.0,41060.0,41060.0,0.65
1386,2019_20,Johns Hopkins University,Baltimore,MD,Bachelor's,NO,11.17,1514.0,735.0,775.0,34.0,5729.0,28.07,7.56,15.31,26.46,71901.0,55350.0,55350.0,0.93
1388,2019_20,Loyola University Maryland,Baltimore,MD,Bachelor's,NO,80.2,,,,,3902.0,76.06,5.41,11.53,2.97,65832.0,50100.0,50100.0,0.83
1389,2019_20,University of Maryland Global Campus,Adelphi,MD,Bachelor's,NO,,,,,,42888.0,37.59,26.59,14.65,4.84,19052.0,7560.0,12336.0,0.15
1390,2019_20,University of Maryland Baltimore,Baltimore,MD,Bachelor's,NO,,,,,,867.0,43.94,20.3,9.0,17.76,,,,
1391,2019_20,University of Maryland-Baltimore County,Baltimore,MD,Bachelor's,NO,61.03,1270.0,630.0,640.0,27.0,10955.0,39.11,19.12,8.26,21.62,24881.0,12028.0,27662.0,0.71
1392,2019_20,University of Maryland-College Park,College Park,MD,Bachelor's,NO,44.18,1389.0,670.0,705.0,32.0,29905.0,48.87,11.41,9.43,18.28,26481.0,10779.0,36891.0,0.87
1393,2019_20,Maryland Institute College of Art,Baltimore,MD,Bachelor's,NO,63.89,1230.0,620.0,595.0,27.0,1740.0,35.92,7.64,9.83,9.71,64329.0,50330.0,50330.0,0.72
1394,2019_20,University of Maryland Eastern Shore,Princess Anne,MD,Bachelor's,NO,64.67,941.0,480.0,460.0,18.0,2270.0,9.6,57.97,4.63,1.76,23983.0,8558.0,18968.0,0.41
1398,2019_20,Morgan State University,Baltimore,MD,Bachelor's,NO,67.84,737.0,385.0,320.0,18.0,6449.0,1.69,82.63,3.89,0.76,23867.0,8008.0,18480.0,0.43
1399,2019_20,Mount St. Mary's University,Emmitsburg,MD,Bachelor's,NO,74.79,1097.0,555.0,540.0,22.0,1831.0,58.0,16.66,13.11,3.33,56451.0,42590.0,42590.0,0.69
1400,2019_20,Ner Israel Rabbinical College,Baltimore,MD,Bachelor's,NO,77.78,,,,,290.0,91.38,0.0,0.0,0.0,23250.0,12400.0,12400.0,0.48
1402,2019_20,Notre Dame of Maryland University,Baltimore,MD,Bachelor's,NO,61.73,1026.0,530.0,490.0,21.0,778.0,37.66,28.02,11.95,7.07,50060.0,38340.0,38340.0,0.63
1406,2019_20,Salisbury University,Salisbury,MD,Bachelor's,NO,73.51,,,,,7459.0,69.94,14.16,4.67,3.73,25106.0,10044.0,20110.0,0.7
1407,2019_20,St. Mary's College of Maryland,St. Mary's City,MD,Bachelor's,NO,84.27,1184.0,595.0,580.0,25.0,1466.0,70.67,10.3,6.55,4.02,30238.0,15124.0,31200.0,0.76
1408,2019_20,St. John's College,Annapolis,MD,Bachelor's,NO,59.85,1327.0,670.0,650.0,29.0,494.0,62.55,1.42,5.87,4.05,67325.0,35635.0,35635.0,0.69
1409,2019_20,Towson University,Towson,MD,Bachelor's,NO,76.31,1139.0,580.0,560.0,23.0,19458.0,51.51,24.48,8.68,6.76,25180.0,10198.0,24334.0,0.71
1411,2019_20,United States Naval Academy,Annapolis,MD,Bachelor's,NO,8.33,1348.0,665.0,685.0,29.0,4538.0,61.48,6.77,11.55,7.36,,,,0.92
1412,2019_20,Stevenson University,Stevenson,MD,Bachelor's,NO,80.78,1097.0,555.0,545.0,21.0,3073.0,54.86,25.87,7.26,3.81,51239.0,37142.0,37142.0,0.6
1413,2019_20,Washington College,Chestertown,MD,Bachelor's,NO,92.36,,,,,1267.0,69.06,11.05,6.47,3.87,64542.0,48814.0,48814.0,0.73
1414,2019_20,McDaniel College,Westminster,MD,Bachelor's,NO,91.84,,,,,1668.0,57.19,21.28,6.35,2.34,57031.0,44540.0,44540.0,0.69
1416,2019_20,Hult International Business School,Cambridge,MA,Bachelor's,NO,43.35,,,,,761.0,2.76,1.97,2.89,2.37,61250.0,42500.0,42500.0,
1417,2019_20,American International College,Springfield,MA,Bachelor's,NO,64.58,,,,,1336.0,35.55,23.05,22.23,1.35,49776.0,36930.0,36930.0,0.44
1418,2019_20,Amherst College,Amherst,MA,Bachelor's,NO,11.31,1431.0,695.0,720.0,32.0,1839.0,43.28,10.17,13.16,14.79,73966.0,58640.0,58640.0,0.95
1419,2019_20,Anna Maria College,Paxton,MA,Bachelor's,NO,74.05,,,,,1107.0,61.16,14.54,11.83,1.36,51796.0,38630.0,38630.0,0.46
1421,2019_20,Assumption University,Worcester,MA,Bachelor's,NO,81.08,,,,,2017.0,76.15,5.06,7.64,2.43,55068.0,42316.0,42316.0,0.7
1422,2019_20,Babson College,Wellesley,MA,Bachelor's,NO,26.41,1362.0,655.0,705.0,30.0,2324.0,33.86,4.48,12.22,10.8,70428.0,52608.0,52608.0,0.93
1424,2019_20,Boston Baptist College,Boston,MA,Bachelor's,NO,90.91,1012.0,490.0,503.0,19.0,44.0,81.82,6.82,11.36,0.0,25578.0,12600.0,12600.0,0.36
1425,2019_20,Bay Path University,Longmeadow,MA,Bachelor's,NO,71.77,1069.0,555.0,510.0,22.0,1800.0,54.33,14.22,22.17,1.78,46516.0,35081.0,35081.0,0.54
1426,2019_20,Bay State College,Boston,MA,Bachelor's,NO,66.67,,,,,588.0,43.54,26.53,12.76,4.25,42145.0,23500.0,23500.0,0.33
1427,2019_20,Becker College,Worcester,MA,Bachelor's,NO,69.89,1059.0,535.0,525.0,20.0,1591.0,61.97,8.42,9.87,3.08,54918.0,40150.0,40150.0,0.46
1428,2019_20,Bentley University,Waltham,MA,Bachelor's,NO,46.72,1327.0,640.0,680.0,29.0,4157.0,58.17,3.54,7.48,8.85,68577.0,51830.0,51830.0,0.9
1429,2019_20,Berklee College of Music,Boston,MA,Bachelor's,NO,51.44,,,,,6338.0,42.96,6.61,10.18,4.91,64436.0,45660.0,45660.0,0.65
1432,2019_20,Boston Architectural College,Boston,MA,Bachelor's,NO,,,,,,306.0,36.93,8.5,15.69,7.19,38155.0,21924.0,21924.0,0.13
1434,2019_20,Boston College,Chestnut Hill,MA,Bachelor's,NO,27.22,1437.0,695.0,725.0,33.0,9637.0,57.74,4.05,11.58,10.47,73053.0,57910.0,57910.0,0.94
1435,2019_20,Boston University,Boston,MA,Bachelor's,NO,18.94,1433.0,685.0,740.0,32.0,16891.0,36.37,4.07,11.73,17.13,72517.0,55892.0,55892.0,0.88
1436,2019_20,Brandeis University,Waltham,MA,Bachelor's,NO,29.9,1434.0,695.0,740.0,32.0,3678.0,45.84,5.27,8.32,14.3,73266.0,57561.0,57561.0,0.87
1437,2019_20,Bridgewater State University,Bridgewater,MA,Bachelor's,NO,87.66,1063.0,535.0,525.0,23.0,9195.0,71.22,11.8,7.88,1.95,23172.0,10732.0,16872.0,0.61
1441,2019_20,Cambridge College,Boston,MA,Bachelor's,NO,,,,,,698.0,17.77,30.95,35.39,3.01,30088.0,16164.0,16164.0,0.08
1445,2019_20,Clark University,Worcester,MA,Bachelor's,NO,52.78,,,,,2283.0,60.32,4.03,9.29,7.84,56361.0,47200.0,47200.0,0.78
1447,2019_20,Curry College,Milton,MA,Bachelor's,NO,87.06,1034.0,517.0,509.0,21.0,2285.0,64.29,12.12,7.61,2.63,56057.0,41230.0,41230.0,0.52
1449,2019_20,Dean College,Franklin,MA,Bachelor's,NO,68.82,1010.0,513.0,495.0,20.0,1310.0,57.25,14.12,9.08,1.53,57543.0,40414.0,40414.0,0.44
1452,2019_20,Eastern Nazarene College,Quincy,MA,Bachelor's,NO,59.01,1002.0,495.0,500.0,20.0,607.0,46.29,18.45,16.14,3.62,40524.0,26568.0,26568.0,0.4
1453,2019_20,Emerson College,Boston,MA,Bachelor's,NO,33.35,1318.0,655.0,650.0,29.0,3871.0,59.39,3.59,12.94,5.06,68350.0,49432.0,49432.0,0.82
1454,2019_20,Emmanuel College,Boston,MA,Bachelor's,NO,78.14,1172.0,600.0,570.0,24.0,2001.0,68.67,6.6,11.24,4.6,56554.0,41448.0,41448.0,0.66
1455,2019_20,Endicott College,Beverly,MA,Bachelor's,NO,69.31,,,,,2996.0,83.14,1.57,4.41,1.57,51460.0,34200.0,34200.0,0.74
1457,2019_20,Fisher College,Boston,MA,Bachelor's,NO,69.29,,,,,1216.0,26.32,12.5,13.4,0.99,46444.0,31992.0,31992.0,0.33
1458,2019_20,Fitchburg State University,Fitchburg,MA,Bachelor's,NO,88.35,1072.0,535.0,535.0,22.0,3818.0,68.6,10.92,12.81,2.54,21864.0,10610.0,16690.0,0.58
1459,2019_20,Framingham State University,Framingham,MA,Bachelor's,NO,74.25,1048.0,525.0,520.0,22.0,3745.0,60.64,13.86,16.77,3.31,26217.0,11100.0,17180.0,0.61
1461,2019_20,Gordon College,Wenham,MA,Bachelor's,NO,74.05,1195.0,600.0,585.0,26.0,1478.0,68.06,4.33,9.61,4.47,50446.0,38650.0,38650.0,0.69
1464,2019_20,Hampshire College,Amherst,MA,Bachelor's,NO,1.97,,,,,745.0,60.13,8.32,11.81,3.09,67030.0,52068.0,52068.0,0.63
1465,2019_20,Harvard University,Cambridge,MA,Bachelor's,NO,4.64,1517.0,740.0,775.0,34.0,7547.0,38.93,8.48,11.33,19.93,73485.0,51925.0,51925.0,0.97
1467,2019_20,Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,Bachelor's,NO,64.1,,,,,49.0,85.71,0.0,0.0,2.04,41282.0,22490.0,22490.0,0.62
1468,2019_20,College of the Holy Cross,Worcester,MA,Bachelor's,NO,34.22,1356.0,665.0,680.0,30.0,2931.0,69.4,4.84,11.26,4.4,69093.0,54740.0,54740.0,0.9
1470,2019_20,Lasell University,Newton,MA,Bachelor's,NO,83.65,1080.0,535.0,540.0,23.0,1629.0,65.32,8.72,10.5,2.89,53646.0,37000.0,37000.0,0.59
1472,2019_20,Lesley University,Cambridge,MA,Bachelor's,NO,74.68,1109.0,565.0,540.0,23.0,2031.0,56.52,8.81,16.49,5.07,47630.0,28875.0,28875.0,0.6
1475,2019_20,University of Massachusetts-Lowell,Lowell,MA,Bachelor's,NO,73.35,1239.0,610.0,625.0,27.0,13601.0,58.61,6.57,12.42,11.9,28785.0,15648.0,33574.0,0.66
1476,2019_20,University of Massachusetts-Amherst,Amherst,MA,Bachelor's,NO,63.8,1299.0,635.0,655.0,29.0,23907.0,61.07,4.71,7.59,10.57,30843.0,16389.0,35710.0,0.82
1477,2019_20,University of Massachusetts-Boston,Boston,MA,Bachelor's,NO,76.14,,,,,12192.0,33.78,17.13,16.9,14.22,28783.0,14613.0,35075.0,0.49
1479,2019_20,MCPHS University,Boston,MA,Bachelor's,NO,85.33,1130.0,555.0,570.0,24.0,4004.0,35.89,9.39,8.07,20.2,53266.0,34650.0,34650.0,0.74
1480,2019_20,Massachusetts College of Art and Design,Boston,MA,Bachelor's,NO,57.82,,,,,1846.0,58.99,4.71,10.94,7.2,29210.0,13700.0,38400.0,0.71
1481,2019_20,Massachusetts Institute of Technology,Cambridge,MA,Bachelor's,NO,6.7,1547.0,750.0,790.0,35.0,4516.0,28.81,6.2,15.48,29.67,70240.0,53790.0,53790.0,0.95
1482,2019_20,Massachusetts Maritime Academy,Buzzards Bay,MA,Bachelor's,NO,91.46,1100.0,550.0,550.0,22.0,1654.0,84.7,1.21,4.11,1.27,27858.0,10018.0,25752.0,0.76
1487,2019_20,Merrimack College,North Andover,MA,Bachelor's,NO,81.9,,,,,3956.0,77.3,3.59,7.23,1.92,57794.0,43340.0,43340.0,0.75
1488,2019_20,MGH Institute of Health Professions,Boston,MA,Bachelor's,NO,,,,,,177.0,72.32,5.08,3.95,10.17,,,,
1490,2019_20,Montserrat College of Art,Beverly,MA,Bachelor's,NO,,,,,,366.0,37.43,3.01,8.74,1.64,48691.0,34350.0,34350.0,0.58
1491,2019_20,Mount Holyoke College,South Hadley,MA,Bachelor's,NO,38.15,,,,,2175.0,46.57,4.69,7.36,8.41,66419.0,52258.0,52258.0,0.83
1494,2019_20,The New England Conservatory of Music,Boston,MA,Bachelor's,NO,36.94,,,,,475.0,36.63,1.89,2.74,9.47,67650.0,50460.0,50460.0,0.81
1497,2019_20,Nichols College,Dudley,MA,Bachelor's,NO,79.74,,,,,1308.0,76.76,6.12,9.4,1.45,51706.0,35940.0,35940.0,0.59
1498,2019_20,Massachusetts College of Liberal Arts,North Adams,MA,Bachelor's,NO,81.64,1070.0,525.0,540.0,22.0,1278.0,70.19,10.41,10.33,1.72,24205.0,10930.0,19875.0,0.61
1501,2019_20,Northeastern University,Boston,MA,Bachelor's,NO,18.05,1478.0,715.0,750.0,34.0,14034.0,44.49,4.1,8.61,14.46,70565.0,53506.0,53506.0,0.89
1503,2019_20,College of Our Lady of the Elms,Chicopee,MA,Bachelor's,NO,75.09,1053.0,530.0,520.0,21.0,1106.0,51.08,7.87,13.56,1.81,48910.0,37000.0,37000.0,0.73
1504,2019_20,Pine Manor College,Chestnut Hill,MA,Bachelor's,NO,45.44,,,,,250.0,11.2,33.2,28.0,2.0,45427.0,31600.0,31600.0,0.38
1508,2019_20,Regis College,Weston,MA,Bachelor's,NO,79.26,,,,,1328.0,42.92,10.54,13.63,3.24,59360.0,42650.0,42650.0,0.67
1510,2019_20,Saint John's Seminary,Brighton,MA,Bachelor's,NO,,,,,,18.0,61.11,0.0,5.56,5.56,,,,
1511,2019_20,Salem State University,Salem,MA,Bachelor's,NO,85.58,1085.0,550.0,535.0,21.0,5844.0,60.22,8.88,19.13,3.17,25612.0,11128.0,17994.0,0.57
1512,2019_20,Simmons University,Boston,MA,Bachelor's,NO,73.13,1206.0,615.0,585.0,26.0,1735.0,61.73,6.46,7.9,10.95,58539.0,42070.0,42070.0,0.81
1514,2019_20,Smith College,Northampton,MA,Bachelor's,NO,32.46,,,,,2526.0,49.41,6.37,11.84,9.62,72701.0,54224.0,54224.0,0.89
1516,2019_20,Springfield College,Springfield,MA,Bachelor's,NO,68.06,1128.0,560.0,560.0,24.0,2152.0,73.37,5.39,7.95,2.28,52815.0,39305.0,39305.0,0.74
1518,2019_20,University of Massachusetts-Dartmouth,North Dartmouth,MA,Bachelor's,NO,74.83,1091.0,545.0,545.0,22.0,6226.0,59.28,16.54,10.34,3.57,27808.0,14358.0,30103.0,0.59
1519,2019_20,Stonehill College,Easton,MA,Bachelor's,NO,67.69,,,,,2444.0,83.35,3.6,4.79,2.09,60479.0,44420.0,44420.0,0.82
1520,2019_20,Suffolk University,Boston,MA,Bachelor's,NO,83.63,1123.0,560.0,555.0,24.0,4820.0,47.45,5.39,13.4,7.51,55385.0,40104.0,40104.0,0.58
1522,2019_20,Tufts University,Medford,MA,Bachelor's,NO,14.95,1472.0,715.0,750.0,33.0,5828.0,53.21,4.36,7.4,14.43,73466.0,58578.0,58578.0,0.94
1523,2019_20,Wellesley College,Wellesley,MA,Bachelor's,NO,21.56,1452.0,715.0,730.0,33.0,2391.0,36.55,6.65,13.09,23.04,72199.0,56052.0,56052.0,0.91
1524,2019_20,Wentworth Institute of Technology,Boston,MA,Bachelor's,NO,68.55,1171.0,570.0,595.0,25.0,4226.0,62.97,5.94,7.81,8.52,52339.0,34970.0,34970.0,0.73
1525,2019_20,Western New England University,Springfield,MA,Bachelor's,NO,85.18,,,,,2675.0,74.77,4.04,9.23,2.99,51607.0,37990.0,37990.0,0.65
1526,2019_20,Westfield State University,Westfield,MA,Bachelor's,NO,87.16,1066.0,535.0,530.0,21.0,4791.0,75.04,5.18,10.56,1.73,23767.0,10849.0,16929.0,0.61
1527,2019_20,Wheaton College,Norton,MA,Bachelor's,NO,73.89,,,,,1762.0,66.91,5.51,8.63,4.43,67765.0,54568.0,54568.0,0.75
