"Year","University.Name","University.City","University.State","Admission.Rate","SAT.Average","SAT.Reading.Mid","SAT.Math.Mid","ACT.Cumulative.Average","Undergraduate.Enrollment","Average.Cost.per.Academic.Year","In.State.Tuition.and.Fees","Out.of.State.Tuition.and.Fees","Completion.Rate..4.year.institutions","Color"
"2014_15","Norwich University","Northfield","VT",65.74,1053,520,525,23,2584,49516,34704,34704,0.58,"Normal"
"2014_15","Saint Michael's College","Colchester","VT",80.46,NA,NA,NA,NA,2038,50806,39375,39375,0.79,"Normal"
"2014_15","College of St Joseph","Rutland","VT",65.58,NA,NA,NA,NA,230,33800,21200,21200,0.47,"Normal"
"2014_15","Southern Vermont College","Bennington","VT",93.73,849,430,425,17,441,35500,22645,22645,0.36,"Normal"
"2014_15","Sterling College","Craftsbury Common","VT",98.53,NA,NA,NA,NA,113,41092,33492,33492,0.52,"Normal"
"2014_15","University of Vermont","Burlington","VT",73.44,1191,590,595,27,9958,28348,16226,37874,0.76,"Normal"
"2014_15","Averett University","Danville","VA",59.64,923,460,469,19,836,37868,29150,29150,0.33,"Normal"
"2014_15","Bluefield College","Bluefield","VA",97.99,907,450,455,19,897,34823,22840,22840,0.5,"Normal"
"2014_15","Bridgewater College","Bridgewater","VA",47.82,1056,520,525,24,1768,42376,30380,30380,0.61,"Normal"
"2014_15","William & Mary","Williamsburg","VA",33.02,1373,685,685,31,6256,28329,17656,39916,0.9,"Normal"
"2014_15","Regent University","Virginia Beach","VA",79.82,1066,550,515,23,2273,27182,16478,16478,0.5,"Normal"
"2014_15","Christopher Newport University","Newport News","VA",55.88,1152,580,575,25,5084,25559,11646,21974,0.68,"Normal"
"2014_15","Radford University-Carilion","Roanoke","VA",NA,NA,NA,NA,NA,873,33818,23380,23380,0.56,"Normal"
"2014_15","Emory & Henry College","Emory","VA",71.72,995,498,490,22,997,41251,30326,30326,0.47,"Normal"
"2014_15","Eastern Mennonite University","Harrisonburg","VA",60.44,1003,495,500,22,1198,40024,30800,30800,0.62,"Normal"
"2014_15","Ferrum College","Ferrum","VA",73.31,852,410,430,20,1447,40553,29795,29795,0.25,"Normal"
"2014_15","George Mason University","Fairfax","VA",66.65,1152,570,580,26,21678,23212,10382,29960,0.67,"Normal"
"2014_15","Hampden-Sydney College","Hampden-Sydney","VA",47.27,1098,548,555,24,1105,52016,39204,39204,0.67,"Normal"
"2014_15","Hampton University","Hampton","VA",29.06,999,505,500,21,3456,33798,21760,21760,0.66,"Normal"
"2014_15","Hollins University","Roanoke","VA",56.47,1082,565,515,24,588,47787,34295,34295,0.62,"Normal"
"2014_15","James Madison University","Harrisonburg","VA",65.73,1153,565,575,26,18697,22601,9662,24522,0.82,"Normal"
"2014_15","Liberty University","Lynchburg","VA",22.32,1040,525,510,23,49340,32077,21000,21000,0.51,"Normal"
"2014_15","Longwood University","Farmville","VA",72.92,1005,510,500,21,4400,23468,11580,25350,0.66,"Normal"
"2014_15","University of Lynchburg","Lynchburg","VA",66.75,998,505,490,22,2079,44236,34545,34545,0.56,"Normal"
"2014_15","Mary Baldwin University","Staunton","VA",95.45,979,500,470,22,1299,40203,29595,29595,0.43,"Normal"
"2014_15","University of Mary Washington","Fredericksburg","VA",76.72,1114,565,545,25,4101,23371,10312,23598,0.73,"Normal"
"2014_15","Marymount University","Arlington","VA",83.96,1001,505,500,21,2343,41008,27470,27470,0.51,"Normal"
"2014_15","Sentara College of Health Sciences","Chesapeake","VA",NA,NA,NA,NA,NA,367,NA,NA,NA,NA,"Normal"
"2014_15","Norfolk State University","Norfolk","VA",65.67,866,440,430,18,5284,19299,7552,20236,0.33,"Normal"
"2014_15","Old Dominion University","Norfolk","VA",81.89,1007,510,510,21,19842,20966,8970,25140,0.52,"Normal"
"2014_15","Radford University","Radford","VA",78.91,968,490,485,20,8843,20582,9360,22046,0.59,"Normal"
"2014_15","Randolph-Macon College","Ashland","VA",60.34,1086,545,540,24,1377,47262,36340,36340,0.62,"Normal"
"2014_15","Randolph College","Lynchburg","VA",81.01,1086,540,535,25,658,46060,34110,34110,0.41,"Normal"
"2014_15","Bon Secours Memorial College of Nursing","Richmond","VA",NA,NA,NA,NA,NA,489,18593,4871,4871,0,"Normal"
"2014_15","University of Richmond","University of Richmond","VA",31.8,1337,655,670,31,3223,57535,46680,46680,0.84,"Normal"
"2014_15","Roanoke College","Salem","VA",69.32,1087,550,545,23,1986,50487,38177,38177,0.64,"Normal"
"2014_15","Shenandoah University","Winchester","VA",82.59,994,495,500,21,1875,42847,30188,30188,0.55,"Normal"
"2014_15","Southern Virginia University","Buena Vista","VA",47.07,1056,519,517,23,703,30009,14600,14600,0.31,"Normal"
"2014_15","Strayer University-Virginia","Arlington","VA",NA,NA,NA,NA,NA,4448,32064,12975,12975,0.19,"Normal"
"2014_15","Sweet Briar College","Sweet Briar","VA",93.54,1056,528,500,25,561,48896,34935,34935,0.65,"Normal"
"2014_15","The University of Virginia's College at Wise","Wise","VA",68.82,946,475,470,20,1477,20095,8868,24329,0.46,"Normal"
"2014_15","Virginia Polytechnic Institute and State University","Blacksburg","VA",72.63,1215,590,625,NA,24191,26165,12017,28048,0.83,"Normal"
"2014_15","Virginia Commonwealth University","Richmond","VA",75.35,1105,555,550,24,22280,27494,12398,30459,0.59,"Normal"
"2014_15","University of Virginia-Main Campus","Charlottesville","VA",29,1357,670,685,31,15515,26063,13208,42394,0.94,"Single"
"2014_15","Virginia Military Institute","Lexington","VA",44.4,1162,580,580,26,1700,25642,15518,37574,0.71,"Normal"
"2014_15","Virginia State University","Petersburg","VA",80.06,837,420,420,17,4481,20767,8002,17838,0.42,"Normal"
"2014_15","Virginia Union University","Richmond","VA",23.89,776,390,385,16,1322,27703,15130,15130,0.26,"Normal"
"2014_15","Virginia Wesleyan University","Virginia Beach","VA",89.04,991,495,490,22,1492,42600,33286,33286,0.48,"Normal"
"2014_15","Washington and Lee University","Lexington","VA",19.46,1395,695,695,32,1880,58575,45617,45617,0.88,"Normal"
"2014_15","The Art Institute of Seattle","Seattle","WA",NA,NA,NA,NA,NA,1378,32199,17560,17560,0.32,"Normal"
"2014_15","Central Washington University","Ellensburg","WA",86.46,978,485,490,21,9751,21512,9017,21380,0.53,"Normal"
"2014_15","City University of Seattle","Seattle","WA",NA,NA,NA,NA,NA,1289,NA,NA,NA,NA,"Normal"
"2014_15","Cornish College of the Arts","Seattle","WA",85.52,NA,NA,NA,NA,765,48147,35800,35800,0.5,"Normal"
"2014_15","Eastern Washington University","Cheney","WA",74.39,958,475,485,20,12402,20365,7972,21066,0.46,"Normal"
"2014_15","The Evergreen State College","Olympia","WA",98.9,1043,545,495,23,3802,22281,8682,21735,0.56,"Normal"
"2014_15","Gonzaga University","Spokane","WA",67.51,1207,590,605,27,4754,48357,36535,36535,0.83,"Normal"
"2014_15","Heritage University","Toppenish","WA",NA,NA,NA,NA,NA,837,27653,18521,18521,0.19,"Normal"
"2014_15","Bastyr University","Kenmore","WA",NA,NA,NA,NA,NA,227,NA,NA,NA,NA,"Normal"
"2014_15","Trinity Lutheran College","Everett","WA",74.8,NA,NA,NA,NA,209,37455,28240,28240,0.43,"Normal"
"2014_15","Northwest University","Kirkland","WA",96.12,1018,517,496,22,1453,35991,26968,26968,0.53,"Normal"
"2014_15","Pacific Lutheran University","Tacoma","WA",75.01,1115,550,545,26,2874,46717,36530,36530,0.68,"Normal"
"2014_15","University of Puget Sound","Tacoma","WA",79.29,1230,620,600,28,2550,55948,43428,43428,0.76,"Normal"
"2014_15","Saint Martin's University","Lacey","WA",88.82,1057,513,533,24,1316,42353,31688,31688,0.48,"Normal"
"2014_15","Seattle Pacific University","Seattle","WA",83.4,1140,575,563,25,3253,47389,35472,35472,0.75,"Normal"
"2014_15","Seattle University","Seattle","WA",73.35,1183,585,585,27,4415,52458,38205,38205,0.78,"Normal"
"2014_15","Walla Walla University","College Place","WA",57.79,1075,540,540,23,1639,35351,25866,25866,0.56,"Normal"
"2014_15","Washington State University","Pullman","WA",82.08,1030,510,520,22,23585,26543,12428,25510,0.67,"Normal"
"2014_15","University of Washington-Seattle Campus","Seattle","WA",55.21,1240,590,640,28,29468,25637,12394,33513,0.84,"Normal"
"2014_15","Western Washington University","Bellingham","WA",84.57,1110,555,550,25,14054,22458,8965,20407,0.72,"Normal"
"2014_15","Whitman College","Walla Walla","WA",41.01,1323,660,655,30,1480,56600,44800,44800,0.87,"Normal"
"2014_15","Whitworth University","Spokane","WA",74.76,NA,NA,NA,NA,2340,47538,37630,37630,0.75,"Normal"
"2014_15","Alderson Broaddus University","Philippi","WV",42.58,990,475,485,22,1024,33206,22740,22740,0.45,"Normal"
"2014_15","Appalachian Bible College","Mount Hope","WV",69.14,1007,514,487,22,196,23948,13590,13590,0.62,"Normal"
"2014_15","Bethany College","Bethany","WV",62.05,906,440,440,20,716,39082,25736,25736,0.47,"Normal"
"2014_15","Bluefield State College","Bluefield","WV",38.34,927,445,460,20,1529,14965,5832,11064,0.34,"Normal"
"2014_15","University of Charleston","Charleston","WV",60.77,988,484,500,21,1513,31350,23200,23200,0.35,"Normal"
"2014_15","Concord University","Athens","WV",70.88,999,475,485,22,2234,13861,6580,14276,0.34,"Normal"
"2014_15","Davis & Elkins College","Elkins","WV",58.22,986,485,490,21,839,34587,27492,27492,0.37,"Normal"
"2014_15","Fairmont State University","Fairmont","WV",66.51,965,465,470,21,3699,15483,6306,13306,0.33,"Normal"
"2014_15","Glenville State College","Glenville","WV",46.56,900,430,430,19,1378,20317,6696,15120,0.32,"Normal"
"2014_15","Marshall University","Huntington","WV",76.53,1021,490,495,22,8871,16981,6526,15026,0.44,"Normal"
"2014_15","Ohio Valley University","Vienna","WV",32.35,944,475,455,20,387,28026,19260,19260,0.35,"Normal"
"2014_15","Shepherd University","Shepherdstown","WV",98.29,999,500,490,22,3489,15813,6570,16628,0.4,"Normal"
"2014_15","West Virginia State University","Institute","WV",86.38,942,430,450,20,2237,14689,6228,14558,0.24,"Normal"
"2014_15","West Liberty University","West Liberty","WV",72.36,965,440,470,21,2264,19324,6415,13540,0.4,"Normal"
"2014_15","West Virginia University Institute of Technology","Beckley","WV",61.92,983,465,500,21,1115,15130,6048,15192,0.19,"Normal"
"2014_15","West Virginia Wesleyan College","Buckhannon","WV",77.59,1005,480,482,22,1375,39927,27858,27858,0.58,"Normal"
"2014_15","West Virginia University","Morgantown","WV",85.79,1069,510,530,24,21945,17585,6960,20242,0.57,"Normal"
"2014_15","Wheeling University","Wheeling","WV",62.63,1032,485,510,23,1131,35527,28030,28030,0.64,"Normal"
"2014_15","Alverno College","Milwaukee","WI",65.19,930,NA,NA,20,1689,32528,24434,24434,0.36,"Normal"
"2014_15","Bellin College","Green Bay","WI",48.65,1050,NA,NA,23,305,25605,20500,20500,0.64,"Normal"
"2014_15","Beloit College","Beloit","WI",69.31,NA,NA,NA,NA,1225,50378,42500,42500,0.8,"Normal"
"2014_15","Cardinal Stritch University","Milwaukee","WI",82.98,1003,465,480,22,2304,37755,26570,26570,0.47,"Normal"
"2014_15","Carroll University","Waukesha","WI",80.84,1090,527,542,24,2934,39312,28550,28550,0.61,"Normal"
"2014_15","Carthage College","Kenosha","WI",71.65,1104,535,545,24,2835,47276,36570,36570,0.61,"Normal"
"2014_15","Columbia College of Nursing","Glendale","WI",NA,NA,NA,NA,NA,147,NA,NA,NA,NA,"Normal"
"2014_15","Concordia University-Wisconsin","Mequon","WI",75.41,1089,530,522,24,4280,38159,26160,26160,0.61,"Normal"
"2014_15","Edgewood College","Madison","WI",76.22,1048,360,565,23,1863,36879,25590,25590,0.62,"Normal"
"2014_15","Lakeland University","Plymouth","WI",54.7,949,440,452,20,2262,34385,24090,24090,0.53,"Normal"
"2014_15","Lawrence University","Appleton","WI",72.95,NA,NA,NA,NA,1483,51897,42657,42657,0.8,"Normal"
"2014_15","Maranatha Baptist University","Watertown","WI",75.94,NA,NA,NA,NA,760,24021,13510,13510,0.44,"Normal"
"2014_15","Marian University","Fond Du Lac","WI",76.74,950,NA,NA,20,1588,34276,25930,25930,0.56,"Normal"
"2014_15","Marquette University","Milwaukee","WI",66.71,1220,590,605,27,8212,48364,35930,35930,0.79,"Normal"
"2014_15","Milwaukee Institute of Art & Design","Milwaukee","WI",59.08,NA,NA,NA,NA,622,41631,32050,32050,0.54,"Normal"
"2014_15","Milwaukee School of Engineering","Milwaukee","WI",68.65,1243,565,630,28,2592,45260,35520,35520,0.56,"Normal"
"2014_15","Mount Mary University","Milwaukee","WI",35.27,930,NA,NA,20,716,34931,25852,25852,0.49,"Normal"
"2014_15","Northland International University","Dunbar","WI",NA,NA,NA,NA,NA,150,25020,13380,13380,0.57,"Normal"
"2014_15","Northland College","Ashland","WI",63.43,1085,544,520,24,575,40765,31480,31480,0.46,"Normal"
"2014_15","Ripon College","Ripon","WI",67.45,1108,565,575,24,820,42703,33482,33482,0.68,"Normal"
"2014_15","Saint Norbert College","De Pere","WI",81.71,1125,NA,NA,25,2052,41736,33023,33023,0.7,"Normal"
"2014_15","Holy Family College","Manitowoc","WI",47.4,820,NA,NA,17,296,34641,24350,24350,0.39,"Normal"
"2014_15","Viterbo University","La Crosse","WI",69.14,1089,535,510,24,2019,34310,23790,23790,0.48,"Normal"
"2014_15","University of Wisconsin-Whitewater","Whitewater","WI",81.79,1050,495,480,23,10533,16950,7600,15173,0.58,"Normal"
"2014_15","University of Wisconsin-Eau Claire","Eau Claire","WI",83.69,1110,NA,NA,24,9987,18013,8743,16316,0.68,"Normal"
"2014_15","University of Wisconsin-Green Bay","Green Bay","WI",87.35,1050,NA,NA,23,5674,17072,7758,15331,0.51,"Normal"
"2014_15","University of Wisconsin-La Crosse","La Crosse","WI",76.29,1145,NA,NA,25,9492,17828,8795,16368,0.68,"Normal"
"2014_15","Wisconsin Lutheran College","Milwaukee","WI",84.29,1079,475,525,24,1060,35337,25960,25960,0.61,"Normal"
"2014_15","University of Wisconsin-Oshkosh","Oshkosh","WI",80.34,1030,NA,NA,22,10337,17260,7437,15010,0.54,"Normal"
"2014_15","University of Wisconsin-Parkside","Kenosha","WI",86.02,990,NA,NA,21,4274,15502,7326,14899,0.31,"Normal"
"2014_15","Herzing University-Madison","Madison","WI",100,NA,NA,NA,NA,2350,23053,12790,12790,0.42,"Normal"
"2014_15","University of Wisconsin-Stout","Menomonie","WI",90.8,1050,NA,NA,23,8094,18461,9025,16771,0.53,"Normal"
"2014_15","University of Wisconsin-Superior","Superior","WI",88.57,1010,NA,NA,22,2353,16780,7994,15567,0.43,"Normal"
"2014_15","University of Wisconsin-Madison","Madison","WI",56.94,1286,610,680,29,29302,23839,10410,26660,0.84,"Normal"
"2014_15","University of Wisconsin-Milwaukee","Milwaukee","WI",89.55,1010,NA,NA,22,21577,20715,9391,19120,0.44,"Normal"
"2014_15","University of Wisconsin-Platteville","Platteville","WI",94.4,1090,NA,NA,24,7888,17333,7491,15064,0.52,"Normal"
"2014_15","University of Wisconsin-River Falls","River Falls","WI",89.54,1050,NA,NA,23,5381,17182,7751,15324,0.54,"Normal"
"2014_15","University of Wisconsin-Stevens Point","Stevens Point","WI",89.41,1050,NA,NA,23,8880,16411,7668,15241,0.6,"Normal"
"2014_15","University of Wyoming","Laramie","WY",97.66,1118,535,540,25,9910,18145,4646,14876,0.54,"Normal"
"2014_15","University of Guam","Mangilao","GU",NA,NA,NA,NA,NA,3607,13852,5098,11506,0.29,"Normal"
"2014_15","American University of Puerto Rico","Bayamon","PR",NA,NA,NA,NA,NA,742,14807,5521,5521,0.22,"Normal"
"2014_15","American University of Puerto Rico","Manati","PR",NA,NA,NA,NA,NA,889,15094,5521,5521,0.3,"Normal"
"2014_15","Universidad Adventista de las Antillas","Mayaguez","PR",84.05,NA,NA,NA,NA,1223,12584,6625,6625,0.34,"Normal"
"2014_15","Atlantic University College","Guaynabo","PR",NA,NA,NA,NA,NA,1425,9521,7395,7395,0.36,"Normal"
"2014_15","Universidad Central de Bayamon","Bayamn","PR",50.42,NA,NA,NA,NA,1794,11320,6568,6568,0.62,"Normal"
"2014_15","Albizu University-San Juan","San Juan","PR",100,NA,NA,NA,NA,108,NA,7006,7006,NA,"Normal"
"2014_15","Caribbean University-Bayamon","Bayamon","PR",NA,NA,NA,NA,NA,1613,8180,4970,4970,0.23,"Normal"
"2014_15","Caribbean University-Carolina","Carolina","PR",NA,NA,NA,NA,NA,575,8536,4970,4970,0.31,"Normal"
"2014_15","Pontifical Catholic University of Puerto Rico-Arecibo","Arecibo","PR",42.86,NA,NA,NA,NA,616,8627,4898,4898,0.24,"Normal"
"2014_15","Pontifical Catholic University of Puerto Rico-Ponce","Ponce","PR",73.56,NA,NA,NA,NA,5730,10452,5000,5000,0.31,"Normal"
"2014_15","Universidad Teologica del Caribe","Trujillo Alto","PR",NA,NA,NA,NA,NA,199,12426,3784,3784,0.31,"Normal"
"2014_15","Colegio Universitario de San Juan","San Juan","PR",91.87,NA,NA,NA,NA,1405,5920,2370,2370,0.33,"Normal"
"2014_15","Universidad Ana G. Mendez-Cupey Campus","San Juan","PR",NA,NA,NA,NA,NA,11529,14371,5580,5580,0.26,"Normal"
"2014_15","Conservatory of Music of Puerto Rico","San Juan","PR",69.23,NA,NA,NA,NA,414,10301,3370,3370,0.57,"Normal"
"2014_15","Escuela de Artes Plasticas y Diseno de Puerto Rico","San Juan","PR",92.73,NA,NA,NA,NA,555,6748,3248,5408,0.37,"Normal"
"2014_15","Inter American University of Puerto Rico-San German","San German","PR",74.33,NA,NA,NA,NA,4395,12627,4852,4852,0.36,"Normal"
"2014_15","Inter American University of Puerto Rico-Aguadilla","Aguadilla","PR",63.51,NA,NA,NA,NA,4300,10799,5474,5474,0.31,"Normal"
"2014_15","Inter American University of Puerto Rico-Arecibo","Arecibo","PR",53.76,NA,NA,NA,NA,4202,12398,4852,4852,0.3,"Normal"
"2014_15","Inter American University of Puerto Rico-Barranquitas","Barranquitas","PR",45.65,NA,NA,NA,NA,2107,10351,5014,5014,0.37,"Normal"
"2014_15","Inter American University of Puerto Rico-Metro","San Juan","PR",22.49,NA,NA,NA,NA,6747,13477,7011,7011,0.32,"Normal"
"2014_15","Inter American University of Puerto Rico-Ponce","Mercedita","PR",66.26,NA,NA,NA,NA,5305,10924,4866,4866,0.29,"Normal"
"2014_15","Inter American University of Puerto Rico-Fajardo","Fajardo","PR",74.73,NA,NA,NA,NA,2076,10696,4850,4850,0.27,"Normal"
"2014_15","Inter American University of Puerto Rico-Guayama","Guayama","PR",74.01,NA,NA,NA,NA,2059,12960,5534,5534,0.32,"Normal"
"2014_15","Inter American University of Puerto Rico-Bayamon","Bayamon","PR",61.27,NA,NA,NA,NA,4679,10251,4852,4852,0.29,"Normal"
"2014_15","University of Puerto Rico-Aguadilla","Aguadilla","PR",90.47,1054,518,536,NA,2849,7529,2019,4041,0.34,"Normal"
"2014_15","University of Puerto Rico-Arecibo","Arecibo","PR",78.8,NA,NA,NA,NA,3729,10702,2019,4041,0.39,"Normal"
"2014_15","University of Puerto Rico-Bayamon","Bayamon","PR",25.91,NA,NA,NA,NA,4823,9112,2212,4323,0.35,"Normal"
"2014_15","University of Puerto Rico-Carolina","Carolina","PR",78.54,1013,517,496,NA,3721,11325,3026,6058,0.36,"Normal"
"2014_15","University of Puerto Rico-Cayey","Cayey","PR",82.62,1147,559,589,NA,3686,10757,2212,4233,0.43,"Normal"
"2014_15","University of Puerto Rico-Humacao","Humacao","PR",48.53,NA,NA,NA,NA,3497,10669,2019,4041,0.44,"Normal"
"2014_15","University of Puerto Rico-Mayaguez","Mayaguez","PR",76.03,NA,NA,NA,NA,10914,13929,2019,4041,0.41,"Normal"
"2014_15","University of Puerto Rico-Medical Sciences","San Juan","PR",NA,NA,NA,NA,NA,453,NA,NA,NA,NA,"Normal"
"2014_15","University of Puerto Rico-Ponce","Ponce","PR",73.65,NA,NA,NA,NA,3230,12025,2019,4041,0.38,"Normal"
"2014_15","University of Puerto Rico-Rio Piedras","San Juan","PR",28.17,1188,591,597,NA,12086,7151,2019,4040,0.47,"Normal"
"2014_15","Universidad Ana G. Mendez-Carolina Campus","Carolina","PR",NA,NA,NA,NA,NA,12198,14202,5580,5580,0.22,"Normal"
"2014_15","Universidad del Sagrado Corazon","Santurce","PR",28.09,NA,NA,NA,NA,4596,13126,5680,5680,0.31,"Normal"
"2014_15","Universidad Politecnica de Puerto Rico","Hato Rey","PR",NA,NA,NA,NA,NA,3759,19588,7800,7800,0.22,"Normal"
"2014_15","Pontifical Catholic University of Puerto Rico-Mayaguez","Mayaguez","PR",56.31,NA,NA,NA,NA,1391,8716,4898,4898,0.25,"Normal"
"2014_15","Universidad Ana G. Mendez-Gurabo Campus","Gurabo","PR",NA,NA,NA,NA,NA,14596,14089,5580,5580,0.21,"Normal"
"2014_15","University of the Virgin Islands","Charlotte Amalie","VI",97.07,796,400,390,18,1971,16540,4794,13174,0.26,"Normal"
"2014_15","Stanford University","Stanford","CA",5.09,1465,730,745,33,7018,60311,45195,45195,0.95,"Normal"
"2014_15","Purdue University-Main Campus","West Lafayette","IN",59.29,1213,575,630,27,29977,22879,10002,28804,0.73,"Normal"
"2014_15","Parker University","Dallas","TX",NA,NA,NA,NA,NA,229,32570,14650,14650,NA,"Normal"
"2014_15","Widener University-Delaware Law School","Wilmington","DE",NA,NA,NA,NA,NA,89,24366,13410,13410,0.8,"Normal"
"2014_15","St. John's College","Santa Fe","NM",81.5,NA,NA,NA,NA,340,59486,47826,47826,0.5,"Normal"
"2014_15","Yeshiva and Kollel Harbotzas Torah","Brooklyn","NY",NA,NA,NA,NA,NA,31,NA,NA,NA,NA,"Normal"
"2014_15","Bais Medrash Elyon","Monsey","NY",NA,NA,NA,NA,NA,67,NA,7800,7800,0.5,"Normal"
"2014_15","Antioch University-Los Angeles","Culver City","CA",NA,NA,NA,NA,NA,167,NA,NA,NA,NA,"Normal"
"2014_15","Antioch University-Santa Barbara","Santa Barbara","CA",NA,NA,NA,NA,NA,165,NA,NA,NA,NA,"Normal"
"2014_15","Antioch University-Seattle","Seattle","WA",NA,NA,NA,NA,NA,164,35785,21315,21315,0.03,"Normal"
"2014_15","Antioch University-Midwest","Yellow Springs","OH",NA,NA,NA,NA,NA,81,NA,NA,NA,NA,"Normal"
"2014_15","Mid-America Christian University","Oklahoma City","OK",NA,NA,NA,NA,NA,2044,27355,16230,16230,0.31,"Normal"
"2014_15","Yeshiva Gedolah of Greater Detroit","Oak Park","MI",83.33,NA,NA,NA,NA,62,12800,6200,6200,0.21,"Normal"
"2014_15","Austin Graduate School of Theology","Austin","TX",NA,NA,NA,NA,NA,17,NA,NA,NA,NA,"Normal"
"2014_15","National American University-Albuquerque","Albuquerque","NM",NA,NA,NA,NA,NA,352,NA,13071,13071,0.5,"Normal"
"2014_15","South University-Columbia","Columbia","SC",NA,NA,NA,NA,NA,1022,27913,16360,16360,0.15,"Normal"
"2014_15","Platt College-Aurora","Aurora","CO",50,NA,NA,NA,NA,209,41593,20736,20736,0.75,"Normal"
"2014_15","Purdue University Global-Davenport","Davenport","IA",NA,NA,NA,NA,NA,40335,22760,13956,13956,0.21,"Normal"
"2014_15","Christian Life College","Mount Prospect","IL",NA,NA,NA,NA,NA,38,15931,11000,11000,0.5,"Normal"
"2014_15","Brandman University","Irvine","CA",73.17,NA,NA,NA,NA,3755,19925,12200,12200,NA,"Normal"
"2014_15","New College of Florida","Sarasota","FL",59.87,1274,665,615,28,834,19858,6916,29944,0.69,"Normal"
"2014_15","Montana Bible College","Bozeman","MT",100,1064,495,505,24,77,NA,7220,7220,0.25,"Normal"
"2014_15","Yeshivah Gedolah Rabbinical College","Miami Beach","FL",NA,NA,NA,NA,NA,52,NA,8400,8400,0.05,"Normal"
"2014_15","Caribbean University-Ponce","Ponce","PR",NA,NA,NA,NA,NA,1037,8438,4970,4970,0.28,"Normal"
"2014_15","Caribbean University-Vega Baja","Vega Baja","PR",NA,NA,NA,NA,NA,460,9027,4970,4970,0.32,"Normal"
"2014_15","University of Advancing Technology","Tempe","AZ",83.45,NA,NA,NA,NA,784,32809,21150,21150,0.31,"Normal"
"2014_15","South Florida Bible College and Theological Seminary","Deerfield Beach","FL",NA,NA,NA,NA,NA,92,16690,6200,6200,NA,"Normal"
"2014_15","California State University-San Marcos","San Marcos","CA",61.8,948,475,480,20,11506,17692,7169,18329,0.49,"Normal"
"2014_15","Argosy University-Hawaii","Honolulu","HI",NA,NA,NA,NA,NA,419,25471,14071,14071,0.67,"Normal"
"2014_15","McNally Smith College of Music","Saint Paul","MN",64.83,NA,NA,NA,NA,473,36787,25210,25210,0.43,"Normal"
"2014_15","Colorado Heights University","Denver","CO",NA,NA,NA,NA,NA,107,8458,6546,6546,0.59,"Normal"
"2014_15","Hodges University","Fort Myers","FL",74.29,NA,NA,NA,NA,1680,23892,13220,13220,0.29,"Normal"
"2014_15","Argosy University-Atlanta","Atlanta","GA",NA,NA,NA,NA,NA,422,24854,13663,13663,0,"Normal"
"2014_15","New England School of Communications","Bangor","ME",NA,NA,NA,NA,NA,334,NA,16847,16847,NA,"Normal"
"2014_15","Yeshiva Gedolah Imrei Yosef D'spinka","Brooklyn","NY",NA,NA,NA,NA,NA,122,16675,8000,8000,0.67,"Normal"
"2014_15","Northwest College of Art & Design","Tacoma","WA",76.62,NA,NA,NA,NA,94,31262,19100,19100,0.72,"Normal"
"2014_15","University of Washington-Bothell Campus","Bothell","WA",79.15,1009,490,525,21,4378,22747,11911,33030,0.67,"Normal"
"2014_15","University of Washington-Tacoma Campus","Tacoma","WA",84.52,979,485,495,21,3788,22120,12262,33381,0.55,"Normal"
"2014_15","University of Phoenix-Utah","Salt Lake City","UT",NA,NA,NA,NA,NA,804,23712,10252,10252,0.21,"Normal"
"2014_15","University of Phoenix-Puerto Rico","Guaynabo","PR",NA,NA,NA,NA,NA,307,19700,5880,5880,0.24,"Normal"
"2014_15","Beacon College","Leesburg","FL",59.01,NA,NA,NA,NA,223,46011,33016,33016,0.52,"Normal"
"2014_15","University of the Potomac-Washington DC Campus","Washington","DC",NA,NA,NA,NA,NA,253,24765,13434,13434,0.16,"Normal"
"2014_15","Rabbi Jacob Joseph School","Edison","NJ",100,NA,NA,NA,NA,84,18200,10900,10900,0.11,"Normal"
"2014_15","Everglades University","Boca Raton","FL",85.88,NA,NA,NA,NA,1284,38384,16000,16000,0.51,"Normal"
"2014_15","College of Biblical Studies-Houston","Houston","TX",NA,NA,NA,NA,NA,482,32091,6946,6946,0,"Normal"
"2014_15","Watkins College of Art Design & Film","Nashville","TN",26.36,1000,435,410,22,288,34118,20250,20250,0.4,"Normal"
"2014_15","Mt Sierra College","Monrovia","CA",NA,NA,NA,NA,NA,466,25776,13361,13361,0.29,"Normal"
"2014_15","Soka University of America","Aliso Viejo","CA",43.46,1223,580,650,27,411,42076,30214,30214,0.79,"Normal"
"2014_15","World Mission University","Los Angeles","CA",77.78,NA,NA,NA,NA,139,20485,5140,5140,0.45,"Normal"
"2014_15","Colorado Technical University-Sioux Falls","Sioux Falls","SD",NA,NA,NA,NA,NA,93,NA,NA,NA,0.29,"Normal"
"2014_15","Southwest University of Visual Arts-Albuquerque","Albuquerque","NM",NA,NA,NA,NA,NA,202,46279,22613,22613,0.88,"Normal"
"2014_15","Yeshivas Novominsk","Brooklyn","NY",100,NA,NA,NA,NA,129,16394,9700,9700,0.03,"Normal"
"2014_15","Rabbinical College of Ohr Shimon Yisroel","Brooklyn","NY",80,NA,NA,NA,NA,164,18136,11600,11600,0.43,"Normal"
"2014_15","University of Phoenix-New Mexico","Albuquerque","NM",NA,NA,NA,NA,NA,1238,22806,9476,9476,0.19,"Normal"
"2014_15","Westwood College-Dupage","Woodridge","IL",NA,NA,NA,NA,NA,157,30007,15500,15500,0.28,"Normal"
