,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
486,2014_15,Samuel Merritt University,Oakland,CA,Bachelor's,NO,,,,,,523.0,39.96,3.44,15.49,26.77,,,,
491,2014_15,San Diego State University,San Diego,CA,Bachelor's,NO,34.48,1115.0,545.0,565.0,25.0,27824.0,35.01,3.62,31.04,13.26,20631.0,6866.0,18026.0,0.66
492,2014_15,University of San Diego,San Diego,CA,Bachelor's,NO,46.25,1243.0,605.0,620.0,28.0,5656.0,54.21,2.99,19.32,6.47,57593.0,42908.0,42908.0,0.77
493,2014_15,San Francisco Art Institute,San Francisco,CA,Bachelor's,NO,95.08,,,,,459.0,48.37,1.96,16.78,3.92,58010.0,40096.0,40096.0,0.33
494,2014_15,San Francisco Conservatory of Music,San Francisco,CA,Bachelor's,NO,37.27,,,,,170.0,33.53,1.76,7.65,10.0,54430.0,40992.0,40992.0,0.5
495,2014_15,San Francisco State University,San Francisco,CA,Bachelor's,NO,65.97,990.0,490.0,500.0,21.0,25170.0,21.95,4.77,24.86,28.51,19998.0,6468.0,17628.0,0.5
497,2014_15,University of San Francisco,San Francisco,CA,Bachelor's,NO,60.05,1152.0,565.0,580.0,26.0,6745.0,29.27,3.07,19.56,19.84,58039.0,41450.0,41450.0,0.7
501,2014_15,William Jessup University,Rocklin,CA,Bachelor's,NO,75.81,1009.0,510.0,490.0,22.0,1131.0,68.44,4.95,16.53,3.36,37335.0,24990.0,24990.0,0.67
503,2014_15,San Jose State University,San Jose,CA,Bachelor's,NO,59.85,1038.0,505.0,535.0,22.0,26528.0,20.98,3.42,24.88,35.67,21112.0,7323.0,18483.0,0.52
506,2014_15,Westwood College-Los Angeles,Los Angeles,CA,Bachelor's,NO,,,,,,1689.0,27.89,18.12,22.91,2.37,30487.0,15140.0,15140.0,0.34
509,2014_15,Santa Clara University,Santa Clara,CA,Bachelor's,NO,49.35,1309.0,635.0,665.0,30.0,5447.0,48.41,3.16,17.18,15.04,59020.0,43812.0,43812.0,0.85
513,2014_15,Scripps College,Claremont,CA,Bachelor's,NO,28.4,1360.0,695.0,665.0,31.0,962.0,49.06,3.22,9.46,18.5,61370.0,47378.0,47378.0,0.87
516,2014_15,Shasta Bible College and Graduate School,Redding,CA,Bachelor's,NO,100.0,,,,,39.0,69.23,5.13,7.69,10.26,20493.0,11160.0,11160.0,0.38
522,2014_15,Simpson University,Redding,CA,Bachelor's,NO,57.36,1024.0,515.0,515.0,22.0,1065.0,62.07,2.82,12.11,3.47,35070.0,24300.0,24300.0,0.52
527,2014_15,Saint Mary's College of California,Moraga,CA,Bachelor's,NO,75.95,1109.0,545.0,555.0,25.0,2949.0,45.64,3.87,25.13,10.34,58362.0,41380.0,41380.0,0.69
529,2014_15,Sonoma State University,Rohnert Park,CA,Bachelor's,NO,80.02,984.0,495.0,495.0,21.0,8441.0,51.05,2.19,26.37,4.56,22604.0,7276.0,18436.0,0.55
531,2014_15,South Baylo University,Anaheim,CA,Bachelor's,NO,,,,,,107.0,13.08,2.8,3.74,48.6,,,,
533,2014_15,Vanguard University of Southern California,Costa Mesa,CA,Bachelor's,NO,58.0,970.0,495.0,475.0,21.0,1941.0,45.8,4.17,36.17,4.02,42756.0,30050.0,30050.0,0.55
539,2014_15,Southern California Institute of Architecture,Los Angeles,CA,Bachelor's,NO,80.79,1151.0,521.0,642.0,24.0,263.0,21.29,2.28,10.27,18.63,58142.0,40262.0,40262.0,0.72
540,2014_15,University of Southern California,Los Angeles,CA,Bachelor's,NO,18.02,1380.0,670.0,710.0,31.0,18392.0,36.44,4.36,13.53,22.5,62092.0,48280.0,48280.0,0.91
544,2014_15,Thomas Aquinas College,Santa Paula,CA,Bachelor's,NO,82.7,1261.0,665.0,600.0,28.0,378.0,70.63,0.0,15.08,1.06,35716.0,24500.0,24500.0,0.72
546,2014_15,Epic Bible College,Sacramento,CA,Bachelor's,NO,,,,,,208.0,37.5,19.71,12.98,3.85,24963.0,9689.0,9689.0,0.5
555,2014_15,Walden University,Minneapolis,MN,Bachelor's,NO,,,,,,8658.0,39.27,33.4,7.0,1.58,30930.0,12240.0,12240.0,0.33
562,2014_15,Westmont College,Santa Barbara,CA,Bachelor's,NO,79.36,1175.0,590.0,580.0,26.0,1297.0,65.15,1.46,13.49,7.09,53670.0,39990.0,39990.0,0.78
563,2014_15,Whittier College,Whittier,CA,Bachelor's,NO,61.88,1061.0,525.0,540.0,23.0,1624.0,31.28,5.48,44.33,9.91,50361.0,41836.0,41836.0,0.65
564,2014_15,Woodbury University,Burbank,CA,Bachelor's,NO,,,,,,1331.0,35.09,3.76,26.82,7.81,44211.0,35048.0,35048.0,0.42
568,2014_15,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,Bachelor's,NO,72.97,,,,,163.0,96.93,0.0,0.0,0.0,24850.0,13300.0,13300.0,0.38
571,2014_15,Adams State University,Alamosa,CO,Bachelor's,NO,65.29,955.0,475.0,509.0,20.0,2110.0,50.71,7.06,31.8,1.09,19043.0,8014.0,18814.0,0.21
576,2014_15,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,Bachelor's,NO,72.99,1055.0,545.0,550.0,23.0,10786.0,50.49,4.85,17.24,9.74,19096.0,8500.0,22852.0,0.4
577,2014_15,University of Colorado Colorado Springs,Colorado Springs,CO,Bachelor's,NO,92.4,1089.0,540.0,545.0,24.0,9310.0,67.33,3.63,15.49,2.96,18890.0,7462.0,17494.0,0.47
579,2014_15,University of Colorado Boulder,Boulder,CO,Bachelor's,NO,84.16,1207.0,575.0,600.0,27.0,25873.0,72.25,1.62,10.09,5.38,28887.0,10789.0,33151.0,0.7
580,2014_15,Colorado Christian University,Lakewood,CO,Bachelor's,NO,94.32,,,,,3657.0,69.18,9.22,11.65,1.39,38130.0,26430.0,26430.0,0.42
581,2014_15,Colorado College,Colorado Springs,CO,Bachelor's,NO,17.9,,,,,2036.0,66.31,2.31,8.99,4.62,57400.0,46410.0,46410.0,0.86
583,2014_15,The Art Institute of Colorado,Denver,CO,Bachelor's,NO,,,,,,1414.0,32.74,4.31,21.43,1.27,30736.0,17632.0,17632.0,0.28
586,2014_15,Colorado School of Mines,Golden,CO,Bachelor's,NO,36.47,1333.0,635.0,680.0,30.0,4383.0,75.25,0.96,7.6,4.54,30154.0,16918.0,33598.0,0.76
588,2014_15,Colorado State University-Fort Collins,Fort Collins,CO,Bachelor's,NO,80.48,1128.0,565.0,575.0,25.0,22373.0,74.67,2.31,10.53,2.23,22929.0,9897.0,26277.0,0.65
589,2014_15,Colorado Technical University-Colorado Springs,Colorado Springs,CO,Bachelor's,NO,,,,,,1139.0,38.81,11.24,3.78,1.49,23765.0,11327.0,11327.0,0.28
599,2014_15,University of Denver,Denver,CO,Bachelor's,NO,76.49,1231.0,595.0,610.0,28.0,5629.0,67.63,2.66,9.08,4.25,55476.0,42090.0,42090.0,0.76
601,2014_15,Fort Lewis College,Durango,CO,Bachelor's,NO,90.82,1020.0,546.0,515.0,22.0,3609.0,54.97,0.86,10.47,0.61,21691.0,7252.0,17780.0,0.38
608,2014_15,Colorado Mesa University,Grand Junction,CO,Bachelor's,NO,82.27,970.0,477.0,490.0,21.0,8413.0,71.77,2.52,15.51,1.4,18169.0,7116.0,17720.0,0.33
609,2014_15,Metropolitan State University of Denver,Denver,CO,Bachelor's,NO,65.11,973.0,530.0,510.0,21.0,20583.0,59.72,6.05,21.67,3.58,14522.0,6070.0,18888.0,0.24
611,2014_15,Naropa University,Boulder,CO,Bachelor's,NO,70.06,,,,,434.0,61.52,2.07,10.37,1.38,43638.0,29970.0,29970.0,0.39
612,2014_15,National American University-Colorado Springs,Colorado Springs,CO,Bachelor's,NO,,,,,,253.0,47.83,22.53,13.83,3.16,19350.0,13071.0,13071.0,0.09
614,2014_15,Nazarene Bible College,Colorado Springs,CO,Bachelor's,NO,,,,,,758.0,81.93,6.33,6.73,0.79,20430.0,11400.0,11400.0,0.17
616,2014_15,University of Northern Colorado,Greeley,CO,Bachelor's,NO,70.88,1033.0,525.0,530.0,22.0,9104.0,56.33,4.12,17.27,1.61,19187.0,7733.0,19277.0,0.46
623,2014_15,Regis University,Denver,CO,Bachelor's,NO,96.04,1108.0,540.0,530.0,25.0,4914.0,58.95,5.07,18.03,4.09,44191.0,33060.0,33060.0,0.61
624,2014_15,Rocky Mountain College of Art and Design,Lakewood,CO,Bachelor's,NO,,,,,,1013.0,59.53,8.98,9.38,2.37,33945.0,19468.0,19468.0,0.48
626,2014_15,Colorado State University Pueblo,Pueblo,CO,Bachelor's,NO,92.78,971.0,485.0,495.0,21.0,4227.0,49.87,7.85,31.96,1.35,17795.0,7834.0,18775.0,0.32
631,2014_15,United States Air Force Academy,USAF Academy,CO,Bachelor's,NO,16.55,1324.0,635.0,665.0,30.0,3952.0,64.93,5.87,10.12,4.4,,,,0.84
633,2014_15,Western Colorado University,Gunnison,CO,Bachelor's,NO,97.41,990.0,495.0,424.0,22.0,1936.0,75.41,2.74,9.3,1.08,19547.0,7874.0,18319.0,0.36
634,2014_15,Yeshiva Toras Chaim Talmudical Seminary,Denver,CO,Bachelor's,NO,100.0,,,,,12.0,100.0,0.0,0.0,0.0,,8850.0,8850.0,0.0
635,2014_15,Albertus Magnus College,New Haven,CT,Bachelor's,NO,,,,,,1249.0,41.07,34.67,15.29,0.48,42641.0,28930.0,28930.0,0.5
642,2014_15,University of Bridgeport,Bridgeport,CT,Bachelor's,NO,60.72,899.0,450.0,450.0,19.0,3021.0,25.12,37.6,16.58,2.88,46680.0,29920.0,29920.0,0.3
643,2014_15,Central Connecticut State University,New Britain,CT,Bachelor's,NO,60.44,1015.0,505.0,510.0,22.0,9600.0,66.49,10.95,12.68,3.55,20543.0,8877.0,20612.0,0.52
644,2014_15,Charter Oak State College,New Britain,CT,Bachelor's,NO,,,,,,1799.0,60.81,17.84,13.06,1.33,,,,
646,2014_15,Connecticut College,New London,CT,Bachelor's,NO,37.6,,,,,1875.0,71.89,3.25,8.69,3.47,60682.0,47740.0,47740.0,0.83
649,2014_15,University of Connecticut,Storrs,CT,Bachelor's,NO,49.96,1246.0,600.0,640.0,28.0,18016.0,61.68,5.09,8.48,9.8,26966.0,12700.0,32880.0,0.81
652,2014_15,Eastern Connecticut State University,Willimantic,CT,Bachelor's,NO,63.1,,,,,4793.0,69.1,6.61,9.16,2.38,23717.0,9560.0,21295.0,0.56
653,2014_15,Fairfield University,Fairfield,CT,Bachelor's,NO,71.53,,,,,3841.0,75.14,2.47,7.34,1.87,57966.0,43770.0,43770.0,0.8
659,2014_15,University of Hartford,West Hartford,CT,Bachelor's,NO,72.13,1000.0,495.0,500.0,22.0,4956.0,58.19,14.93,10.31,3.21,47114.0,35444.0,35444.0,0.53
660,2014_15,Holy Apostles College and Seminary,Cromwell,CT,Bachelor's,NO,,,,,,58.0,34.48,3.45,13.79,3.45,,10870.0,10870.0,0.0
662,2014_15,Lyme Academy College of Fine Arts,Old Lyme,CT,Bachelor's,NO,,,,,,0.0,0.0,0.0,0.0,0.0,39873.0,30456.0,30456.0,0.82
666,2014_15,Mitchell College,New London,CT,Bachelor's,NO,70.04,,,,,710.0,63.38,14.93,11.97,1.69,44994.0,30012.0,30012.0,0.46
670,2014_15,University of New Haven,West Haven,CT,Bachelor's,NO,80.86,1063.0,520.0,535.0,24.0,4974.0,59.27,9.17,9.97,2.47,49390.0,34630.0,34630.0,0.5
674,2014_15,Paier College of Art Inc,Hamden,CT,Bachelor's,NO,,,,,,112.0,70.54,5.36,10.71,3.57,18510.0,14360.0,14360.0,0.62
677,2014_15,Post University,Waterbury,CT,Bachelor's,NO,87.07,855.0,425.0,430.0,14.0,6594.0,35.82,20.08,6.57,1.03,34350.0,16510.0,16510.0,0.26
679,2014_15,Quinnipiac University,Hamden,CT,Bachelor's,NO,65.91,1104.0,535.0,555.0,25.0,6503.0,76.78,4.89,8.78,2.58,55265.0,40670.0,40670.0,0.76
680,2014_15,Sacred Heart University,Fairfield,CT,Bachelor's,NO,57.15,,,,,4904.0,69.25,3.55,7.42,2.12,52550.0,35750.0,35750.0,0.67
681,2014_15,University of Saint Joseph,West Hartford,CT,Bachelor's,NO,79.97,969.0,480.0,485.0,21.0,930.0,53.66,15.7,15.38,2.47,46088.0,34755.0,34755.0,0.51
684,2014_15,Southern Connecticut State University,New Haven,CT,Bachelor's,NO,71.54,932.0,470.0,460.0,20.0,8133.0,57.57,16.02,11.84,2.73,19704.0,9157.0,20937.0,0.53
687,2014_15,Trinity College,Hartford,CT,Bachelor's,NO,33.04,,,,,2262.0,64.85,5.92,6.98,4.38,62310.0,49056.0,49056.0,0.84
689,2014_15,United States Coast Guard Academy,New London,CT,Bachelor's,NO,18.08,1260.0,615.0,640.0,28.0,896.0,65.18,4.02,12.39,5.92,,942.0,942.0,0.86
690,2014_15,Wesleyan University,Middletown,CT,Bachelor's,NO,23.91,,,,,2907.0,53.29,7.05,9.84,8.67,62849.0,48272.0,48272.0,0.93
691,2014_15,Western Connecticut State University,Danbury,CT,Bachelor's,NO,40.03,981.0,490.0,490.0,21.0,5206.0,64.73,11.99,16.12,3.46,22558.0,9077.0,20812.0,0.43
693,2014_15,Yale University,New Haven,CT,Bachelor's,NO,6.3,1493.0,755.0,750.0,33.0,5473.0,47.05,6.78,11.0,16.55,61620.0,45800.0,45800.0,0.96
699,2014_15,Delaware State University,Dover,DE,Bachelor's,NO,43.74,894.0,445.0,450.0,19.0,3654.0,11.25,74.55,5.69,0.79,20587.0,7336.0,15692.0,0.43
700,2014_15,University of Delaware,Newark,DE,Bachelor's,NO,67.83,1194.0,585.0,605.0,27.0,18222.0,75.17,5.5,7.21,4.43,23357.0,12342.0,30692.0,0.79
701,2014_15,Goldey-Beacom College,Wilmington,DE,Bachelor's,NO,50.95,,,,,629.0,44.83,29.25,3.66,4.45,33225.0,22500.0,22500.0,0.47
703,2014_15,Wesley College,Dover,DE,Bachelor's,NO,56.7,853.0,430.0,430.0,17.0,1500.0,39.93,39.27,5.6,1.47,37617.0,24100.0,24100.0,0.22
704,2014_15,Wilmington University,New Castle,DE,Bachelor's,NO,,,,,,8671.0,51.23,24.37,3.18,1.75,17043.0,10190.0,10190.0,0.35
705,2014_15,American University,Washington,DC,Bachelor's,NO,45.84,1252.0,635.0,610.0,28.0,7094.0,57.65,6.44,10.81,6.61,56620.0,41833.0,41833.0,0.82
706,2014_15,The Catholic University of America,Washington,DC,Bachelor's,NO,73.91,1130.0,565.0,560.0,25.0,3529.0,63.42,5.58,11.99,3.15,55995.0,39726.0,39726.0,0.67
707,2014_15,University of the District of Columbia,Washington,DC,Bachelor's,NO,,,,,,4253.0,4.47,62.61,8.56,2.56,21149.0,5251.0,11233.0,0.13
709,2014_15,Gallaudet University,Washington,DC,Bachelor's,NO,65.32,849.0,430.0,445.0,18.0,1001.0,56.14,12.39,14.59,4.3,31988.0,15024.0,15024.0,0.46
710,2014_15,George Washington University,Washington,DC,Bachelor's,NO,43.79,1297.0,640.0,655.0,29.0,10433.0,58.35,6.28,7.7,9.95,61394.0,48760.0,48760.0,0.79
711,2014_15,Georgetown University,Washington,DC,Bachelor's,NO,17.35,1414.0,710.0,710.0,32.0,7211.0,58.13,6.18,7.84,9.6,62179.0,46744.0,46744.0,0.95
712,2014_15,Howard University,Washington,DC,Bachelor's,NO,48.41,1105.0,555.0,550.0,24.0,6961.0,1.44,91.06,0.37,1.54,41643.0,23970.0,23970.0,0.6
714,2014_15,Strayer University-District of Columbia,Washington,DC,Bachelor's,NO,,,,,,774.0,4.52,78.94,6.98,1.68,32064.0,12975.0,12975.0,0.26
716,2014_15,Trinity Washington University,Washington,DC,Bachelor's,NO,90.85,,,,,1665.0,1.86,69.97,16.4,0.9,30725.0,22316.0,22316.0,0.45
721,2014_15,The Baptist College of Florida,Graceville,FL,Bachelor's,NO,55.56,962.0,545.0,465.0,20.0,454.0,79.96,6.39,4.41,0.44,16788.0,9700.0,9700.0,0.47
722,2014_15,Barry University,Miami,FL,Bachelor's,NO,46.11,938.0,470.0,462.0,20.0,3913.0,20.04,31.77,28.67,1.53,43885.0,28160.0,28160.0,0.36
724,2014_15,Bethune-Cookman University,Daytona Beach,FL,Bachelor's,NO,63.71,803.0,405.0,395.0,17.0,3897.0,1.9,88.91,2.77,0.21,27130.0,14410.0,14410.0,0.5
725,2014_15,Lynn University,Boca Raton,FL,Bachelor's,NO,74.87,980.0,490.0,483.0,21.0,1911.0,43.22,9.05,13.81,1.36,49535.0,35050.0,35050.0,0.4
731,2014_15,Albizu University-Miami,Miami,FL,Bachelor's,NO,35.29,,,,,262.0,1.91,1.91,90.84,0.0,30878.0,12240.0,12240.0,0.5
733,2014_15,Johnson University Florida,Kissimmee,FL,Bachelor's,NO,35.33,940.0,480.0,470.0,20.0,220.0,70.0,11.36,15.45,0.91,20568.0,14270.0,14270.0,0.35
734,2014_15,University of Central Florida,Orlando,FL,Bachelor's,NO,49.61,1185.0,590.0,595.0,26.0,52280.0,55.19,10.88,23.03,5.59,19752.0,6368.0,22467.0,0.7
737,2014_15,Clearwater Christian College,Clearwater,FL,Bachelor's,NO,61.92,974.0,495.0,485.0,21.0,409.0,74.82,6.6,12.96,2.2,28527.0,17865.0,17865.0,0.5
740,2014_15,South University-West Palm Beach,Royal Palm Beach,FL,Bachelor's,NO,,,,,,942.0,25.58,44.48,21.87,3.82,27546.0,16360.0,16360.0,0.07
741,2014_15,Eckerd College,Saint Petersburg,FL,Bachelor's,NO,72.74,1153.0,570.0,555.0,26.0,2062.0,77.11,4.9,7.9,1.7,51708.0,38668.0,38668.0,0.66
743,2014_15,Edward Waters College,Jacksonville,FL,Bachelor's,NO,52.95,825.0,420.0,405.0,17.0,927.0,3.67,88.03,3.02,0.11,23235.0,12525.0,12525.0,0.2
744,2014_15,Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,Bachelor's,NO,73.06,,,,,4954.0,53.01,5.61,5.65,4.42,46614.0,31948.0,31948.0,0.52
745,2014_15,Florida Agricultural and Mechanical University,Tallahassee,FL,Bachelor's,NO,48.95,948.0,477.0,465.0,20.0,7995.0,3.29,93.68,1.21,0.78,19395.0,5785.0,17725.0,0.4
746,2014_15,Florida Atlantic University,Boca Raton,FL,Bachelor's,NO,66.03,1058.0,525.0,525.0,23.0,24228.0,44.77,19.65,25.52,3.95,19310.0,4831.0,17276.0,0.46
748,2014_15,Flagler College,Saint Augustine,FL,Bachelor's,NO,47.88,1058.0,535.0,515.0,23.0,2767.0,73.87,3.72,9.65,1.05,29138.0,16180.0,16180.0,0.58
753,2014_15,AdventHealth University,Orlando,FL,Bachelor's,NO,100.0,928.0,473.0,453.0,20.0,1870.0,45.51,14.28,21.93,6.36,21994.0,12430.0,12430.0,0.35
754,2014_15,Florida Institute of Technology,Melbourne,FL,Bachelor's,NO,61.57,1176.0,560.0,595.0,27.0,3348.0,40.23,5.82,6.63,2.54,51312.0,37990.0,37990.0,0.55
756,2014_15,Florida International University,Miami,FL,Bachelor's,NO,52.78,1089.0,545.0,535.0,24.0,39102.0,9.52,12.15,67.1,2.63,18784.0,6497.0,18895.0,0.54
758,2014_15,Florida Memorial University,Miami Gardens,FL,Bachelor's,NO,20.54,,,,,1478.0,0.47,72.33,4.33,0.2,25090.0,14776.0,14776.0,0.39
761,2014_15,Florida Southern College,Lakeland,FL,Bachelor's,NO,44.81,1147.0,570.0,560.0,26.0,2352.0,72.32,5.95,10.29,1.62,40347.0,29990.0,29990.0,0.65
762,2014_15,Florida State University,Tallahassee,FL,Bachelor's,NO,55.39,1228.0,605.0,600.0,28.0,32432.0,65.76,8.11,17.97,2.43,21408.0,6507.0,21673.0,0.79
765,2014_15,University of Florida,Gainesville,FL,Bachelor's,NO,45.61,1273.0,625.0,640.0,29.0,31879.0,57.83,6.66,20.03,7.75,20085.0,6313.0,28591.0,0.88
768,2014_15,Full Sail University,Winter Park,FL,Bachelor's,NO,,,,,,17205.0,44.63,22.45,5.55,1.73,37072.0,22796.0,22796.0,0.55
774,2014_15,Hobe Sound Bible College,Hobe Sound,FL,Bachelor's,NO,,,,,,233.0,71.67,9.87,3.0,0.0,12111.0,5920.0,5920.0,0.69
778,2014_15,Sanford-Brown College-Tampa,Tampa,FL,Bachelor's,NO,,,,,,426.0,22.77,14.79,7.04,1.17,24036.0,13736.0,13736.0,0.33
780,2014_15,AI Miami International University of Art and Design,Miami,FL,Bachelor's,NO,,,,,,2778.0,3.24,1.98,47.73,0.18,29975.0,17704.0,17704.0,0.34
782,2014_15,Jacksonville University,Jacksonville,FL,Bachelor's,NO,56.07,,,,,3164.0,50.76,15.33,7.27,1.52,42630.0,31370.0,31370.0,0.41
794,2014_15,Luther Rice College & Seminary,Lithonia,GA,Bachelor's,NO,48.78,,,,,490.0,50.82,44.49,2.45,1.84,21042.0,6080.0,6080.0,0.0
800,2014_15,Trinity International University-Florida,Miami,FL,Bachelor's,NO,,,,,,230.0,12.61,32.61,50.43,1.3,,,,
803,2014_15,University of Miami,Coral Gables,FL,Bachelor's,NO,38.18,1330.0,645.0,675.0,30.0,10828.0,42.57,7.4,21.57,5.73,59850.0,44350.0,44350.0,0.81
812,2014_15,University of North Florida,Jacksonville,FL,Bachelor's,NO,60.57,1133.0,585.0,570.0,24.0,13884.0,69.37,9.57,9.65,4.27,20102.0,6385.0,20789.0,0.55
813,2014_15,Northwood University-Florida,West Palm Beach,FL,Bachelor's,NO,39.79,919.0,450.0,475.0,19.0,669.0,17.79,10.91,14.5,0.45,35049.0,23132.0,23132.0,0.28
814,2014_15,Nova Southeastern University,Fort Lauderdale,FL,Bachelor's,NO,48.81,1143.0,560.0,565.0,26.0,4582.0,32.34,18.14,31.45,7.92,42261.0,26700.0,26700.0,0.46
818,2014_15,Palm Beach Atlantic University,West Palm Beach,FL,Bachelor's,NO,95.27,1071.0,530.0,514.0,24.0,2585.0,60.54,13.46,16.52,1.35,38513.0,26274.0,26274.0,0.55
827,2014_15,Ringling College of Art and Design,Sarasota,FL,Bachelor's,NO,85.22,,,,,1216.0,55.1,2.63,14.88,7.57,55704.0,40040.0,40040.0,0.66
830,2014_15,Rollins College,Winter Park,FL,Bachelor's,NO,57.29,,,,,2670.0,62.36,6.1,15.62,2.55,57686.0,43080.0,43080.0,0.71
832,2014_15,Saint Leo University,Saint Leo,FL,Bachelor's,NO,72.16,,,,,11976.0,38.23,36.96,11.04,1.24,33355.0,20420.0,20420.0,0.45
837,2014_15,Argosy University-Sarasota,Sarasota,FL,Bachelor's,NO,,,,,,142.0,52.82,34.51,8.45,0.7,25063.0,13663.0,13663.0,0.67
840,2014_15,St. John Vianney College Seminary,Miami,FL,Bachelor's,NO,100.0,,,,,77.0,31.17,6.49,44.16,0.0,37300.0,21100.0,21100.0,0.44
843,2014_15,University of South Florida,Tampa,FL,Bachelor's,NO,53.16,1162.0,575.0,585.0,26.0,30279.0,52.79,10.97,20.24,6.22,19306.0,6410.0,17324.0,0.67
844,2014_15,St. Thomas University,Miami Gardens,FL,Bachelor's,NO,84.9,919.0,465.0,460.0,19.0,931.0,9.24,21.7,46.19,0.43,40271.0,27150.0,27150.0,0.33
846,2014_15,Stetson University,DeLand,FL,Bachelor's,NO,61.24,,,,,2821.0,64.52,7.87,14.46,2.3,52355.0,40040.0,40040.0,0.61
847,2014_15,Southeastern University,Lakeland,FL,Bachelor's,NO,43.94,965.0,495.0,465.0,21.0,2946.0,60.56,14.8,16.6,1.39,31855.0,22202.0,22202.0,0.42
851,2014_15,Talmudic College of Florida,Miami Beach,FL,Bachelor's,NO,,,,,,46.0,69.57,0.0,2.17,0.0,23900.0,12500.0,12500.0,0.8
854,2014_15,The University of Tampa,Tampa,FL,Bachelor's,NO,51.88,1094.0,535.0,540.0,25.0,6811.0,59.46,5.37,12.26,1.47,38635.0,26330.0,26330.0,0.62
857,2014_15,Trinity Baptist College,Jacksonville,FL,Bachelor's,NO,63.68,899.0,454.0,458.0,19.0,352.0,62.78,22.44,8.81,1.7,17757.0,10110.0,10110.0,0.41
858,2014_15,Trinity College of Florida,Trinity,FL,Bachelor's,NO,,,,,,224.0,51.79,21.88,14.29,1.79,23818.0,14660.0,14660.0,0.32
861,2014_15,Warner University,Lake Wales,FL,Bachelor's,NO,26.0,863.0,429.0,425.0,18.0,1011.0,37.88,41.15,13.65,0.59,29323.0,18966.0,18966.0,0.38
863,2014_15,Webber International University,Babson Park,FL,Bachelor's,NO,50.56,950.0,470.0,480.0,20.0,687.0,39.16,21.4,11.35,1.31,36402.0,24034.0,24034.0,0.3
865,2014_15,The University of West Florida,Pensacola,FL,Bachelor's,NO,41.67,1065.0,520.0,505.0,24.0,9794.0,66.25,12.44,8.87,2.99,17697.0,6360.0,19241.0,0.51
871,2014_15,Agnes Scott College,Decatur,GA,Bachelor's,NO,67.72,,,,,802.0,32.29,35.16,9.48,4.86,46124.0,35982.0,35982.0,0.73
876,2014_15,Albany State University,Albany,GA,Bachelor's,NO,47.29,875.0,450.0,430.0,18.0,3261.0,4.85,90.03,1.32,0.15,18488.0,5192.0,15196.0,0.4
878,2014_15,Armstrong State University,Savannah,GA,Bachelor's,NO,68.03,1006.0,510.0,495.0,22.0,6162.0,58.2,25.04,6.62,3.49,19983.0,5266.0,15271.0,0.3
879,2014_15,The Art Institute of Atlanta,Atlanta,GA,Bachelor's,NO,,,,,,2584.0,1.86,2.21,7.93,0.04,31940.0,17596.0,17596.0,0.22
882,2014_15,Point University,West Point,GA,Bachelor's,NO,51.89,917.0,455.0,470.0,19.0,1399.0,39.89,40.46,3.57,0.64,27053.0,17650.0,17650.0,0.37
886,2014_15,Clark Atlanta University,Atlanta,GA,Bachelor's,NO,84.67,860.0,430.0,420.0,18.0,2567.0,0.04,86.64,0.35,0.19,35471.0,21334.0,21334.0,0.41
891,2014_15,Berry College,Mount Berry,GA,Bachelor's,NO,60.83,1183.0,580.0,580.0,27.0,2065.0,83.05,4.36,6.34,1.26,43283.0,30530.0,30530.0,0.62
892,2014_15,Beulah Heights University,Atlanta,GA,Bachelor's,NO,,,,,,451.0,4.88,73.39,2.0,11.09,15229.0,9390.0,9390.0,0.21
893,2014_15,Brenau University,Gainesville,GA,Bachelor's,NO,75.81,985.0,500.0,485.0,,1581.0,49.78,31.75,7.78,2.02,35745.0,24780.0,24780.0,0.47
894,2014_15,Brewton-Parker College,Mount Vernon,GA,Bachelor's,NO,,,,,,472.0,54.66,27.97,5.93,0.42,24104.0,14200.0,14200.0,0.18
898,2014_15,Carver Bible College,Atlanta,GA,Bachelor's,NO,,,,,,88.0,0.0,100.0,0.0,0.0,15702.0,9260.0,9260.0,0.06
899,2014_15,Clayton  State University,Morrow,GA,Bachelor's,NO,42.45,930.0,470.0,460.0,20.0,6064.0,18.9,65.3,2.62,4.86,17292.0,5246.0,15251.0,0.33
902,2014_15,Columbus State University,Columbus,GA,Bachelor's,NO,55.22,976.0,495.0,485.0,21.0,6715.0,52.06,36.16,5.58,2.16,17329.0,5613.0,15930.0,0.32
904,2014_15,Covenant College,Lookout Mountain,GA,Bachelor's,NO,96.64,1175.0,600.0,565.0,26.0,1066.0,86.87,3.0,3.1,2.06,40235.0,30160.0,30160.0,0.57
909,2014_15,Emmanuel College,Franklin Springs,GA,Bachelor's,NO,49.12,960.0,475.0,485.0,,727.0,70.56,18.29,4.81,0.83,26177.0,18170.0,18170.0,0.45
