,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
2765,2016_17,Kettering College,Kettering,OH,Bachelor's,NO,99.21,,,,,585.0,85.47,4.96,2.05,3.42,23372.0,11808.0,11808.0,0.39
2766,2016_17,Lake Erie College,Painesville,OH,Bachelor's,NO,63.1,946.0,465.0,465.0,20.0,750.0,72.8,14.13,2.4,0.8,41756.0,29960.0,29960.0,0.45
2773,2016_17,Lourdes University,Sylvania,OH,Bachelor's,NO,89.34,989.0,470.0,510.0,21.0,1114.0,70.2,11.4,8.98,0.45,31472.0,20620.0,20620.0,0.28
2774,2016_17,Malone University,Canton,OH,Bachelor's,NO,72.81,1017.0,480.0,465.0,22.0,1228.0,80.29,12.21,2.77,0.81,40045.0,29422.0,29422.0,0.53
2775,2016_17,Marietta College,Marietta,OH,Bachelor's,NO,61.41,1090.0,530.0,560.0,24.0,1076.0,66.91,5.11,2.14,1.21,46793.0,35330.0,35330.0,0.61
2780,2016_17,Miami University-Hamilton,Hamilton,OH,Bachelor's,NO,,,,,,2672.0,78.03,9.99,3.85,2.21,12726.0,5173.0,15031.0,0.23
2781,2016_17,Miami University-Middletown,Middletown,OH,Bachelor's,NO,,,,,,1448.0,75.62,5.25,2.21,1.17,13774.0,5173.0,15031.0,0.15
2782,2016_17,Miami University-Oxford,Oxford,OH,Bachelor's,NO,65.38,1276.0,600.0,640.0,29.0,16597.0,74.82,3.14,4.09,2.16,29413.0,14736.0,32555.0,0.78
2786,2016_17,Mount Carmel College of Nursing,Columbus,OH,Bachelor's,NO,78.97,990.0,,,21.0,926.0,85.85,7.88,1.4,1.3,21410.0,12673.0,12673.0,0.73
2787,2016_17,University of Mount Union,Alliance,OH,Bachelor's,NO,76.99,1056.0,485.0,515.0,23.0,2109.0,79.33,7.06,2.75,0.85,40402.0,29120.0,29120.0,0.59
2788,2016_17,Mount Vernon Nazarene University,Mount Vernon,OH,Bachelor's,NO,74.22,1050.0,530.0,520.0,23.0,1720.0,85.12,4.36,2.73,0.41,37167.0,26950.0,26950.0,0.58
2789,2016_17,Mount Saint Joseph University,Cincinnati,OH,Bachelor's,NO,88.05,1011.0,500.0,515.0,22.0,1207.0,79.12,11.43,0.66,0.5,34904.0,28300.0,28300.0,0.52
2791,2016_17,Muskingum University,New Concord,OH,Bachelor's,NO,77.41,1009.0,485.0,515.0,22.0,1498.0,79.04,4.61,2.34,0.93,37883.0,26928.0,26928.0,0.54
2798,2016_17,Notre Dame College,Cleveland,OH,Bachelor's,NO,90.25,942.0,453.0,455.0,20.0,1587.0,58.35,25.96,4.73,1.2,40166.0,28300.0,28300.0,0.35
2801,2016_17,Oberlin College,Oberlin,OH,Bachelor's,NO,28.03,1364.0,680.0,670.0,31.0,2895.0,66.11,5.39,7.63,3.9,66870.0,52002.0,52002.0,0.85
2803,2016_17,Ohio Dominican University,Columbus,OH,Bachelor's,NO,52.16,1004.0,470.0,485.0,22.0,1169.0,58.0,21.39,3.59,1.2,43659.0,31080.0,31080.0,0.37
2805,2016_17,Ohio Northern University,Ada,OH,Bachelor's,NO,64.11,1160.0,555.0,578.0,26.0,2088.0,79.93,4.17,0.96,1.34,43558.0,29820.0,29820.0,0.78
2809,2016_17,Ohio State University-Marion Campus,Marion,OH,Bachelor's,NO,,,,,,1042.0,79.85,3.74,4.22,3.74,17091.0,7140.0,25332.0,0.39
2815,2016_17,Ohio State University-Main Campus,Columbus,OH,Bachelor's,NO,54.11,1296.0,605.0,680.0,29.0,44762.0,69.47,5.49,3.84,6.4,25173.0,10037.0,28229.0,0.84
2820,2016_17,Ohio University-Main Campus,Athens,OH,Bachelor's,NO,74.85,1091.0,545.0,550.0,24.0,23344.0,83.53,5.37,2.83,1.0,27183.0,11744.0,21208.0,0.64
2824,2016_17,Ohio Wesleyan University,Delaware,OH,Bachelor's,NO,71.55,,,,,1626.0,69.62,8.79,5.1,3.32,57888.0,44090.0,44090.0,0.67
2825,2016_17,Otterbein University,Westerville,OH,Bachelor's,NO,72.87,1106.0,565.0,550.0,24.0,2382.0,78.13,6.0,2.39,2.1,43871.0,31874.0,31874.0,0.58
2830,2016_17,Pontifical College Josephinum,Columbus,OH,Bachelor's,NO,90.91,,,,,90.0,76.67,1.11,7.78,3.33,38848.0,22092.0,22092.0,0.86
2833,2016_17,Rabbinical College Telshe,Wickliffe,OH,Bachelor's,NO,94.12,,,,,47.0,100.0,0.0,0.0,0.0,17400.0,10500.0,10500.0,0.31
2838,2016_17,Shawnee State University,Portsmouth,OH,Bachelor's,NO,73.57,990.0,,,21.0,3365.0,85.74,5.97,0.77,0.51,19047.0,7365.0,14145.0,0.3
2847,2016_17,Franciscan University of Steubenville,Steubenville,OH,Bachelor's,NO,78.75,1157.0,605.0,565.0,25.0,2038.0,81.7,0.69,10.75,1.91,35979.0,25680.0,25680.0,0.76
2851,2016_17,Tiffin University,Tiffin,OH,Bachelor's,NO,75.61,,,,,2189.0,42.67,12.38,2.7,0.41,35055.0,23125.0,23125.0,0.34
2852,2016_17,University of Toledo,Toledo,OH,Bachelor's,NO,94.32,1070.0,520.0,545.0,23.0,15145.0,68.91,11.5,4.89,2.09,23464.0,9547.0,18885.0,0.43
2853,2016_17,Tri-State Bible College,South Point,OH,Bachelor's,NO,,,,,,37.0,51.35,45.95,0.0,2.7,23325.0,9100.0,9100.0,
2858,2016_17,Union Institute & University,Cincinnati,OH,Bachelor's,NO,,,,,,837.0,35.36,17.92,24.97,0.84,26068.0,12416.0,12416.0,0.07
2861,2016_17,Urbana University,Urbana,OH,Bachelor's,NO,91.54,908.0,455.0,440.0,19.0,609.0,53.04,26.93,1.64,0.66,33036.0,22452.0,22452.0,0.34
2862,2016_17,Ursuline College,Pepper Pike,OH,Bachelor's,NO,89.61,1008.0,505.0,495.0,22.0,632.0,58.07,25.47,2.69,2.22,39433.0,29940.0,29940.0,0.52
2864,2016_17,Walsh University,North Canton,OH,Bachelor's,NO,77.67,1024.0,495.0,500.0,22.0,2032.0,74.36,7.14,2.85,0.79,38912.0,28720.0,28720.0,0.58
2867,2016_17,Wilberforce University,Wilberforce,OH,Bachelor's,NO,38.41,827.0,425.0,410.0,17.0,581.0,1.2,92.08,0.0,0.0,27440.0,13250.0,13250.0,0.21
2868,2016_17,Wilmington College,Wilmington,OH,Bachelor's,NO,86.59,964.0,460.0,460.0,21.0,1140.0,77.98,11.49,1.75,0.35,36345.0,25000.0,25000.0,0.56
2870,2016_17,Wittenberg University,Springfield,OH,Bachelor's,NO,78.32,,,,,1894.0,77.03,9.4,3.54,1.16,49930.0,38090.0,38090.0,0.68
2871,2016_17,The College of Wooster,Wooster,OH,Bachelor's,NO,58.16,1219.0,595.0,615.0,27.0,1980.0,67.42,8.23,5.0,4.8,57466.0,46860.0,46860.0,0.76
2872,2016_17,Wright State University-Main Campus,Dayton,OH,Bachelor's,NO,95.25,1016.0,530.0,540.0,22.0,11664.0,73.4,11.77,3.56,2.73,21024.0,8730.0,17098.0,0.36
2873,2016_17,Wright State University-Lake Campus,Celina,OH,Bachelor's,NO,98.81,1005.0,436.0,486.0,22.0,1073.0,91.71,2.98,2.14,0.37,13695.0,5842.0,14462.0,0.42
2874,2016_17,Xavier University,Cincinnati,OH,Bachelor's,NO,68.58,1146.0,535.0,565.0,26.0,4500.0,72.13,9.31,5.24,2.6,49220.0,36150.0,36150.0,0.72
2875,2016_17,Youngstown State University,Youngstown,OH,Bachelor's,NO,67.45,1003.0,480.0,490.0,22.0,10147.0,76.08,9.88,3.95,1.15,17436.0,8317.0,8557.0,0.3
2877,2016_17,Bacone College,Muskogee,OK,Bachelor's,NO,50.47,826.0,420.0,410.0,17.0,990.0,16.46,28.48,10.61,3.94,29200.0,14850.0,14850.0,0.09
2878,2016_17,Oklahoma Wesleyan University,Bartlesville,OK,Bachelor's,NO,72.8,969.0,460.0,505.0,21.0,1166.0,62.86,8.58,4.97,1.11,35827.0,25070.0,25070.0,0.44
2879,2016_17,Southern Nazarene University,Bethany,OK,Bachelor's,NO,,,,,,1592.0,60.8,12.19,9.3,1.26,33950.0,24468.0,24468.0,0.33
2882,2016_17,Cameron University,Lawton,OK,Bachelor's,NO,,,,,,4117.0,50.23,13.33,12.75,1.48,15268.0,5970.0,15210.0,0.19
2885,2016_17,University of Central Oklahoma,Edmond,OK,Bachelor's,NO,75.03,1010.0,,,22.0,14531.0,56.8,8.88,9.71,3.34,18226.0,6699.0,16460.0,0.38
2888,2016_17,East Central University,Ada,OK,Bachelor's,NO,57.77,948.0,400.0,535.0,20.0,3249.0,54.76,3.51,5.36,0.4,13380.0,6279.0,15399.0,0.34
2893,2016_17,Randall University,Moore,OK,Bachelor's,NO,45.45,926.0,450.0,420.0,20.0,323.0,47.37,10.84,23.84,0.62,24839.0,13040.0,13040.0,0.52
2895,2016_17,Langston University,Langston,OK,Bachelor's,NO,,,,,,2013.0,4.67,72.43,2.43,0.3,18714.0,5734.0,13073.0,0.09
2898,2016_17,Northeastern State University,Tahlequah,OK,Bachelor's,NO,93.75,1010.0,474.0,510.0,22.0,6548.0,48.64,4.15,5.71,2.37,15999.0,6207.0,13707.0,0.27
2902,2016_17,Northwestern Oklahoma State University,Alva,OK,Bachelor's,NO,43.77,970.0,,,21.0,1841.0,61.05,6.84,8.47,0.65,14626.0,6690.0,13538.0,0.26
2904,2016_17,Oklahoma Christian University,Edmond,OK,Bachelor's,NO,60.82,1113.0,545.0,535.0,25.0,1868.0,73.45,7.92,6.1,3.32,31504.0,20840.0,20840.0,0.49
2905,2016_17,University of Oklahoma-Health Sciences Center,Oklahoma City,OK,Bachelor's,NO,,,,,,824.0,65.53,3.52,8.01,6.67,,,,
2906,2016_17,Oklahoma Panhandle State University,Goodwell,OK,Bachelor's,NO,,,,,,1059.0,50.8,10.01,24.65,1.04,17355.0,7294.0,8233.0,0.24
2907,2016_17,Oklahoma State University-Main Campus,Stillwater,OK,Bachelor's,NO,74.52,1101.0,535.0,550.0,24.0,20827.0,68.5,4.83,7.0,1.74,22059.0,8321.0,22443.0,0.63
2909,2016_17,Oklahoma Baptist University,Shawnee,OK,Bachelor's,NO,60.11,1065.0,530.0,513.0,23.0,1931.0,69.08,5.9,2.18,1.24,36162.0,25310.0,25310.0,0.57
2911,2016_17,Oklahoma City University,Oklahoma City,OK,Bachelor's,NO,72.15,1150.0,565.0,544.0,26.0,1777.0,59.37,5.29,9.23,2.81,43811.0,30726.0,30726.0,0.59
2912,2016_17,University of Oklahoma-Norman Campus,Norman,OK,Bachelor's,NO,70.84,1189.0,593.0,610.0,26.0,21082.0,61.28,4.89,9.47,6.17,25085.0,10881.0,25203.0,0.68
2915,2016_17,Oral Roberts University,Tulsa,OK,Bachelor's,NO,68.46,1010.0,509.0,500.0,22.0,2998.0,49.07,15.28,9.57,2.4,37123.0,25676.0,25676.0,0.57
2917,2016_17,Rogers State University,Claremore,OK,Bachelor's,NO,,,,,,3420.0,57.28,3.65,5.12,1.35,17589.0,6540.0,14460.0,0.17
2919,2016_17,St. Gregory's University,Shawnee,OK,Bachelor's,NO,42.48,,,,,601.0,52.91,5.66,11.81,1.0,33460.0,21300.0,21300.0,0.31
2921,2016_17,University of Science and Arts of Oklahoma,Chickasha,OK,Bachelor's,NO,48.85,994.0,448.0,465.0,22.0,806.0,58.81,3.47,9.31,0.74,17212.0,7200.0,17550.0,0.39
2924,2016_17,Southeastern Oklahoma State University,Durant,OK,Bachelor's,NO,77.33,970.0,,,21.0,2989.0,53.7,5.55,6.09,0.43,15342.0,6450.0,15720.0,0.25
2925,2016_17,Southwestern Christian University,Bethany,OK,Bachelor's,NO,41.11,904.0,430.0,430.0,19.0,742.0,46.23,22.1,9.16,1.08,20034.0,13080.0,13080.0,0.34
2926,2016_17,Southwestern Oklahoma State University,Weatherford,OK,Bachelor's,NO,90.83,990.0,,,21.0,4272.0,64.44,4.35,9.25,2.08,18125.0,6690.0,13440.0,0.28
2929,2016_17,University of Tulsa,Tulsa,OK,Bachelor's,NO,36.96,1308.0,620.0,625.0,30.0,3361.0,56.62,4.7,5.27,4.34,53667.0,41509.0,41509.0,0.73
2938,2016_17,The Art Institute of Portland,Portland,OR,Bachelor's,NO,,,,,,695.0,42.59,2.16,14.82,4.89,26621.0,17412.0,17412.0,0.27
2947,2016_17,Concordia University-Portland,Portland,OR,Bachelor's,NO,54.76,987.0,505.0,495.0,21.0,1174.0,60.56,5.96,3.41,6.39,38473.0,29390.0,29390.0,0.44
2950,2016_17,Eastern Oregon University,La Grande,OR,Bachelor's,NO,97.03,940.0,465.0,470.0,20.0,2721.0,74.53,2.65,6.87,1.62,20952.0,8004.0,18645.0,0.31
2952,2016_17,New Hope Christian College-Eugene,Eugene,OR,Bachelor's,NO,97.37,,,,,127.0,61.42,6.3,14.17,3.94,23897.0,14230.0,14230.0,0.32
2953,2016_17,George Fox University,Newberg,OR,Bachelor's,NO,63.76,1089.0,540.0,540.0,24.0,2682.0,68.72,1.42,12.12,4.18,45298.0,33730.0,33730.0,0.64
2956,2016_17,Lewis & Clark College,Portland,OR,Bachelor's,NO,54.95,1290.0,645.0,635.0,29.0,2033.0,65.86,2.31,10.53,6.0,59318.0,46894.0,46894.0,0.79
2957,2016_17,Linfield University-McMinnville Campus,McMinnville,OR,Bachelor's,NO,80.75,1033.0,525.0,510.0,22.0,1603.0,59.83,1.93,13.85,5.18,52357.0,40175.0,40175.0,0.7
2960,2016_17,Marylhurst University,Marylhurst,OR,Bachelor's,NO,100.0,,,,,372.0,70.97,3.23,7.8,3.23,29048.0,20835.0,20835.0,0.22
2963,2016_17,Mount Angel Seminary,Saint Benedict,OR,Bachelor's,NO,100.0,,,,,56.0,30.36,0.0,48.21,8.93,34698.0,20784.0,20784.0,0.6
2965,2016_17,Multnomah University,Portland,OR,Bachelor's,NO,70.39,,,,,412.0,75.49,3.16,8.5,1.46,35330.0,23680.0,23680.0,0.48
2967,2016_17,Bushnell University,Eugene,OR,Bachelor's,NO,66.74,971.0,487.0,485.0,21.0,559.0,74.6,4.65,7.33,3.22,37991.0,27930.0,27930.0,0.51
2968,2016_17,Oregon Health & Science University,Portland,OR,Bachelor's,NO,,,,,,777.0,75.42,0.51,10.42,3.6,,,,
2969,2016_17,Oregon Institute of Technology,Klamath Falls,OR,Bachelor's,NO,73.04,1050.0,510.0,530.0,23.0,3610.0,70.83,2.22,9.34,6.54,21988.0,9625.0,27326.0,0.47
2970,2016_17,Oregon College of Art and Craft,Portland,OR,Bachelor's,NO,58.45,,,,,122.0,70.49,1.64,11.48,1.64,41280.0,32130.0,32130.0,0.5
2971,2016_17,Oregon State University,Corvallis,OR,Bachelor's,NO,77.48,1127.0,555.0,560.0,25.0,24350.0,65.38,1.36,9.12,7.49,26189.0,10366.0,28846.0,0.63
2972,2016_17,University of Oregon,Eugene,OR,Bachelor's,NO,77.87,1111.0,550.0,550.0,25.0,19775.0,58.88,2.05,11.09,5.58,24209.0,10761.0,33441.0,0.72
2973,2016_17,Pacific Northwest College of Art,Portland,OR,Bachelor's,NO,93.91,,,,,399.0,62.91,1.75,5.26,3.51,50080.0,34500.0,34500.0,0.32
2974,2016_17,Pacific University,Forest Grove,OR,Bachelor's,NO,78.8,1122.0,560.0,560.0,25.0,1848.0,52.06,1.95,13.69,12.23,54036.0,41054.0,41054.0,0.58
2981,2016_17,Portland State University,Portland,OR,Bachelor's,NO,89.42,1037.0,530.0,515.0,22.0,19057.0,57.6,3.52,12.99,8.61,21532.0,8337.0,24852.0,0.48
2982,2016_17,University of Portland,Portland,OR,Bachelor's,NO,61.32,1190.0,600.0,590.0,,3762.0,59.25,1.22,11.99,12.17,54114.0,44104.0,44104.0,0.82
2983,2016_17,Reed College,Portland,OR,Bachelor's,NO,31.31,1380.0,705.0,675.0,31.0,1376.0,59.45,2.18,11.7,6.25,64386.0,52150.0,52150.0,0.78
2988,2016_17,Southern Oregon University,Ashland,OR,Bachelor's,NO,78.2,1020.0,520.0,495.0,22.0,4391.0,58.98,2.51,11.55,1.8,15190.0,8523.0,23170.0,0.39
2992,2016_17,Warner Pacific University,Portland,OR,Bachelor's,NO,96.17,,,,,477.0,39.2,9.85,31.66,3.77,33296.0,23370.0,23370.0,0.41
2993,2016_17,Corban University,Salem,OR,Bachelor's,NO,34.56,1063.0,540.0,520.0,23.0,975.0,76.62,0.82,2.97,2.05,41543.0,30640.0,30640.0,0.59
2996,2016_17,Willamette University,Salem,OR,Bachelor's,NO,78.06,,,,,1867.0,62.08,2.68,13.34,8.62,58801.0,47217.0,47217.0,0.78
2997,2016_17,Western Oregon University,Monmouth,OR,Bachelor's,NO,87.76,953.0,480.0,475.0,20.0,4807.0,63.45,3.85,14.15,4.37,22574.0,9285.0,23445.0,0.39
3002,2016_17,Bryn Athyn College of the New Church,Bryn Athyn,PA,Bachelor's,NO,81.86,950.0,473.0,473.0,21.0,293.0,66.89,18.77,8.87,2.05,29922.0,19932.0,19932.0,0.5
3004,2016_17,Albright College,Reading,PA,Bachelor's,NO,51.11,,,,,2291.0,49.32,20.08,10.26,2.36,53027.0,41544.0,41544.0,0.54
3007,2016_17,Allegheny College,Meadville,PA,Bachelor's,NO,67.76,,,,,1884.0,72.51,7.38,8.01,2.49,56448.0,44250.0,44250.0,0.76
3009,2016_17,DeSales University,Center Valley,PA,Bachelor's,NO,76.23,1072.0,535.0,525.0,25.0,2324.0,73.32,3.83,12.39,2.45,46323.0,34850.0,34850.0,0.68
3011,2016_17,Alvernia University,Reading,PA,Bachelor's,NO,74.5,986.0,490.0,495.0,21.0,2225.0,70.25,11.01,8.58,1.66,43569.0,32270.0,32270.0,0.53
3015,2016_17,The Art Institutes of York-PA,York,PA,Bachelor's,NO,,,,,,89.0,62.92,13.48,19.1,1.12,,,,0.44
3016,2016_17,The Art Institute of Philadelphia,Philadelphia,PA,Bachelor's,NO,,,,,,1071.0,19.61,26.33,14.38,2.24,30449.0,17916.0,17916.0,0.34
3018,2016_17,The Art Institute of Pittsburgh,Pittsburgh,PA,Bachelor's,NO,,,,,,654.0,62.84,20.18,5.66,0.92,32632.0,17628.0,17628.0,0.3
3020,2016_17,Clarks Summit University,Clarks Summit,PA,Bachelor's,NO,43.12,,,,,500.0,86.4,6.0,4.2,0.8,30043.0,22510.0,22510.0,0.55
3022,2016_17,Arcadia University,Glenside,PA,Bachelor's,NO,63.27,1120.0,555.0,550.0,26.0,2367.0,66.54,8.7,8.62,4.86,54519.0,40920.0,40920.0,0.61
3025,2016_17,Bloomsburg University of Pennsylvania,Bloomsburg,PA,Bachelor's,NO,77.56,970.0,480.0,490.0,21.0,8713.0,79.09,8.58,6.82,1.09,21895.0,10154.0,21246.0,0.62
3027,2016_17,Bryn Mawr College,Bryn Mawr,PA,Bachelor's,NO,39.94,1337.0,670.0,665.0,30.0,1371.0,36.03,6.13,9.34,11.82,63990.0,48790.0,48790.0,0.83
3028,2016_17,Bucknell University,Lewisburg,PA,Bachelor's,NO,29.92,1312.0,630.0,660.0,30.0,3531.0,75.47,3.48,6.32,4.79,65350.0,51960.0,51960.0,0.88
3033,2016_17,Cabrini University,Radnor,PA,Bachelor's,NO,71.06,970.0,485.0,480.0,21.0,1474.0,59.02,19.54,9.77,1.9,44335.0,30588.0,30588.0,0.6
3034,2016_17,California University of Pennsylvania,California,PA,Bachelor's,NO,96.46,918.0,465.0,455.0,19.0,5426.0,76.87,12.66,2.93,0.92,24049.0,10339.0,14673.0,0.5
3035,2016_17,Carlow University,Pittsburgh,PA,Bachelor's,NO,86.35,982.0,490.0,480.0,22.0,1393.0,63.96,19.45,2.66,1.51,38552.0,27764.0,27764.0,0.57
3036,2016_17,Carnegie Mellon University,Pittsburgh,PA,Bachelor's,NO,21.71,1458.0,705.0,760.0,33.0,6188.0,29.31,4.57,8.4,29.86,65877.0,52310.0,52310.0,0.9
3037,2016_17,Cedar Crest College,Allentown,PA,Bachelor's,NO,66.47,989.0,495.0,490.0,22.0,1397.0,58.41,9.16,14.03,3.01,46384.0,36825.0,36825.0,0.56
3038,2016_17,Central Penn College,Summerdale,PA,Bachelor's,NO,98.55,778.0,390.0,395.0,15.0,1335.0,59.18,25.84,5.92,1.8,24271.0,17646.0,17646.0,0.32
3039,2016_17,Chatham University,Pittsburgh,PA,Bachelor's,NO,52.75,,,,,786.0,73.66,9.67,4.45,2.8,48540.0,35475.0,35475.0,0.52
3040,2016_17,Chestnut Hill College,Philadelphia,PA,Bachelor's,NO,93.8,951.0,480.0,480.0,19.0,1337.0,40.31,35.3,9.12,2.32,46948.0,34140.0,34140.0,0.48
3041,2016_17,Cheyney University of Pennsylvania,Cheyney,PA,Bachelor's,NO,,,,,,708.0,1.27,79.94,5.51,0.0,23044.0,11356.0,17452.0,0.16
3044,2016_17,Clarion University of Pennsylvania,Clarion,PA,Bachelor's,NO,94.14,942.0,470.0,470.0,20.0,4252.0,83.89,7.46,2.66,0.63,23794.0,10287.0,14764.0,0.49
3047,2016_17,Curtis Institute of Music,Philadelphia,PA,Bachelor's,NO,4.21,,,,,131.0,33.59,5.34,3.05,17.56,21627.0,2525.0,2525.0,0.68
3050,2016_17,Delaware Valley University,Doylestown,PA,Bachelor's,NO,68.38,990.0,490.0,490.0,22.0,1907.0,74.51,8.08,8.29,1.31,50020.0,36750.0,36750.0,0.57
3051,2016_17,Dickinson College,Carlisle,PA,Bachelor's,NO,43.21,,,,,2370.0,69.16,4.73,7.34,3.46,64431.0,51205.0,51205.0,0.84
3054,2016_17,Drexel University,Philadelphia,PA,Bachelor's,NO,74.65,1204.0,575.0,615.0,28.0,15350.0,52.94,7.01,6.02,14.83,67821.0,51030.0,51030.0,0.7
3055,2016_17,Duquesne University,Pittsburgh,PA,Bachelor's,NO,73.94,1165.0,568.0,575.0,27.0,6019.0,80.46,5.3,3.31,2.86,48219.0,35062.0,35062.0,0.79
3056,2016_17,East Stroudsburg University of Pennsylvania,East Stroudsburg,PA,Bachelor's,NO,83.35,953.0,470.0,470.0,22.0,6085.0,64.29,15.73,11.22,1.86,23238.0,9968.0,21110.0,0.57
3057,2016_17,Eastern University,Saint Davids,PA,Bachelor's,NO,61.19,1029.0,520.0,515.0,21.0,2045.0,48.66,21.12,19.85,1.61,43848.0,31140.0,31140.0,0.58
3058,2016_17,Edinboro University of Pennsylvania,Edinboro,PA,Bachelor's,NO,95.28,945.0,480.0,470.0,20.0,4746.0,80.87,7.71,2.97,1.33,21245.0,9984.0,10640.0,0.44
3059,2016_17,Elizabethtown College,Elizabethtown,PA,Bachelor's,NO,73.43,1088.0,555.0,520.0,25.0,1713.0,84.76,3.33,3.85,2.51,53666.0,43490.0,43490.0,0.74
3073,2016_17,Faith Theological Seminary,Baltimore,MD,Bachelor's,NO,,,,,,61.0,13.11,60.66,1.64,6.56,26970.0,5870.0,5870.0,0.2
3075,2016_17,Franklin and Marshall College,Lancaster,PA,Bachelor's,NO,36.37,,,,,2230.0,57.13,5.52,8.61,5.43,65604.0,52290.0,52290.0,0.87
3076,2016_17,Gannon University,Erie,PA,Bachelor's,NO,77.75,1041.0,505.0,520.0,23.0,2597.0,74.24,4.58,2.89,1.69,41571.0,30042.0,30042.0,0.65
3077,2016_17,Geneva College,Beaver Falls,PA,Bachelor's,NO,70.57,1082.0,530.0,535.0,25.0,1413.0,82.52,9.13,1.49,1.06,35754.0,25680.0,25680.0,0.66
3078,2016_17,Gettysburg College,Gettysburg,PA,Bachelor's,NO,42.63,,,,,2385.0,76.52,3.27,5.83,2.39,62370.0,50860.0,50860.0,0.87
3080,2016_17,Gratz College,Melrose Park,PA,Bachelor's,NO,,,,,,78.0,87.18,0.0,0.0,0.0,,19772.0,19772.0,
3081,2016_17,Grove City College,Grove City,PA,Bachelor's,NO,82.47,1190.0,600.0,593.0,26.0,2295.0,92.46,0.44,1.53,1.74,,16630.0,16630.0,0.81
3082,2016_17,Gwynedd Mercy University,Gwynedd Valley,PA,Bachelor's,NO,90.82,934.0,465.0,470.0,20.0,1944.0,49.85,20.06,3.7,4.78,44187.0,32480.0,32480.0,0.51
3085,2016_17,Haverford College,Haverford,PA,Bachelor's,NO,21.4,1431.0,710.0,710.0,33.0,1261.0,58.84,7.22,8.25,9.91,66648.0,51259.0,51259.0,0.9
3087,2016_17,Holy Family University,Philadelphia,PA,Bachelor's,NO,68.49,930.0,465.0,465.0,,1767.0,61.57,11.6,5.55,5.15,35318.0,29750.0,29750.0,0.6
3088,2016_17,Hussian College-Philadelphia,Philadelphia,PA,Bachelor's,NO,78.57,965.0,495.0,470.0,,50.0,52.0,32.0,14.0,0.0,26448.0,19650.0,19650.0,0.38
3090,2016_17,Immaculata University,Immaculata,PA,Bachelor's,NO,81.89,970.0,495.0,475.0,21.0,1459.0,72.86,14.8,6.03,1.71,50339.0,35210.0,35210.0,0.67
3091,2016_17,Indiana University of Pennsylvania-Main Campus,Indiana,PA,Bachelor's,NO,91.54,946.0,475.0,470.0,20.0,10482.0,74.22,12.12,4.54,1.1,24115.0,11368.0,22377.0,0.54
3096,2016_17,Juniata College,Huntingdon,PA,Bachelor's,NO,74.6,,,,,1454.0,73.11,3.03,4.06,4.2,53280.0,42170.0,42170.0,0.76
3097,2016_17,Keystone College,La Plume,PA,Bachelor's,NO,97.63,878.0,445.0,430.0,19.0,1311.0,73.38,8.24,7.48,0.92,37089.0,25798.0,25798.0,0.42
3098,2016_17,King's College,Wilkes-Barre,PA,Bachelor's,NO,70.9,,,,,1946.0,74.1,3.08,7.4,2.16,46039.0,34720.0,34720.0,0.65
3100,2016_17,Kutztown University of Pennsylvania,Kutztown,PA,Bachelor's,NO,79.77,975.0,490.0,490.0,20.0,7683.0,77.59,7.68,8.15,1.05,24401.0,9618.0,20710.0,0.55
3101,2016_17,La Roche University,Pittsburgh,PA,Bachelor's,NO,92.27,922.0,455.0,460.0,20.0,1357.0,60.57,9.8,2.65,1.55,39021.0,27000.0,27000.0,0.55
3102,2016_17,La Salle University,Philadelphia,PA,Bachelor's,NO,76.84,986.0,490.0,485.0,22.0,3542.0,51.36,19.14,13.75,4.97,53044.0,41100.0,41100.0,0.65
3104,2016_17,Lafayette College,Easton,PA,Bachelor's,NO,28.29,1297.0,630.0,665.0,29.0,2518.0,65.61,5.4,6.51,4.21,63680.0,49635.0,49635.0,0.89
3105,2016_17,Lancaster Bible College,Lancaster,PA,Bachelor's,NO,67.39,1015.0,515.0,495.0,22.0,1369.0,61.07,21.18,2.56,0.88,30166.0,21500.0,21500.0,0.62
3110,2016_17,Lebanon Valley College,Annville,PA,Bachelor's,NO,76.06,1101.0,540.0,555.0,25.0,1649.0,82.84,2.85,5.46,2.24,51710.0,40550.0,40550.0,0.76
3113,2016_17,Lehigh University,Bethlehem,PA,Bachelor's,NO,26.11,1340.0,635.0,690.0,31.0,5061.0,64.99,3.68,8.73,8.44,60391.0,48320.0,48320.0,0.89
3117,2016_17,Lincoln University,Lincoln University,PA,Bachelor's,NO,87.14,835.0,420.0,418.0,17.0,1816.0,1.21,83.59,2.37,0.11,25784.0,11102.0,16733.0,0.43
3118,2016_17,Lock Haven University,Lock Haven,PA,Bachelor's,NO,87.84,946.0,470.0,475.0,20.0,3786.0,83.7,9.19,2.35,1.16,22303.0,10229.0,19321.0,0.48
3123,2016_17,Lycoming College,Williamsport,PA,Bachelor's,NO,69.56,1035.0,510.0,520.0,23.0,1245.0,66.59,10.2,8.92,0.96,49138.0,37162.0,37162.0,0.72
