,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
0,2016_17,Alabama A & M University,Normal,AL,Bachelor's,NO,87.38,849.0,425.0,420.0,18.0,4616.0,2.56,91.29,0.76,0.19,22667.0,9366.0,17496.0,0.27
1,2016_17,University of Alabama at Birmingham,Birmingham,AL,Bachelor's,NO,58.14,1125.0,560.0,575.0,25.0,12047.0,57.86,26.26,3.09,5.98,22684.0,8040.0,18368.0,0.53
2,2016_17,Amridge University,Montgomery,AL,Bachelor's,NO,,,,,,293.0,15.7,23.55,0.68,0.0,13380.0,7180.0,7180.0,0.25
3,2016_17,University of Alabama in Huntsville,Huntsville,AL,Bachelor's,NO,76.28,1257.0,590.0,610.0,28.0,6346.0,71.48,11.31,4.11,4.14,22059.0,9842.0,20612.0,0.49
4,2016_17,Alabama State University,Montgomery,AL,Bachelor's,NO,45.9,825.0,415.0,410.0,17.0,4704.0,1.38,93.37,1.11,0.28,19242.0,9220.0,16156.0,0.22
5,2016_17,The University of Alabama,Tuscaloosa,AL,Bachelor's,NO,52.59,1202.0,550.0,555.0,27.0,31663.0,78.41,10.37,4.37,1.18,28422.0,10470.0,26950.0,0.69
7,2016_17,Athens State University,Athens,AL,Bachelor's,NO,,,,,,2888.0,77.84,12.5,2.15,0.76,,,,
8,2016_17,Auburn University at Montgomery,Montgomery,AL,Bachelor's,NO,76.59,1009.0,465.0,470.0,22.0,4171.0,51.26,36.27,1.41,2.47,19255.0,9640.0,20710.0,0.23
9,2016_17,Auburn University,Auburn,AL,Bachelor's,NO,80.54,1217.0,575.0,585.0,27.0,22095.0,82.85,6.73,3.35,2.52,29794.0,10696.0,28840.0,0.75
10,2016_17,Birmingham-Southern College,Birmingham,AL,Bachelor's,NO,48.39,1150.0,555.0,530.0,26.0,1289.0,79.21,11.71,2.17,4.89,48510.0,34448.0,34448.0,0.68
12,2016_17,Concordia College Alabama,Selma,AL,Bachelor's,NO,23.63,,,,,340.0,4.41,92.65,0.29,0.0,27520.0,10320.0,10320.0,0.11
13,2016_17,South University-Montgomery,Montgomery,AL,Bachelor's,NO,,,,,,394.0,29.7,64.47,2.03,1.02,26892.0,17306.0,17306.0,0.08
16,2016_17,Faulkner University,Montgomery,AL,Bachelor's,NO,45.38,972.0,500.0,500.0,21.0,2297.0,41.01,50.37,2.22,0.44,30557.0,20130.0,20130.0,0.33
23,2016_17,Huntingdon College,Montgomery,AL,Bachelor's,NO,56.76,1001.0,473.0,475.0,22.0,1140.0,64.21,21.14,3.95,0.35,34207.0,25800.0,25800.0,0.39
24,2016_17,Heritage Christian University,Florence,AL,Bachelor's,NO,33.33,,,,,50.0,72.0,14.0,0.0,2.0,19353.0,9792.0,9792.0,0.5
27,2016_17,Jacksonville State University,Jacksonville,AL,Bachelor's,NO,53.08,1062.0,500.0,495.0,23.0,6714.0,72.0,19.39,1.07,0.63,20750.0,7500.0,14700.0,0.35
31,2016_17,Judson College,Marion,AL,Bachelor's,NO,57.55,1013.0,581.0,531.0,22.0,327.0,70.64,18.96,1.22,2.14,30562.0,17376.0,17376.0,0.33
33,2016_17,University of West Alabama,Livingston,AL,Bachelor's,NO,53.1,969.0,480.0,460.0,21.0,1974.0,44.58,41.34,2.03,0.2,18533.0,8876.0,16162.0,0.31
36,2016_17,Miles College,Fairfield,AL,Bachelor's,NO,,,,,,1820.0,2.03,96.21,0.55,0.11,22356.0,11604.0,11604.0,0.17
37,2016_17,University of Mobile,Mobile,AL,Bachelor's,NO,61.93,1029.0,485.0,500.0,22.0,1367.0,53.84,19.6,1.9,0.8,34482.0,21400.0,21400.0,0.48
38,2016_17,University of Montevallo,Montevallo,AL,Bachelor's,NO,65.42,1069.0,530.0,520.0,23.0,2399.0,70.74,15.3,4.38,0.88,24599.0,12040.0,24310.0,0.5
40,2016_17,University of North Alabama,Florence,AL,Bachelor's,NO,55.74,1028.0,475.0,483.0,22.0,5846.0,71.88,14.56,2.87,0.51,16601.0,8114.0,14450.0,0.44
42,2016_17,Oakwood University,Huntsville,AL,Bachelor's,NO,48.37,886.0,455.0,425.0,19.0,1719.0,0.47,86.56,3.26,0.17,35585.0,16750.0,16750.0,0.47
47,2016_17,Samford University,Birmingham,AL,Bachelor's,NO,91.38,1170.0,570.0,559.0,26.0,3324.0,83.09,6.92,3.91,1.14,43666.0,29402.0,29402.0,0.73
48,2016_17,Selma University,Selma,AL,Bachelor's,NO,,,,,,165.0,0.0,83.64,0.0,0.0,9641.0,6730.0,6730.0,0.98
51,2016_17,University of South Alabama,Mobile,AL,Bachelor's,NO,80.5,1067.0,515.0,510.0,23.0,11483.0,57.38,22.03,2.95,3.01,19511.0,7548.0,14796.0,0.38
52,2016_17,Spring Hill College,Mobile,AL,Bachelor's,NO,43.53,1121.0,550.0,545.0,25.0,1379.0,68.96,14.65,3.19,1.38,47815.0,35794.0,35794.0,0.53
53,2016_17,Southeastern Bible College,Birmingham,AL,Bachelor's,NO,100.0,970.0,,,21.0,143.0,62.24,34.97,0.7,0.0,20923.0,12600.0,12600.0,0.36
54,2016_17,Stillman College,Tuscaloosa,AL,Bachelor's,NO,41.92,765.0,405.0,420.0,16.0,628.0,3.82,95.06,0.8,0.16,20737.0,10418.0,10418.0,0.18
55,2016_17,Talladega College,Talladega,AL,Bachelor's,NO,,,,,,669.0,2.24,85.35,4.63,0.0,21601.0,12340.0,12340.0,0.43
57,2016_17,Troy University,Troy,AL,Bachelor's,NO,91.25,992.0,503.0,540.0,21.0,13745.0,52.64,31.15,3.57,0.8,18404.0,8260.0,15484.0,0.37
58,2016_17,Tuskegee University,Tuskegee,AL,Bachelor's,NO,49.99,1006.0,500.0,500.0,22.0,2393.0,0.54,72.63,0.5,0.33,36457.0,20015.0,20015.0,0.46
59,2016_17,United States Sports Academy,Daphne,AL,Bachelor's,NO,,,,,,72.0,59.72,9.72,12.5,1.39,,,,
61,2016_17,University of Alaska Anchorage,Anchorage,AK,Bachelor's,NO,82.85,,,,,11833.0,56.27,3.77,8.52,8.43,18379.0,5784.0,17990.0,0.24
63,2016_17,University of Alaska Fairbanks,Fairbanks,AK,Bachelor's,NO,73.47,1060.0,540.0,535.0,23.0,5152.0,43.38,2.21,6.68,1.24,16694.0,5976.0,18184.0,0.25
65,2016_17,Alaska Pacific University,Anchorage,AK,Bachelor's,NO,55.06,,,,,262.0,48.85,4.2,0.76,1.53,30669.0,20310.0,20310.0,0.48
79,2016_17,Arizona State University Campus Immersion,Tempe,AZ,Bachelor's,NO,82.5,1147.0,565.0,585.0,25.0,42224.0,50.81,3.84,19.58,7.1,23931.0,10370.0,26470.0,0.67
81,2016_17,University of Arizona,Tucson,AZ,Bachelor's,NO,78.62,,,,,33402.0,51.32,3.89,25.76,5.46,24633.0,11769.0,34967.0,0.6
82,2016_17,Southwest University of Visual Arts-Tucson,Tucson,AZ,Bachelor's,NO,,,,,,132.0,44.7,5.3,44.7,0.0,32254.0,23069.0,23069.0,0.88
92,2016_17,Embry-Riddle Aeronautical University-Prescott,Prescott,AZ,Bachelor's,NO,76.34,,,,,2363.0,60.6,2.16,3.77,5.5,48992.0,33826.0,33826.0,0.62
95,2016_17,Grand Canyon University,Phoenix,AZ,Bachelor's,NO,56.94,,,,,45495.0,48.66,17.11,19.59,3.45,31156.0,17050.0,17050.0,0.43
102,2016_17,Northern Arizona University,Flagstaff,AZ,Bachelor's,NO,78.04,,,,,26399.0,58.08,3.33,22.83,1.92,25174.0,10764.0,24144.0,0.53
104,2016_17,Ottawa University-Phoenix,Phoenix,AZ,Bachelor's,NO,,,,,,293.0,63.48,10.92,0.0,1.37,,,,
110,2016_17,Prescott College,Prescott,AZ,Bachelor's,NO,68.47,1089.0,550.0,510.0,25.0,351.0,70.37,1.42,7.12,1.14,39865.0,28943.0,28943.0,0.31
117,2016_17,Arizona Christian University,Glendale,AZ,Bachelor's,NO,59.16,963.0,474.0,500.0,20.0,684.0,51.17,15.06,19.88,0.88,36297.0,23896.0,23896.0,0.36
120,2016_17,Western International University,Tempe,AZ,Bachelor's,NO,,,,,,1133.0,44.84,18.53,16.5,1.68,17736.0,6000.0,6000.0,0.11
123,2016_17,University of Arkansas at Little Rock,Little Rock,AR,Bachelor's,NO,89.83,1029.0,490.0,505.0,22.0,7023.0,49.32,26.94,8.14,2.31,21392.0,8061.0,19499.0,0.3
124,2016_17,University of Arkansas for Medical Sciences,Little Rock,AR,Bachelor's,NO,,,,,,656.0,74.24,12.2,5.18,2.74,,,,
128,2016_17,Lyon College,Batesville,AR,Bachelor's,NO,74.17,1099.0,498.0,535.0,24.0,683.0,73.65,6.0,7.47,2.05,35454.0,26290.0,26290.0,0.39
131,2016_17,University of Arkansas,Fayetteville,AR,Bachelor's,NO,63.2,1170.0,550.0,565.0,26.0,22254.0,76.52,4.79,8.18,2.44,21817.0,8820.0,23168.0,0.64
132,2016_17,University of Arkansas at Pine Bluff,Pine Bluff,AR,Bachelor's,NO,41.93,894.0,477.0,475.0,19.0,2711.0,4.28,91.41,1.84,0.33,16319.0,6898.0,12988.0,0.24
134,2016_17,Arkansas State University,Jonesboro,AR,Bachelor's,NO,70.4,1090.0,509.0,560.0,24.0,9128.0,74.06,13.57,2.55,0.81,20872.0,8200.0,14260.0,0.45
135,2016_17,Arkansas Tech University,Russellville,AR,Bachelor's,NO,63.91,,,,,8463.0,75.69,9.09,6.23,1.17,17731.0,6624.0,11880.0,0.35
140,2016_17,University of Central Arkansas,Conway,AR,Bachelor's,NO,89.78,1082.0,465.0,500.0,24.0,9082.0,65.54,17.41,5.13,2.06,20052.0,8224.0,14447.0,0.42
141,2016_17,Central Baptist College,Conway,AR,Bachelor's,NO,61.95,1018.0,438.0,453.0,22.0,731.0,70.59,21.07,2.74,0.14,23491.0,15000.0,15000.0,0.29
143,2016_17,Crowley's Ridge College,Paragould,AR,Bachelor's,NO,,,,,,197.0,93.91,5.08,1.02,0.0,19791.0,12500.0,12500.0,0.29
150,2016_17,Harding University,Searcy,AR,Bachelor's,NO,70.18,1135.0,555.0,545.0,25.0,4377.0,82.23,4.5,3.15,0.64,27627.0,18635.0,18635.0,0.64
151,2016_17,Henderson State University,Arkadelphia,AR,Bachelor's,NO,66.11,1030.0,439.0,585.0,22.0,3048.0,66.04,23.46,4.3,0.75,20331.0,8340.0,15180.0,0.34
152,2016_17,Hendrix College,Conway,AR,Bachelor's,NO,77.1,1287.0,620.0,610.0,29.0,1315.0,73.92,5.86,4.71,4.71,56050.0,42440.0,42440.0,0.69
155,2016_17,John Brown University,Siloam Springs,AR,Bachelor's,NO,77.11,1173.0,590.0,540.0,26.0,1661.0,74.83,2.83,4.39,1.51,36782.0,25324.0,25324.0,0.65
164,2016_17,Ouachita Baptist University,Arkadelphia,AR,Bachelor's,NO,66.88,1116.0,540.0,535.0,25.0,1477.0,83.89,7.92,4.27,0.88,34740.0,24940.0,24940.0,0.7
167,2016_17,University of the Ozarks,Clarksville,AR,Bachelor's,NO,86.82,999.0,445.0,480.0,22.0,672.0,59.08,6.55,10.86,0.3,36207.0,23750.0,23750.0,0.42
169,2016_17,Philander Smith College,Little Rock,AR,Bachelor's,NO,,,,,,764.0,0.39,92.15,1.44,0.39,25442.0,12714.0,12714.0,0.4
179,2016_17,Williams Baptist University,Walnut Ridge,AR,Bachelor's,NO,60.51,970.0,,,21.0,434.0,81.57,9.22,3.23,0.0,26649.0,17320.0,17320.0,0.35
181,2016_17,Southern Arkansas University Main Campus,Magnolia,AR,Bachelor's,NO,69.13,989.0,475.0,480.0,21.0,3012.0,64.14,27.36,3.12,0.8,20696.0,8196.0,11856.0,0.35
184,2016_17,University of Arkansas-Fort Smith,Fort Smith,AR,Bachelor's,NO,,,,,,5511.0,67.41,4.14,11.61,4.99,15693.0,5390.0,12038.0,0.26
185,2016_17,Academy of Art University,San Francisco,CA,Bachelor's,NO,,,,,,8182.0,19.67,6.67,11.88,6.99,38000.0,21252.0,21252.0,0.37
199,2016_17,Art Center College of Design,Pasadena,CA,Bachelor's,NO,69.25,,,,,1897.0,15.87,1.48,12.23,35.42,61420.0,40596.0,40596.0,0.73
202,2016_17,Azusa Pacific University,Azusa,CA,Bachelor's,NO,61.46,1035.0,505.0,510.0,23.0,5770.0,41.4,4.85,31.01,9.24,48284.0,36120.0,36120.0,0.7
206,2016_17,Bethesda University,Anaheim,CA,Bachelor's,NO,,,,,,299.0,7.69,16.39,17.73,56.86,16877.0,7370.0,7370.0,0.41
207,2016_17,Biola University,La Mirada,CA,Bachelor's,NO,64.85,1093.0,545.0,540.0,24.0,4083.0,47.66,2.45,20.28,17.46,48857.0,36696.0,36696.0,0.72
212,2016_17,California Institute of Integral Studies,San Francisco,CA,Bachelor's,NO,,,,,,70.0,52.86,14.29,14.29,1.43,,,,
214,2016_17,California Baptist University,Riverside,CA,Bachelor's,NO,63.99,988.0,490.0,485.0,22.0,6904.0,38.34,7.79,35.66,4.74,41826.0,31372.0,31372.0,0.6
215,2016_17,California College of the Arts,San Francisco,CA,Bachelor's,NO,64.85,,,,,1516.0,23.35,5.61,12.27,17.55,59502.0,45466.0,45466.0,0.6
217,2016_17,California Institute of Technology,Pasadena,CA,Bachelor's,NO,8.07,1555.0,770.0,785.0,35.0,979.0,28.6,1.43,11.85,42.7,63471.0,47577.0,47577.0,0.94
218,2016_17,California Lutheran University,Thousand Oaks,CA,Bachelor's,NO,64.19,1107.0,542.0,555.0,25.0,2887.0,47.52,3.39,29.13,5.09,54373.0,39793.0,39793.0,0.73
219,2016_17,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,Bachelor's,NO,29.49,1270.0,610.0,645.0,29.0,20367.0,56.48,0.72,16.08,12.59,25300.0,9075.0,20235.0,0.8
221,2016_17,California State University-Bakersfield,Bakersfield,CA,Bachelor's,NO,67.82,,,,,8144.0,18.63,6.3,55.18,7.17,16481.0,6857.0,18017.0,0.43
222,2016_17,California State University-Stanislaus,Turlock,CA,Bachelor's,NO,74.34,,,,,8610.0,23.28,2.18,50.7,10.49,16588.0,6728.0,17888.0,0.57
223,2016_17,California State University-San Bernardino,San Bernardino,CA,Bachelor's,NO,58.14,877.0,440.0,440.0,18.0,18317.0,12.72,5.72,62.82,5.57,15988.0,6610.0,17770.0,0.55
224,2016_17,California State Polytechnic University-Pomona,Pomona,CA,Bachelor's,NO,59.16,1045.0,500.0,530.0,24.0,23611.0,17.89,3.31,41.74,22.99,21223.0,7067.0,18227.0,0.69
225,2016_17,California State University-Chico,Chico,CA,Bachelor's,NO,65.25,997.0,495.0,495.0,22.0,16305.0,43.84,2.51,31.28,5.68,22417.0,7040.0,18200.0,0.69
226,2016_17,California State University-Dominguez Hills,Carson,CA,Bachelor's,NO,47.91,,,,,12666.0,7.01,12.95,60.31,9.64,13027.0,6423.0,17583.0,0.42
227,2016_17,California State University-Fresno,Fresno,CA,Bachelor's,NO,53.54,907.0,450.0,455.0,19.0,21150.0,19.65,3.02,50.15,13.99,16078.0,6313.0,17473.0,0.57
228,2016_17,California State University-Fullerton,Fullerton,CA,Bachelor's,NO,48.23,1017.0,500.0,520.0,22.0,34416.0,20.41,1.99,41.86,21.34,17049.0,6560.0,17720.0,0.62
229,2016_17,California State University-East Bay,Hayward,CA,Bachelor's,NO,69.75,,,,,13361.0,15.65,10.54,32.71,23.48,20303.0,6564.0,17724.0,0.48
230,2016_17,California State University-Long Beach,Long Beach,CA,Bachelor's,NO,31.89,1052.0,515.0,530.0,23.0,32170.0,17.96,3.96,40.43,22.6,18192.0,6460.0,17620.0,0.69
231,2016_17,California State University-Los Angeles,Los Angeles,CA,Bachelor's,NO,63.7,870.0,435.0,445.0,18.0,24046.0,6.52,3.99,63.95,14.45,13385.0,6383.0,17543.0,0.46
232,2016_17,California State University-Northridge,Northridge,CA,Bachelor's,NO,48.24,918.0,455.0,460.0,20.0,35605.0,21.95,4.76,45.74,11.02,16591.0,6587.0,17747.0,0.5
233,2016_17,California State University-Sacramento,Sacramento,CA,Bachelor's,NO,71.94,937.0,465.0,475.0,20.0,27884.0,27.4,5.75,30.29,20.91,18535.0,6900.0,18060.0,0.49
234,2016_17,University of California-Berkeley,Berkeley,CA,Bachelor's,NO,16.93,1422.0,685.0,720.0,33.0,29309.0,26.32,1.96,14.64,35.42,34924.0,13509.0,40191.0,0.92
235,2016_17,University of California-Davis,Davis,CA,Bachelor's,NO,42.28,1218.0,570.0,620.0,28.0,29358.0,26.7,2.27,20.2,30.18,33904.0,14046.0,40728.0,0.85
236,2016_17,University of California-Irvine,Irvine,CA,Bachelor's,NO,40.65,1206.0,555.0,640.0,27.0,27317.0,14.33,1.91,26.33,36.01,31198.0,13360.0,40042.0,0.87
237,2016_17,University of California-Los Angeles,Los Angeles,CA,Bachelor's,NO,17.99,1334.0,640.0,675.0,31.0,30859.0,27.05,3.2,21.72,28.66,33078.0,12920.0,39602.0,0.91
238,2016_17,University of California-Riverside,Riverside,CA,Bachelor's,NO,66.34,1078.0,520.0,545.0,24.0,19788.0,12.4,4.14,39.6,34.61,31494.0,13581.0,40263.0,0.73
239,2016_17,University of California-San Diego,La Jolla,CA,Bachelor's,NO,35.66,1324.0,620.0,690.0,30.0,28121.0,19.91,1.44,16.68,36.07,31043.0,13645.0,40327.0,0.87
241,2016_17,University of California-Santa Barbara,Santa Barbara,CA,Bachelor's,NO,35.77,1281.0,605.0,650.0,30.0,21570.0,33.44,2.1,26.23,18.41,34998.0,14073.0,40755.0,0.82
242,2016_17,University of California-Santa Cruz,Santa Cruz,CA,Bachelor's,NO,57.85,1201.0,575.0,600.0,28.0,16962.0,32.04,1.99,29.87,21.72,34608.0,13539.0,40221.0,0.77
243,2016_17,Sofia University,Palo Alto,CA,Bachelor's,NO,,,,,,9.0,11.11,11.11,11.11,11.11,,,,
248,2016_17,California Institute of the Arts,Valencia,CA,Bachelor's,NO,23.6,,,,,951.0,39.75,6.41,13.88,11.36,64686.0,45646.0,45646.0,0.66
249,2016_17,California State University Maritime Academy,Vallejo,CA,Bachelor's,NO,68.2,,,,,1107.0,48.87,2.08,18.88,9.67,22204.0,6808.0,17968.0,0.62
265,2016_17,Chapman University,Orange,CA,Bachelor's,NO,54.03,1225.0,600.0,605.0,28.0,6338.0,56.74,1.78,14.58,11.14,64501.0,48710.0,48710.0,0.79
267,2016_17,Concordia University-Irvine,Irvine,CA,Bachelor's,NO,65.04,1048.0,519.0,515.0,23.0,1895.0,47.65,4.27,23.01,7.07,45687.0,32780.0,32780.0,0.54
268,2016_17,San Diego Christian College,Santee,CA,Bachelor's,NO,53.3,938.0,480.0,475.0,19.0,690.0,45.36,10.29,26.09,2.17,43473.0,29550.0,29550.0,0.52
274,2016_17,Claremont McKenna College,Claremont,CA,Bachelor's,NO,9.44,1413.0,695.0,710.0,32.0,1344.0,41.96,4.54,14.14,10.42,66325.0,50945.0,50945.0,0.93
278,2016_17,Cogswell University of Silicon Valley,San Jose,CA,Bachelor's,NO,82.56,,,,,649.0,35.9,4.47,20.8,20.18,27446.0,19096.0,19096.0,0.32
279,2016_17,Coleman University,San Diego,CA,Bachelor's,NO,,,,,,335.0,43.88,10.15,19.1,14.03,33695.0,20725.0,20725.0,0.65
283,2016_17,Columbia College Hollywood,Tarzana,CA,Bachelor's,NO,54.19,,,,,367.0,44.96,11.72,18.8,4.36,35282.0,21105.0,21105.0,0.54
295,2016_17,Design Institute of San Diego,San Diego,CA,Bachelor's,NO,,,,,,143.0,55.94,4.9,17.48,11.19,29002.0,20410.0,20410.0,0.25
297,2016_17,Dominican University of California,San Rafael,CA,Bachelor's,NO,77.75,1039.0,507.0,514.0,23.0,1374.0,34.28,5.39,19.72,23.0,60045.0,43400.0,43400.0,0.72
318,2016_17,Fresno Pacific University,Fresno,CA,Bachelor's,NO,68.48,968.0,480.0,475.0,21.0,2421.0,32.51,5.16,48.37,4.21,37451.0,29320.0,29320.0,0.62
325,2016_17,Golden Gate University-San Francisco,San Francisco,CA,Bachelor's,NO,,,,,,444.0,25.9,9.91,19.14,11.71,,15205.0,15205.0,
331,2016_17,Harvey Mudd College,Claremont,CA,Bachelor's,NO,12.87,1496.0,730.0,770.0,34.0,829.0,35.59,3.02,15.8,19.3,69355.0,52666.0,52666.0,0.93
333,2016_17,Holy Names University,Oakland,CA,Bachelor's,NO,48.46,888.0,446.0,460.0,18.0,515.0,17.09,20.58,41.55,9.9,50806.0,37074.0,37074.0,0.45
335,2016_17,Humboldt State University,Arcata,CA,Bachelor's,NO,77.09,983.0,495.0,485.0,21.0,7956.0,42.9,3.36,34.94,3.24,23139.0,7209.0,18369.0,0.46
336,2016_17,Humphreys University-Stockton and Modesto Campuses,Stockton,CA,Bachelor's,NO,,,,,,392.0,23.72,10.71,43.11,15.56,23493.0,14004.0,14004.0,0.36
343,2016_17,John F. Kennedy University,Pleasant Hill,CA,Bachelor's,NO,,,,,,136.0,34.56,13.24,21.32,8.09,,,,
344,2016_17,American Jewish University,Los Angeles,CA,Bachelor's,NO,59.79,,,,,63.0,25.4,1.59,0.0,1.59,36286.0,30338.0,30338.0,0.44
346,2016_17,Life Pacific University,San Dimas,CA,Bachelor's,NO,97.32,889.0,460.0,428.0,19.0,534.0,44.19,5.43,33.52,3.37,24838.0,14138.0,14138.0,0.5
347,2016_17,Argosy University-The Art Institute of California-San Diego,San Diego,CA,Bachelor's,NO,,,,,,1118.0,32.11,9.75,35.06,5.64,29567.0,18744.0,18744.0,0.42
348,2016_17,University of La Verne,La Verne,CA,Bachelor's,NO,48.06,1040.0,510.0,520.0,23.0,5367.0,21.52,5.76,49.93,4.51,50603.0,39900.0,39900.0,0.66
349,2016_17,Laguna College of Art and Design,Laguna Beach,CA,Bachelor's,NO,39.19,,,,,567.0,50.26,2.12,19.05,17.64,44317.0,28950.0,28950.0,0.46
355,2016_17,Lincoln University,Oakland,CA,Bachelor's,NO,,,,,,138.0,26.81,8.7,2.9,11.59,21195.0,10575.0,10575.0,0.86
356,2016_17,Southern California Seminary,El Cajon,CA,Bachelor's,NO,,,,,,76.0,53.95,22.37,15.79,5.26,31893.0,14245.0,14245.0,0.5
357,2016_17,La Sierra University,Riverside,CA,Bachelor's,NO,45.93,906.0,450.0,455.0,19.0,1898.0,13.7,5.64,47.73,15.75,42033.0,31590.0,31590.0,0.52
358,2016_17,Loma Linda University,Loma Linda,CA,Bachelor's,NO,,,,,,1038.0,31.02,4.43,32.76,23.89,,,,
366,2016_17,The Master's University and Seminary,Santa Clarita,CA,Bachelor's,NO,83.18,1098.0,560.0,520.0,25.0,1155.0,65.8,2.86,9.7,5.8,43846.0,31970.0,31970.0,0.68
371,2016_17,Argosy University-The Art Institute of California-San Francisco,San Francisco,CA,Bachelor's,NO,,,,,,629.0,16.53,10.81,28.93,9.7,28125.0,18744.0,18744.0,0.31
372,2016_17,Loyola Marymount University,Los Angeles,CA,Bachelor's,NO,53.87,1244.0,605.0,620.0,28.0,6126.0,44.43,6.32,20.67,10.9,60371.0,44480.0,44480.0,0.83
383,2016_17,Marymount California University,Rancho Palos Verdes,CA,Bachelor's,NO,,,,,,942.0,19.96,7.75,39.49,4.88,50758.0,35884.0,35884.0,0.34
385,2016_17,Menlo College,Atherton,CA,Bachelor's,NO,40.87,1010.0,495.0,506.0,22.0,787.0,26.3,5.97,22.49,9.78,56035.0,39950.0,39950.0,0.53
388,2016_17,Mills College,Oakland,CA,Bachelor's,NO,84.41,1109.0,563.0,517.0,26.0,819.0,44.93,9.28,26.5,8.67,60311.0,45635.0,45635.0,0.66
395,2016_17,Middlebury Institute of International Studies at Monterey,Monterey,CA,Bachelor's,NO,,,,,,20.0,30.0,5.0,35.0,5.0,,,,
399,2016_17,Mount Saint Mary's University,Los Angeles,CA,Bachelor's,NO,85.92,923.0,460.0,460.0,20.0,2779.0,8.71,6.33,63.12,15.29,50406.0,37722.0,37722.0,0.59
404,2016_17,National University,La Jolla,CA,Bachelor's,NO,,,,,,7982.0,37.17,10.26,27.65,10.04,26620.0,13016.0,13016.0,0.38
406,2016_17,Newschool of Architecture and Design,San Diego,CA,Bachelor's,NO,99.08,,,,,411.0,23.36,1.46,33.82,7.54,44971.0,26463.0,26463.0,0.32
412,2016_17,Notre Dame de Namur University,Belmont,CA,Bachelor's,NO,96.68,913.0,454.0,455.0,20.0,982.0,23.12,6.82,40.02,12.83,50415.0,33268.0,33268.0,0.5
413,2016_17,Occidental College,Los Angeles,CA,Bachelor's,NO,45.81,1315.0,650.0,660.0,30.0,1957.0,49.05,5.47,14.72,14.15,67046.0,51070.0,51070.0,0.81
417,2016_17,Otis College of Art and Design,Los Angeles,CA,Bachelor's,NO,92.95,,,,,1015.0,25.02,4.63,5.22,26.11,56519.0,44020.0,44020.0,0.6
419,2016_17,Hope International University,Fullerton,CA,Bachelor's,NO,32.11,942.0,470.0,460.0,21.0,940.0,43.4,7.98,23.62,3.19,38570.0,30550.0,30550.0,0.43
421,2016_17,Palo Alto University,Palo Alto,CA,Bachelor's,NO,,,,,,157.0,8.92,1.27,7.01,7.64,,,,
422,2016_17,Pacific Oaks College,Pasadena,CA,Bachelor's,NO,,,,,,522.0,20.69,7.85,58.43,4.41,,,,
424,2016_17,Pacific States University,Los Angeles,CA,Bachelor's,NO,,,,,,12.0,0.0,0.0,0.0,8.33,,16005.0,16005.0,
425,2016_17,Pacific Union College,Angwin,CA,Bachelor's,NO,46.55,986.0,500.0,485.0,21.0,1400.0,22.64,8.86,24.07,17.71,41700.0,28629.0,28629.0,0.5
426,2016_17,University of the Pacific,Stockton,CA,Bachelor's,NO,65.99,1180.0,565.0,600.0,27.0,3474.0,25.04,3.22,18.88,36.96,56899.0,44588.0,44588.0,0.68
430,2016_17,Pepperdine University,Malibu,CA,Bachelor's,NO,36.87,1251.0,600.0,620.0,29.0,3528.0,48.33,4.82,14.26,11.03,66152.0,50022.0,50022.0,0.87
431,2016_17,Pitzer College,Claremont,CA,Bachelor's,NO,13.74,,,,,1062.0,45.95,5.37,15.25,8.85,65880.0,50430.0,50430.0,0.88
433,2016_17,Point Loma Nazarene University,San Diego,CA,Bachelor's,NO,69.42,1149.0,565.0,570.0,26.0,2986.0,55.12,2.34,23.98,6.43,46683.0,33500.0,33500.0,0.71
434,2016_17,Pomona College,Claremont,CA,Bachelor's,NO,9.44,1442.0,720.0,720.0,33.0,1547.0,37.56,8.02,15.51,14.29,64870.0,49352.0,49352.0,0.97
440,2016_17,University of Redlands,Redlands,CA,Bachelor's,NO,74.75,1101.0,540.0,545.0,25.0,3169.0,46.95,3.88,28.02,6.12,61542.0,46570.0,46570.0,0.74
446,2016_17,Argosy University-San Francisco Bay Area,Alameda,CA,Bachelor's,NO,,,,,,110.0,20.91,42.73,22.73,3.64,,13152.0,13152.0,0.0
451,2016_17,Samuel Merritt University,Oakland,CA,Bachelor's,NO,,,,,,650.0,37.54,3.85,19.69,25.38,,,,
456,2016_17,San Diego State University,San Diego,CA,Bachelor's,NO,34.64,1132.0,545.0,565.0,26.0,29398.0,33.59,4.06,31.34,13.67,22056.0,7084.0,18244.0,0.73
457,2016_17,University of San Diego,San Diego,CA,Bachelor's,NO,51.38,1237.0,595.0,610.0,28.0,5604.0,52.03,3.5,19.31,7.35,61004.0,46140.0,46140.0,0.78
458,2016_17,San Francisco Art Institute,San Francisco,CA,Bachelor's,NO,92.61,,,,,332.0,42.77,3.61,16.27,4.82,65453.0,43090.0,43090.0,0.4
