,Year,University Name,University City,University State,Most Awarded Degree,Predominantly Black,Admission Rate,SAT Average,SAT Reading Mid,SAT Math Mid,ACT Cumulative Average,Undergraduate Enrollment,Percent of Students (White),Percent of Students (Black),Percent of Students (Hispanic),Percent of Students (Asian),Average Cost per Academic Year,In State Tuition and Fees,Out of State Tuition and Fees,Completion Rate (4-year institutions
2454,2017_18,Wagner College,Staten Island,NY,Bachelor's,NO,69.69,,,,,1763.0,64.89,8.17,10.32,4.37,56920.0,45380.0,45380.0,0.7
2455,2017_18,Webb Institute,Glen Cove,NY,Bachelor's,NO,34.91,1483.0,715.0,775.0,32.0,98.0,80.61,0.0,1.02,11.22,67350.0,48775.0,48775.0,0.77
2456,2017_18,Wells College,Aurora,NY,Bachelor's,NO,79.74,,,,,482.0,61.2,13.49,13.69,1.87,53645.0,39600.0,39600.0,0.47
2461,2017_18,Yeshiva Karlin Stolin,Brooklyn,NY,Bachelor's,NO,95.56,,,,,151.0,100.0,0.0,0.0,0.0,17129.0,12000.0,12000.0,0.53
2462,2017_18,Yeshivat Mikdash Melech,Brooklyn,NY,Bachelor's,NO,100.0,,,,,15.0,73.33,0.0,0.0,0.0,,8100.0,8100.0,0.15
2463,2017_18,Yeshiva Derech Chaim,Brooklyn,NY,Bachelor's,NO,63.04,,,,,83.0,86.75,0.0,0.0,0.0,19400.0,11800.0,11800.0,0.27
2464,2017_18,Yeshiva of Nitra Rabbinical College,Mount Kisco,NY,Bachelor's,NO,,,,,,186.0,94.09,0.0,0.0,0.0,17522.0,8500.0,8500.0,0.11
2465,2017_18,Yeshiva Shaar Hatorah,Kew Gardens,NY,Bachelor's,NO,73.68,,,,,82.0,100.0,0.0,0.0,0.0,17730.0,15235.0,15235.0,0.27
2466,2017_18,Yeshiva University,New York,NY,Bachelor's,NO,62.82,1272.0,655.0,635.0,26.0,2703.0,93.93,0.0,0.22,0.0,58845.0,42000.0,42000.0,0.82
2467,2017_18,Yeshivath Viznitz,Monsey,NY,Bachelor's,NO,97.5,,,,,517.0,95.36,0.0,0.0,0.0,18641.0,10000.0,10000.0,0.83
2472,2017_18,Appalachian State University,Boone,NC,Bachelor's,NO,70.0,1198.0,600.0,585.0,25.0,16888.0,83.15,3.59,5.8,1.78,18920.0,7302.0,22109.0,0.73
2474,2017_18,Barton College,Wilson,NC,Bachelor's,NO,38.91,1045.0,525.0,520.0,21.0,877.0,55.07,22.12,7.87,1.25,43008.0,29998.0,29998.0,0.53
2476,2017_18,Belmont Abbey College,Belmont,NC,Bachelor's,NO,99.19,1065.0,525.0,540.0,21.0,1501.0,52.23,16.99,4.2,1.0,32203.0,18500.0,18500.0,0.43
2477,2017_18,Bennett College,Greensboro,NC,Bachelor's,NO,88.93,851.0,440.0,415.0,16.0,409.0,0.0,85.33,2.44,0.0,33170.0,18513.0,18513.0,0.37
2480,2017_18,Brevard College,Brevard,NC,Bachelor's,NO,45.02,,,,,680.0,66.47,12.65,6.03,1.03,39978.0,28640.0,28640.0,0.32
2484,2017_18,Campbell University,Buies Creek,NC,Bachelor's,NO,80.58,1113.0,550.0,550.0,23.0,4328.0,57.58,16.2,8.87,1.92,45558.0,31190.0,31190.0,0.52
2488,2017_18,Catawba College,Salisbury,NC,Bachelor's,NO,42.4,1030.0,490.0,525.0,21.0,1321.0,65.56,19.38,6.89,0.76,42897.0,29920.0,29920.0,0.43
2492,2017_18,Chowan University,Murfreesboro,NC,Bachelor's,NO,60.04,859.0,435.0,433.0,16.0,1494.0,17.54,69.68,3.61,0.33,34858.0,24480.0,24480.0,0.26
2497,2017_18,Davidson College,Davidson,NC,Bachelor's,NO,20.24,1423.0,700.0,690.0,32.0,1800.0,67.44,6.83,7.78,5.56,64698.0,49949.0,49949.0,0.91
2498,2017_18,Duke University,Durham,NC,Bachelor's,NO,9.86,1488.0,710.0,750.0,33.0,6552.0,43.56,9.98,9.26,21.09,69847.0,53500.0,53500.0,0.95
2500,2017_18,East Carolina University,Greenville,NC,Bachelor's,NO,79.02,1105.0,555.0,550.0,22.0,22598.0,66.92,15.98,6.69,2.64,21102.0,7143.0,23420.0,0.62
2502,2017_18,Elizabeth City State University,Elizabeth City,NC,Bachelor's,NO,59.81,936.0,465.0,460.0,18.0,1301.0,17.06,71.02,3.07,0.77,13139.0,4986.0,18130.0,0.38
2503,2017_18,Elon University,Elon,NC,Bachelor's,NO,66.53,1262.0,625.0,610.0,27.0,6045.0,79.69,5.44,6.39,2.5,47688.0,34273.0,34273.0,0.84
2505,2017_18,Fayetteville State University,Fayetteville,NC,Bachelor's,NO,67.56,955.0,475.0,470.0,19.0,4817.0,18.29,62.82,7.12,1.62,15463.0,5183.0,16791.0,0.33
2507,2017_18,Gardner-Webb University,Boiling Springs,NC,Bachelor's,NO,52.7,1102.0,555.0,545.0,22.0,2210.0,67.29,14.07,3.8,1.31,42768.0,30700.0,30700.0,0.5
2509,2017_18,Greensboro College,Greensboro,NC,Bachelor's,NO,40.69,1023.0,520.0,515.0,20.0,796.0,53.77,31.28,2.64,0.75,40297.0,29120.0,29120.0,0.16
2510,2017_18,Guilford College,Greensboro,NC,Bachelor's,NO,90.72,,,,,1502.0,55.79,25.5,8.46,3.06,48025.0,35563.0,35563.0,0.53
2514,2017_18,Heritage Bible College,Dunn,NC,Bachelor's,NO,,,,,,42.0,59.52,33.33,4.76,0.0,,8328.0,8328.0,0.43
2515,2017_18,High Point University,High Point,NC,Bachelor's,NO,80.66,1161.0,575.0,570.0,24.0,4407.0,77.35,4.79,5.22,1.79,49295.0,34005.0,34005.0,0.63
2518,2017_18,John Wesley University,High Point,NC,Bachelor's,NO,44.64,1025.0,520.0,505.0,20.0,134.0,49.25,26.87,15.67,0.75,25103.0,11230.0,11230.0,0.25
2519,2017_18,Johnson C Smith University,Charlotte,NC,Bachelor's,NO,38.1,868.0,430.0,424.0,17.0,1392.0,1.15,84.2,3.59,0.14,31909.0,18236.0,18236.0,0.44
2521,2017_18,Lees-McRae College,Banner Elk,NC,Bachelor's,NO,70.76,,,,,920.0,72.07,6.2,6.41,0.33,41284.0,25878.0,25878.0,0.32
2523,2017_18,Lenoir-Rhyne University,Hickory,NC,Bachelor's,NO,73.9,1070.0,530.0,540.0,,1573.0,67.39,12.59,6.68,1.84,46530.0,35350.0,35350.0,0.43
2525,2017_18,Livingstone College,Salisbury,NC,Bachelor's,NO,37.24,822.0,420.0,418.0,15.0,1143.0,0.96,80.14,0.0,0.09,27660.0,17763.0,17763.0,0.26
2527,2017_18,Mars Hill University,Mars Hill,NC,Bachelor's,NO,58.22,1010.0,505.0,505.0,20.0,1255.0,62.47,18.17,4.14,1.91,41405.0,31804.0,31804.0,0.31
2531,2017_18,Meredith College,Raleigh,NC,Bachelor's,NO,68.91,1111.0,560.0,538.0,23.0,1638.0,70.88,8.12,8.3,2.87,46391.0,35916.0,35916.0,0.63
2532,2017_18,Methodist University,Fayetteville,NC,Bachelor's,NO,57.2,1050.0,530.0,525.0,21.0,1908.0,42.77,17.19,7.91,1.36,52467.0,32860.0,32860.0,0.31
2537,2017_18,Montreat College,Montreat,NC,Bachelor's,NO,65.15,1040.0,525.0,510.0,21.0,695.0,63.31,15.4,5.9,1.15,37101.0,25730.0,25730.0,0.32
2538,2017_18,University of Mount Olive,Mount Olive,NC,Bachelor's,NO,49.1,988.0,484.0,484.0,20.0,3061.0,52.04,28.03,3.14,0.85,28764.0,19700.0,19700.0,0.42
2541,2017_18,North Carolina A & T State University,Greensboro,NC,Bachelor's,NO,62.23,1010.0,510.0,500.0,20.0,10011.0,5.3,81.98,3.97,0.77,19243.0,6526.0,19416.0,0.43
2542,2017_18,University of North Carolina at Asheville,Asheville,NC,Bachelor's,NO,80.39,1191.0,600.0,570.0,25.0,3496.0,77.63,4.81,6.49,2.12,19086.0,7145.0,23868.0,0.62
2543,2017_18,University of North Carolina at Chapel Hill,Chapel Hill,NC,Bachelor's,NO,24.4,1393.0,680.0,685.0,31.0,18658.0,62.17,7.95,7.83,10.68,24872.0,9005.0,34588.0,0.91
2544,2017_18,University of North Carolina at Charlotte,Charlotte,NC,Bachelor's,NO,65.84,1187.0,595.0,595.0,24.0,23622.0,57.69,16.36,9.67,6.56,21882.0,6832.0,20266.0,0.54
2545,2017_18,University of North Carolina at Greensboro,Greensboro,NC,Bachelor's,NO,78.04,1114.0,560.0,545.0,23.0,15988.0,48.92,28.79,9.34,5.44,19276.0,7250.0,22409.0,0.54
2546,2017_18,North Carolina Central University,Durham,NC,Bachelor's,NO,82.81,967.0,485.0,480.0,19.0,5939.0,6.01,81.51,4.51,0.94,21298.0,6399.0,19106.0,0.44
2547,2017_18,University of North Carolina School of the Arts,Winston Salem,NC,Bachelor's,NO,32.64,1198.0,610.0,575.0,25.0,867.0,71.28,9.69,6.34,2.31,23093.0,9338.0,25081.0,0.7
2548,2017_18,North Carolina State University at Raleigh,Raleigh,NC,Bachelor's,NO,51.36,1331.0,645.0,665.0,29.0,22801.0,71.11,5.92,5.21,6.36,22844.0,9058.0,27406.0,0.79
2549,2017_18,North Carolina Wesleyan College,Rocky Mount,NC,Bachelor's,NO,52.97,967.0,485.0,480.0,19.0,2086.0,32.02,42.38,3.4,0.67,41136.0,29900.0,29900.0,0.31
2550,2017_18,University of North Carolina Wilmington,Wilmington,NC,Bachelor's,NO,66.52,1225.0,630.0,618.0,25.0,14183.0,78.33,4.42,6.9,1.88,22644.0,7000.0,21065.0,0.72
2552,2017_18,William Peace University,Raleigh,NC,Bachelor's,NO,59.08,1033.0,525.0,515.0,20.0,927.0,47.46,27.72,8.74,1.73,40913.0,28700.0,28700.0,0.39
2553,2017_18,University of North Carolina at Pembroke,Pembroke,NC,Bachelor's,NO,80.74,999.0,500.0,490.0,20.0,5308.0,36.85,34.95,5.46,2.05,18592.0,6014.0,17605.0,0.4
2554,2017_18,Pfeiffer University,Misenheimer,NC,Bachelor's,NO,66.02,997.0,510.0,495.0,19.0,813.0,62.61,23.49,6.77,1.11,41580.0,29574.0,29574.0,0.42
2557,2017_18,Queens University of Charlotte,Charlotte,NC,Bachelor's,NO,79.16,1132.0,559.0,545.0,24.0,1602.0,57.55,16.1,9.74,1.94,46606.0,33532.0,33532.0,0.54
2560,2017_18,Mid-Atlantic Christian University,Elizabeth City,NC,Bachelor's,NO,53.44,980.0,490.0,475.0,20.0,192.0,69.79,19.79,5.73,0.52,27369.0,14080.0,14080.0,0.25
2565,2017_18,Saint Augustine's University,Raleigh,NC,Bachelor's,NO,76.11,834.0,425.0,430.0,15.0,974.0,2.05,84.5,0.82,0.0,32328.0,17890.0,17890.0,0.31
2566,2017_18,Salem College,Winston-Salem,NC,Bachelor's,NO,56.84,1211.0,585.0,575.0,26.0,813.0,54.98,19.43,14.88,1.72,43725.0,28566.0,28566.0,0.57
2569,2017_18,Shaw University,Raleigh,NC,Bachelor's,NO,52.86,,,,,1545.0,2.14,73.79,0.06,1.04,29442.0,16480.0,16480.0,0.18
2572,2017_18,St. Andrews University,Laurinburg,NC,Bachelor's,NO,41.23,1005.0,520.0,486.0,20.0,612.0,45.26,24.02,3.92,0.82,43857.0,25874.0,25874.0,0.35
2576,2017_18,Southeastern Baptist Theological Seminary,Wake Forest,NC,Bachelor's,NO,95.24,,,,,406.0,83.0,6.9,3.69,2.96,,10730.0,10730.0,0.38
2581,2017_18,Wake Forest University,Winston-Salem,NC,Bachelor's,NO,27.57,,,,,5101.0,69.55,6.74,6.84,4.0,66440.0,51400.0,51400.0,0.88
2583,2017_18,Warren Wilson College,Swannanoa,NC,Bachelor's,NO,79.36,1275.0,640.0,573.0,27.0,582.0,77.66,4.81,6.7,0.52,48991.0,35244.0,35244.0,0.53
2589,2017_18,Wingate University,Wingate,NC,Bachelor's,NO,93.24,1045.0,525.0,520.0,21.0,2586.0,58.35,17.36,4.41,2.2,42600.0,31120.0,31120.0,0.52
2590,2017_18,Carolina Christian College,Winston Salem,NC,Bachelor's,NO,,,,,,32.0,0.0,96.88,0.0,3.13,,8800.0,8800.0,0.63
2592,2017_18,Winston-Salem State University,Winston-Salem,NC,Bachelor's,NO,66.57,943.0,480.0,475.0,18.0,4570.0,11.55,76.83,3.65,0.61,19119.0,5941.0,16188.0,0.49
2593,2017_18,Western Carolina University,Cullowhee,NC,Bachelor's,NO,38.84,1095.0,560.0,550.0,22.0,9234.0,78.72,5.85,6.7,1.21,20819.0,6897.0,17290.0,0.59
2596,2017_18,Dickinson State University,Dickinson,ND,Bachelor's,NO,98.97,1042.0,473.0,497.0,21.0,1153.0,76.67,5.03,5.64,0.87,15790.0,6554.0,9226.0,0.32
2600,2017_18,University of Jamestown,Jamestown,ND,Bachelor's,NO,65.25,1075.0,490.0,505.0,22.0,896.0,74.67,3.68,7.14,0.67,31760.0,21158.0,21158.0,0.53
2604,2017_18,University of Mary,Bismarck,ND,Bachelor's,NO,76.35,1160.0,523.0,525.0,24.0,2064.0,79.84,1.84,3.44,1.41,27400.0,18224.0,18224.0,0.54
2605,2017_18,Mayville State University,Mayville,ND,Bachelor's,NO,48.1,1045.0,,,21.0,825.0,77.7,5.94,6.79,0.36,16433.0,6456.0,9084.0,0.35
2606,2017_18,Minot State University,Minot,ND,Bachelor's,NO,68.97,1090.0,602.0,520.0,22.0,2466.0,68.94,5.47,6.69,1.58,15483.0,6810.0,6810.0,0.37
2608,2017_18,University of North Dakota,Grand Forks,ND,Bachelor's,NO,83.48,1165.0,580.0,580.0,24.0,10351.0,81.36,2.42,3.5,1.67,19670.0,8447.0,20047.0,0.54
2611,2017_18,North Dakota State University-Main Campus,Fargo,ND,Bachelor's,NO,91.59,1166.0,589.0,605.0,24.0,11687.0,86.92,2.85,2.3,1.44,19874.0,8666.0,20692.0,0.58
2615,2017_18,Trinity Bible College and Graduate School,Ellendale,ND,Bachelor's,NO,42.36,1070.0,560.0,553.0,21.0,183.0,79.23,4.37,6.01,0.0,26468.0,16140.0,16140.0,0.41
2618,2017_18,Valley City State University,Valley City,ND,Bachelor's,NO,76.3,1045.0,510.0,540.0,21.0,1010.0,81.29,3.27,6.73,0.69,17762.0,7406.0,16579.0,0.35
2620,2017_18,The Art Institute of Cincinnati-AIC College of Design,Cincinnati,OH,Bachelor's,NO,40.91,,,,,20.0,100.0,0.0,0.0,0.0,32274.0,23341.0,23341.0,0.54
2624,2017_18,University of Akron Main Campus,Akron,OH,Bachelor's,NO,92.55,1125.0,575.0,560.0,23.0,15047.0,73.31,12.35,2.74,2.74,24128.0,10270.0,18801.0,0.38
2627,2017_18,Allegheny Wesleyan College,Salem,OH,Bachelor's,NO,,,,,,75.0,98.67,1.33,0.0,0.0,11785.0,5000.0,5000.0,0.22
2630,2017_18,Art Academy of Cincinnati,Cincinnati,OH,Bachelor's,NO,45.44,990.0,525.0,470.0,19.0,174.0,73.56,13.22,5.17,0.57,41532.0,31290.0,31290.0,0.56
2632,2017_18,Ashland University,Ashland,OH,Bachelor's,NO,73.51,1121.0,548.0,525.0,23.0,3660.0,77.16,13.31,2.24,0.85,32500.0,20700.0,20700.0,0.6
2637,2017_18,Baldwin Wallace University,Berea,OH,Bachelor's,NO,78.05,,,,,3131.0,77.8,9.23,5.49,1.56,43771.0,31668.0,31668.0,0.67
2639,2017_18,Bluffton University,Bluffton,OH,Bachelor's,NO,48.84,1057.0,483.0,489.0,21.0,703.0,78.81,9.1,4.27,0.57,44374.0,31672.0,31672.0,0.51
2642,2017_18,Bowling Green State University-Main Campus,Bowling Green,OH,Bachelor's,NO,73.2,1088.0,565.0,545.0,22.0,13790.0,78.24,9.13,4.19,0.92,23772.0,11057.0,18593.0,0.53
2647,2017_18,Capital University,Columbus,OH,Bachelor's,NO,68.65,1195.0,588.0,573.0,25.0,2573.0,74.31,9.79,3.85,1.4,46295.0,34600.0,34600.0,0.59
2648,2017_18,Case Western Reserve University,Cleveland,OH,Bachelor's,NO,33.12,1441.0,695.0,735.0,32.0,5020.0,48.75,4.34,6.51,20.62,63216.0,47500.0,47500.0,0.83
2649,2017_18,Cedarville University,Cedarville,OH,Bachelor's,NO,71.45,1246.0,630.0,610.0,26.0,3132.0,87.39,1.28,2.75,1.69,37623.0,29156.0,29156.0,0.72
2652,2017_18,Central State University,Wilberforce,OH,Bachelor's,NO,48.01,868.0,405.0,390.0,17.0,1772.0,1.07,91.65,0.62,0.0,18994.0,6246.0,8096.0,0.2
2656,2017_18,Cincinnati Christian University,Cincinnati,OH,Bachelor's,NO,88.11,960.0,275.0,490.0,20.0,547.0,60.51,26.69,5.3,1.1,30153.0,17028.0,17028.0,0.4
2658,2017_18,University of Cincinnati-Main Campus,Cincinnati,OH,Bachelor's,NO,76.49,1230.0,610.0,620.0,26.0,25523.0,74.15,7.35,3.19,3.81,27499.0,11000.0,27334.0,0.69
2662,2017_18,Ohio Christian University,Circleville,OH,Bachelor's,NO,,,,,,3471.0,48.69,28.72,2.62,0.52,33266.0,20240.0,20240.0,0.29
2665,2017_18,Cleveland Institute of Art,Cleveland,OH,Bachelor's,NO,54.23,1144.0,590.0,550.0,23.0,630.0,66.03,9.37,8.25,3.17,55903.0,40655.0,40655.0,0.56
2667,2017_18,Cleveland Institute of Music,Cleveland,OH,Bachelor's,NO,43.06,,,,,212.0,32.08,1.89,0.0,8.49,67896.0,49146.0,49146.0,0.53
2668,2017_18,Cleveland State University,Cleveland,OH,Bachelor's,NO,90.06,1104.0,550.0,550.0,22.0,11647.0,63.99,16.2,5.73,3.37,22293.0,9778.0,13829.0,0.43
2671,2017_18,Columbus College of Art and Design,Columbus,OH,Bachelor's,NO,70.11,,,,,1024.0,65.33,10.45,6.74,3.61,43081.0,34440.0,34440.0,0.61
2676,2017_18,University of Dayton,Dayton,OH,Bachelor's,NO,71.68,1254.0,600.0,605.0,27.0,8422.0,79.26,2.78,5.19,1.38,56370.0,41750.0,41750.0,0.79
2677,2017_18,Defiance College,Defiance,OH,Bachelor's,NO,56.48,1003.0,425.0,405.0,20.0,581.0,73.67,12.91,7.23,0.86,44120.0,32190.0,32190.0,0.39
2678,2017_18,Denison University,Granville,OH,Bachelor's,NO,37.24,1335.0,645.0,645.0,30.0,2321.0,64.54,6.59,9.18,4.01,63023.0,50440.0,50440.0,0.86
2682,2017_18,The University of Findlay,Findlay,OH,Bachelor's,NO,75.08,1171.0,540.0,555.0,24.0,2637.0,82.44,3.53,2.65,1.18,43588.0,33320.0,33320.0,0.61
2683,2017_18,Franklin University,Columbus,OH,Bachelor's,NO,,,,,,3433.0,63.24,17.39,2.56,2.42,30059.0,12241.0,12241.0,0.06
2685,2017_18,Gods Bible School and College,Cincinnati,OH,Bachelor's,NO,,,,,,239.0,79.5,5.02,2.93,1.26,15409.0,7040.0,7040.0,0.4
2691,2017_18,Heidelberg University,Tiffin,OH,Bachelor's,NO,76.06,1088.0,510.0,510.0,22.0,1049.0,78.17,10.01,3.43,0.95,41566.0,30200.0,30200.0,0.49
2692,2017_18,Hiram College,Hiram,OH,Bachelor's,NO,63.53,1066.0,545.0,525.0,21.0,966.0,63.87,16.25,4.35,1.45,45784.0,34300.0,34300.0,0.56
2698,2017_18,John Carroll University,University Heights,OH,Bachelor's,NO,85.03,1161.0,540.0,530.0,25.0,2981.0,83.76,4.33,3.96,2.25,52159.0,39990.0,39990.0,0.78
2707,2017_18,Kent State University at Kent,Kent,OH,Bachelor's,NO,87.51,1142.0,575.0,555.0,23.0,22403.0,74.74,8.78,3.63,1.61,24064.0,10012.0,18544.0,0.58
2709,2017_18,Kenyon College,Gambier,OH,Bachelor's,NO,33.84,1403.0,685.0,677.0,31.0,1661.0,71.82,3.43,7.16,3.37,66670.0,53560.0,53560.0,0.91
2710,2017_18,Kettering College,Kettering,OH,Bachelor's,NO,28.36,1138.0,500.0,565.0,23.0,615.0,80.33,4.23,2.44,3.9,24911.0,12408.0,12408.0,0.52
2711,2017_18,Lake Erie College,Painesville,OH,Bachelor's,NO,60.45,1036.0,508.0,513.0,21.0,750.0,69.73,14.8,3.33,1.47,42681.0,30862.0,30862.0,0.46
2718,2017_18,Lourdes University,Sylvania,OH,Bachelor's,NO,96.67,1059.0,535.0,510.0,21.0,1036.0,69.88,11.58,9.17,0.87,31989.0,21540.0,21540.0,0.33
2719,2017_18,Malone University,Canton,OH,Bachelor's,NO,65.99,1082.0,535.0,525.0,22.0,1200.0,79.67,10.92,2.92,0.5,41877.0,29900.0,29900.0,0.49
2720,2017_18,Marietta College,Marietta,OH,Bachelor's,NO,67.03,1117.0,545.0,543.0,23.0,964.0,65.87,5.29,2.39,0.83,48057.0,36040.0,36040.0,0.59
2725,2017_18,Miami University-Hamilton,Hamilton,OH,Bachelor's,NO,,,,,,2545.0,77.84,10.22,3.93,1.77,13463.0,5173.0,15228.0,0.26
2726,2017_18,Miami University-Middletown,Middletown,OH,Bachelor's,NO,,,,,,1519.0,75.18,5.27,2.5,1.32,15398.0,5173.0,15228.0,0.24
2727,2017_18,Miami University-Oxford,Oxford,OH,Bachelor's,NO,68.2,1332.0,625.0,660.0,29.0,16816.0,72.39,3.19,4.58,2.19,30420.0,14958.0,34211.0,0.79
2731,2017_18,Mount Carmel College of Nursing,Columbus,OH,Bachelor's,NO,99.32,1065.0,,,21.0,878.0,83.03,9.91,1.37,2.05,21029.0,13442.0,13442.0,0.73
2732,2017_18,University of Mount Union,Alliance,OH,Bachelor's,NO,81.09,1121.0,550.0,540.0,23.0,2049.0,80.82,6.49,2.64,0.73,40962.0,29890.0,29890.0,0.62
2733,2017_18,Mount Vernon Nazarene University,Mount Vernon,OH,Bachelor's,NO,76.74,1102.0,530.0,515.0,22.0,1623.0,85.09,2.46,2.28,0.62,38356.0,28090.0,28090.0,0.63
2734,2017_18,Mount Saint Joseph University,Cincinnati,OH,Bachelor's,NO,73.25,1097.0,534.0,534.0,22.0,1177.0,77.82,12.74,1.44,0.51,35891.0,29100.0,29100.0,0.61
2736,2017_18,Muskingum University,New Concord,OH,Bachelor's,NO,74.39,1077.0,520.0,490.0,22.0,1525.0,78.95,4.85,2.56,0.79,39502.0,27646.0,27646.0,0.48
2742,2017_18,Notre Dame College,Cleveland,OH,Bachelor's,NO,89.48,994.0,485.0,523.0,19.0,1500.0,53.6,28.87,5.13,0.8,41206.0,29300.0,29300.0,0.37
2745,2017_18,Oberlin College,Oberlin,OH,Bachelor's,NO,33.72,1388.0,685.0,680.0,31.0,2827.0,64.17,5.34,7.75,3.93,68670.0,53460.0,53460.0,0.86
2747,2017_18,Ohio Dominican University,Columbus,OH,Bachelor's,NO,77.16,1086.0,530.0,560.0,22.0,1077.0,55.99,22.19,3.53,1.21,40458.0,31080.0,31080.0,0.47
2749,2017_18,Ohio Northern University,Ada,OH,Bachelor's,NO,66.1,1215.0,590.0,630.0,25.0,2111.0,76.93,4.22,0.99,1.52,44728.0,30990.0,30990.0,0.76
2759,2017_18,Ohio State University-Main Campus,Columbus,OH,Bachelor's,NO,48.06,1359.0,655.0,700.0,29.0,44853.0,68.57,5.74,4.12,6.73,25471.0,10592.0,29696.0,0.83
2764,2017_18,Ohio University-Main Campus,Athens,OH,Bachelor's,NO,73.93,1183.0,595.0,575.0,24.0,22936.0,83.22,5.62,2.96,1.08,27272.0,11896.0,21360.0,0.64
2768,2017_18,Ohio Wesleyan University,Delaware,OH,Bachelor's,NO,71.39,,,,,1549.0,68.62,10.26,5.62,3.23,58879.0,44690.0,44690.0,0.7
2769,2017_18,Otterbein University,Westerville,OH,Bachelor's,NO,76.4,1179.0,588.0,585.0,24.0,2367.0,77.74,6.51,2.92,2.15,44574.0,31874.0,31874.0,0.64
2774,2017_18,Pontifical College Josephinum,Columbus,OH,Bachelor's,NO,92.86,,,,,90.0,74.44,2.22,11.11,5.56,39742.0,22092.0,22092.0,0.5
2777,2017_18,Rabbinical College Telshe,Wickliffe,OH,Bachelor's,NO,94.44,,,,,37.0,100.0,0.0,0.0,0.0,17600.0,10800.0,10800.0,0.4
2782,2017_18,Shawnee State University,Portsmouth,OH,Bachelor's,NO,68.91,1068.0,569.0,558.0,21.0,3099.0,86.19,5.32,0.65,0.74,19368.0,7439.0,13247.0,0.29
2788,2017_18,Franciscan University of Steubenville,Steubenville,OH,Bachelor's,NO,83.18,1209.0,615.0,575.0,26.0,2071.0,81.27,0.58,11.2,1.74,36378.0,26430.0,26430.0,0.78
2792,2017_18,Tiffin University,Tiffin,OH,Bachelor's,NO,68.83,,,,,2095.0,39.67,10.84,2.72,0.19,36023.0,24000.0,24000.0,0.28
2793,2017_18,University of Toledo,Toledo,OH,Bachelor's,NO,94.35,1142.0,565.0,565.0,23.0,15109.0,68.39,11.17,5.16,2.16,23471.0,9547.0,18885.0,0.41
2794,2017_18,Tri-State Bible College,South Point,OH,Bachelor's,NO,,,,,,33.0,54.55,42.42,0.0,3.03,,9100.0,9100.0,1.0
2798,2017_18,Union Institute & University,Cincinnati,OH,Bachelor's,NO,,,,,,813.0,35.3,18.57,24.48,1.6,24696.0,12896.0,12896.0,0.0
2801,2017_18,Urbana University,Urbana,OH,Bachelor's,NO,71.05,1025.0,,,20.0,548.0,52.01,31.93,1.82,0.73,36510.0,22452.0,22452.0,0.19
2802,2017_18,Ursuline College,Pepper Pike,OH,Bachelor's,NO,93.33,1068.0,549.0,534.0,21.0,607.0,62.11,21.58,1.65,2.31,40459.0,31150.0,31150.0,0.53
2804,2017_18,Walsh University,North Canton,OH,Bachelor's,NO,79.23,1140.0,585.0,530.0,23.0,1929.0,68.07,6.79,4.04,0.62,40677.0,29150.0,29150.0,0.61
2806,2017_18,Wilberforce University,Wilberforce,OH,Bachelor's,NO,48.29,872.0,440.0,440.0,16.0,593.0,1.18,93.09,0.0,0.0,23100.0,13250.0,13250.0,0.26
2807,2017_18,Wilmington College,Wilmington,OH,Bachelor's,NO,84.15,1086.0,565.0,550.0,22.0,1167.0,78.49,9.94,2.4,0.34,36966.0,25000.0,25000.0,0.58
2809,2017_18,Wittenberg University,Springfield,OH,Bachelor's,NO,72.18,,,,,1780.0,76.35,10.0,4.1,1.12,50473.0,38730.0,38730.0,0.67
2810,2017_18,The College of Wooster,Wooster,OH,Bachelor's,NO,56.44,1280.0,625.0,640.0,27.0,1970.0,65.89,8.73,5.08,5.13,59800.0,48600.0,48600.0,0.77
2811,2017_18,Wright State University-Main Campus,Dayton,OH,Bachelor's,NO,96.77,1107.0,565.0,560.0,22.0,11251.0,74.53,11.06,3.56,2.61,21261.0,8730.0,17098.0,0.36
2812,2017_18,Wright State University-Lake Campus,Celina,OH,Bachelor's,NO,99.46,1041.0,505.0,475.0,21.0,828.0,92.39,1.81,2.9,0.72,13025.0,5842.0,14210.0,0.42
2813,2017_18,Xavier University,Cincinnati,OH,Bachelor's,NO,73.91,1195.0,580.0,570.0,25.0,4571.0,74.97,9.19,5.69,2.63,50880.0,37230.0,37230.0,0.69
2814,2017_18,Youngstown State University,Youngstown,OH,Bachelor's,NO,63.63,1104.0,545.0,555.0,22.0,10039.0,75.49,9.05,3.69,1.11,17278.0,8451.0,8811.0,0.34
2816,2017_18,Bacone College,Muskogee,OK,Bachelor's,NO,72.85,890.0,440.0,452.0,17.0,934.0,14.45,29.23,8.35,2.89,35200.0,17700.0,17700.0,0.14
2817,2017_18,Oklahoma Wesleyan University,Bartlesville,OK,Bachelor's,NO,62.31,1048.0,495.0,490.0,21.0,1006.0,64.31,8.75,3.68,0.1,37451.0,26090.0,26090.0,0.45
2818,2017_18,Southern Nazarene University,Bethany,OK,Bachelor's,NO,,,,,,1520.0,59.41,13.03,10.53,0.99,35169.0,25178.0,25178.0,0.45
2821,2017_18,Cameron University,Lawton,OK,Bachelor's,NO,,,,,,3793.0,50.49,12.65,13.23,1.56,14937.0,6180.0,15510.0,0.18
